"","GO0008509_anion_transmembrane_transporter_activity"
"Q13136_IDR_1_862",1
"Q13137_IDR_333_396",1
"Q13144_IDR_1_39",0.298407532378381
"Q13144_IDR_455_490",0.349568717203461
"Q13144_IDR_501_548",0.352023750418158
"Q13145_IDR_111_217",1
"Q13148_IDR_263_316",0.496481792091812
"Q13148_IDR_338_414",0.503518207908188
"Q13151_IDR_175_305",1
"Q13153_IDR_134_247",0.491286656934506
"Q13153_IDR_1_72",0.508713343065494
"Q13155_IDR_69_113",1
"Q13156_IDR_1_41",1
"Q13162_IDR_1_47",1
"Q13163_IDR_95_149",1
"Q13164_IDR_1_34",0.529654150019714
"Q13164_IDR_393_725",0.470345849980286
"Q13177_IDR_133_226",0.494061407569697
"Q13177_IDR_1_72",0.505938592430303
"Q13183_IDR_162_211",1
"Q13185_IDR_81_116",1
"Q13188_IDR_300_441",1
"Q13190_IDR_1_56",0.465386673944898
"Q13190_IDR_180_269",0.534613326055102
"Q13191_IDR_429_929",1
"Q13200_IDR_1_44",0.500884031130989
"Q13200_IDR_620_666",0.499115968869011
"Q13201_IDR_15_207",0.297419327973463
"Q13201_IDR_276_386",0.35519196713875
"Q13219_IDR_1_91",1
"Q13224_IDR_1394_1438",0.505070850994598
"Q13224_IDR_873_1330",0.494929149005402
"Q13227_IDR_1_327",1
"Q13233_IDR_1_298",0.221174779669762
"Q13233_IDR_397_442",0.262682941881297
"Q13233_IDR_497_545",0.254087967267145
"Q13233_IDR_872_1236",0.262054311181795
"Q13237_IDR_40_121",1
"Q13239_IDR_240_276",1
"Q13241_IDR_26_56",1
"Q13242_IDR_187_221",1
"Q13243_IDR_180_272",1
"Q13247_IDR_183_344",1
"Q13255_IDR_845_1194",1
"Q13258_IDR_233_266",1
"Q13261_IDR_97_267",1
"Q13263_IDR_1_58",0.453047913858362
"Q13263_IDR_416_624",0.546952086141638
"Q13275_IDR_751_785",1
"Q13330_IDR_674_707",0.330056508238132
"Q13332_IDR_1308_1355",1
"Q13342_IDR_1_32",0.497482780874759
"Q13342_IDR_145_586",0.502517219125241
"Q13351_IDR_33_77",0.55201634295507
"Q13351_IDR_81_274",0.44798365704493
"Q13352_IDR_1_81",1
"Q13356_IDR_216_249",0.520654005685048
"Q13356_IDR_449_482",0.479345994314952
"Q13360_IDR_59_146",1
"Q13361_IDR_133_173",0.447756020114084
"Q13361_IDR_1_81",0.552243979885916
"Q13362_IDR_440_524",1
"Q13363_IDR_404_440",1
"Q13367_IDR_1_31",0.347718713377159
"Q13367_IDR_255_295",0.366894565076462
"Q13367_IDR_649_845",0.285386721546379
"Q13368_IDR_300_365",1
"Q13370_IDR_1016_1071",0.339921286617117
"Q13370_IDR_271_657",0.32870307363135
"Q13432_IDR_1_56",1
"Q13433_IDR_383_418",0.321380939658723
"Q13433_IDR_444_589",0.310192834753414
"Q13433_IDR_93_260",0.368426225587864
"Q13435_IDR_1_54",0.21072754399797
"Q13435_IDR_398_455",0.189235930303673
"Q13435_IDR_59_366",0.187138148742043
"Q13435_IDR_690_780",0.208133392644725
"Q13435_IDR_832_895",0.20476498431159
"Q13438_IDR_262_368",0.343772185492109
"Q13438_IDR_370_500",0.323144115658444
"Q13438_IDR_503_540",0.333083698849447
"Q13439_IDR_1_292",0.226799979578356
"Q13439_IDR_1683_1728",0.240301391503978
"Q13439_IDR_1875_1912",0.26702352584014
"Q13439_IDR_2067_2187",0.265875103077526
"Q13442_IDR_1_118",0.534951092200688
"Q13442_IDR_135_181",0.465048907799312
"Q13443_IDR_1_36",0.521315612273105
"Q13443_IDR_728_819",0.478684387726895
"Q13474_IDR_1_73",0.28640174949178
"Q13474_IDR_733_842",0.394373213381978
"Q13474_IDR_873_957",0.319225037126242
"Q13477_IDR_156_203",0.511721511945712
"Q13477_IDR_211_332",0.488278488054288
"Q13480_IDR_120_286",0.575374885904347
"Q13480_IDR_288_621",0.424625114095653
"Q13487_IDR_130_200",0.545372601583917
"Q13487_IDR_264_304",0.454627398416083
"Q13488_IDR_660_705",1
"Q13489_IDR_102_157",0.480682398791757
"Q13489_IDR_340_377",0.519317601208243
"Q13490_IDR_118_178",0.315987311404103
"Q13490_IDR_1_39",0.31443333853275
"Q13490_IDR_351_392",0.369579350063147
"Q13492_IDR_286_652",1
"Q13495_IDR_1_712",1
"Q13496_IDR_1_32",0.500501791602713
"Q13496_IDR_571_603",0.499498208397287
"Q13501_IDR_204_385",1
"Q13561_IDR_112_206",0.496654982600825
"Q13562_IDR_1_111",1
"Q13563_IDR_1_185",0.294553851286803
"Q13563_IDR_785_832",0.342728817663302
"Q13563_IDR_869_968",0.362717331049895
"Q13568_IDR_127_209",1
"Q13569_IDR_1_112",0.417117440848755
"Q13569_IDR_319_410",0.582882559151245
"Q13572_IDR_324_390",1
"Q13573_IDR_1_40",0.520278719231676
"Q13573_IDR_307_402",0.479721280768324
"Q13574_IDR_1_235",0.443959021472857
"Q13574_IDR_945_1011",0.556040978527143
"Q13585_IDR_326_438",0.502349657002802
"Q13585_IDR_456_585",0.497650342997198
"Q13586_IDR_1_45",0.526261899827154
"Q13586_IDR_462_685",0.473738100172846
"Q13595_IDR_1_116",0.482274426660936
"Q13595_IDR_198_282",0.517725573339064
"Q13596_IDR_1_140",1
"Q13621_IDR_141_171",0.249899928495615
"Q13621_IDR_1_57",0.274412877511476
"Q13621_IDR_64_94",0.250327403424806
"Q13621_IDR_833_901",0.225359790568103
"Q13627_IDR_1_89",0.515221335354064
"Q13627_IDR_482_746",0.484778664645936
"Q13634_IDR_1_46",0.503644227283701
"Q13634_IDR_678_708",0.496355772716299
"Q13635_IDR_1186_1248",0.258862216310393
"Q13635_IDR_1266_1360",0.221090777702282
"Q13635_IDR_1_47",0.22673069587556
"Q13635_IDR_679_721",0.293316310111764
"Q13639_IDR_337_388",1
"Q13651_IDR_260_477",1
"Q13671_IDR_1_54",0.248123074437037
"Q13671_IDR_188_219",0.274763508750964
"Q13671_IDR_231_351",0.239225516728637
"Q13671_IDR_708_783",0.237887900083362
"Q13685_IDR_1_79",1
"Q13686_IDR_350_389",1
"Q13698_IDR_1541_1780",0.342174074478233
"Q13698_IDR_1836_1873",0.297557574582867
"Q13698_IDR_669_758",0.360268350938899
"Q13724_IDR_1_65",1
"Q13733_IDR_1_42",1
"Q13740_IDR_552_583",1
"Q13761_IDR_1_51",0.305049419849064
"Q13761_IDR_283_332",0.331028610876256
"Q13761_IDR_347_408",0.363921969274679
"Q86U44_IDR_164_243",0.494838769148433
"Q86U44_IDR_1_73",0.505161230851567
"Q86U70_IDR_1_61",0.469303280995387
"Q86U70_IDR_260_411",0.530696719004613
"Q86U86_IDR_1100_1133",0.130215754734436
"Q86U86_IDR_1264_1397",0.131035550665085
"Q86U86_IDR_1400_1461",0.140407772610049
"Q86U86_IDR_1_43",0.112194231803114
"Q86U86_IDR_1509_1589",0.109245484932805
"Q86U86_IDR_294_379",0.127514933584846
"Q86U86_IDR_487_517",0.130943884940433
"Q86U86_IDR_904_941",0.118442386729232
"Q86U90_IDR_1_43",1
"Q86UA1_IDR_1_75",0.519170011888604
"Q86UA1_IDR_602_634",0.480829988111396
"Q86UB2_IDR_1_33",0.275112939635737
"Q86UB2_IDR_150_181",0.225794209296608
"Q86UB2_IDR_433_503",0.240320224376818
"Q86UB2_IDR_85_134",0.258772626690837
"Q86UK5_IDR_1161_1260",0.138595873377418
"Q86UK5_IDR_966_1098",0.143138251793249
"Q86UL3_IDR_1_33",0.474909810163245
"Q86UL3_IDR_62_106",0.525090189836755
"Q86UL8_IDR_1013_1128",0.157794758082409
"Q86UL8_IDR_1231_1455",0.150209375459317
"Q86UL8_IDR_206_301",0.18080731523518
"Q86UL8_IDR_554_598",0.17448779720113
"Q86UL8_IDR_688_763",0.167180430177368
"Q86UL8_IDR_869_906",0.169520323844596
"Q86UN2_IDR_306_431",1
"Q86UN3_IDR_309_420",1
"Q86UN6_IDR_1_31",1
"Q86UP0_IDR_1_38",1
"Q86UP2_IDR_1282_1357",0.414995263985695
"Q86UP2_IDR_1_639",0.287972077381443
"Q86UP2_IDR_836_1001",0.297032658632862
"Q86UP8_IDR_188_321",1
"Q86UQ0_IDR_78_181",1
"Q86UR1_IDR_220_313",1
"Q86UU1_IDR_135_724",0.475567794360036
"Q86UU1_IDR_726_1194",0.524432205639964
"Q86UU5_IDR_1_652",1
"Q86UU9_IDR_1_113",1
"Q86UV5_IDR_612_643",0.546008046769389
"Q86UV5_IDR_874_942",0.453991953230611
"Q86UW2_IDR_57_100",1
"Q86UW6_IDR_1136_1369",0.199369762049442
"Q86UW6_IDR_1437_1490",0.15426407563736
"Q86UW6_IDR_1_44",0.131175293756935
"Q86UW6_IDR_1574_1613",0.140630884487397
"Q86UW6_IDR_586_1012",0.162278817752504
"Q86UW6_IDR_95_311",0.212281166316362
"Q86UW7_IDR_1_78",1
"Q86UW9_IDR_198_405",1
"Q86UX6_IDR_1_54",0.309403556567424
"Q86UX6_IDR_391_435",0.333652244974857
"Q86UX6_IDR_438_486",0.356944198457719
"Q86UY5_IDR_297_401",1
"Q86UY8_IDR_1_50",1
"Q86UZ6_IDR_132_414",0.533543468412148
"Q86UZ6_IDR_506_584",0.466456531587852
"Q86V15_IDR_127_339",0.155007720284874
"Q86V15_IDR_380_456",0.138505138251416
"Q86V15_IDR_47_89",0.148425569687989
"Q86V48_IDR_1_1076",1
"Q86V59_IDR_131_209",0.347591558229116
"Q86V59_IDR_212_374",0.321240664952527
"Q86V59_IDR_379_439",0.331167776818357
"Q86V71_IDR_46_136",1
"Q86V86_IDR_1_31",1
"Q86V87_IDR_178_240",0.479893027945681
"Q86V87_IDR_487_536",0.520106972054319
"Q86V97_IDR_1_38",1
"Q86VB7_IDR_1106_1156",1
"Q86VD1_IDR_444_509",0.515057113704133
"Q86VD1_IDR_516_812",0.484942886295867
"Q86VE0_IDR_86_399",1
"Q86VE3_IDR_1_363",1
"Q86VF2_IDR_400_445",1
"Q86VF7_IDR_1688_1730",1
"Q86VG3_IDR_28_166",1
"Q86VH2_IDR_1141_1179",0.353958628874591
"Q86VH2_IDR_1186_1401",0.341005327752151
"Q86VH2_IDR_342_1012",0.305036043373258
"Q86VH4_IDR_341_481",0.464478285166188
"Q86VH4_IDR_540_590",0.535521714833812
"Q86VH5_IDR_342_477",0.491910081627525
"Q86VH5_IDR_543_581",0.508089918372475
"Q86VI4_IDR_1_89",1
"Q86VK4_IDR_1_183",0.359971989008722
"Q86VR2_IDR_232_466",0.530836421455745
"Q86VR7_IDR_807_867",1
"Q86VR8_IDR_1_114",1
"Q86VS3_IDR_190_260",1
"Q86VS8_IDR_192_251",0.32303451629589
"Q86VS8_IDR_388_489",0.333291649601747
"Q86VS8_IDR_643_718",0.343673834102363
"Q86VV4_IDR_1_38",0.323164848735976
"Q13769_IDR_1_47",0.502691563983345
"Q13829_IDR_271_316",1
"Q13835_IDR_1_241",1
"Q13838_IDR_1_34",1
"Q13873_IDR_512_969",1
"Q13875_IDR_68_183",1
"Q13886_IDR_1_163",1
"Q13887_IDR_155_192",0.337063592124122
"Q13887_IDR_1_82",0.307012959588626
"Q13887_IDR_211_368",0.355923448287251
"Q13895_IDR_1_121",1
"Q13905_IDR_1_87",0.460114260077008
"Q13905_IDR_211_671",0.539885739922992
"Q13946_IDR_1_135",1
"Q13950_IDR_31_97",0.474942550420939
"Q13950_IDR_459_514",0.525057449579061
"Q13951_IDR_149_182",1
"Q13956_IDR_1_49",1
"Q13972_IDR_715_875",1
"Q14003_IDR_1_86",0.31600685239209
"Q14003_IDR_203_265",0.347459609752498
"Q14003_IDR_554_702",0.336533537855412
"Q14004_IDR_1000_1399",0.523279903202259
"Q14004_IDR_1_694",0.476720096797741
"Q14005_IDR_1_207",0.346373289742573
"Q14005_IDR_306_346",0.349182609191755
"Q14005_IDR_444_1080",0.304444101065672
"Q14008_IDR_1078_1157",0.129080960602993
"Q14008_IDR_225_263",0.149737649799895
"Q14008_IDR_496_592",0.125159056266376
"Q14008_IDR_815_847",0.151259987079609
"Q14093_IDR_41_348",1
"Q14094_IDR_273_327",0.455128988427595
"Q14094_IDR_344_377",0.544871011572405
"Q14103_IDR_1_92",1
"Q14106_IDR_117_261",1
"Q14112_IDR_352_418",1
"Q14114_IDR_1_43",0.488997923293742
"Q14114_IDR_739_819",0.511002076706259
"Q14118_IDR_305_493",0.288503724307794
"Q14118_IDR_719_749",0.353524451582848
"Q14118_IDR_806_895",0.357971824109358
"Q14119_IDR_1_231",0.488959329232057
"Q14119_IDR_267_373",0.511040670767943
"Q14123_IDR_456_512",0.510054330690171
"Q14123_IDR_523_709",0.489945669309829
"Q14126_IDR_1056_1118",0.477648665461832
"Q14126_IDR_848_900",0.522351334538168
"Q14134_IDR_1_63",1
"Q14137_IDR_1_134",1
"Q14139_IDR_1_77",1
"Q14157_IDR_90_1087",0.465545813915127
"Q14159_IDR_103_258",0.52802496591973
"Q14159_IDR_1_100",0.47197503408027
"Q14161_IDR_359_635",1
"Q14162_IDR_544_830",1
"Q14165_IDR_216_292",1
"Q14181_IDR_74_165",1
"Q14183_IDR_1_87",1
"Q14184_IDR_1_124",1
"Q14185_IDR_1617_1865",1
"Q14186_IDR_21_113",0.495304990182421
"Q14186_IDR_349_410",0.50469500981758
"Q14188_IDR_355_446",0.492541737955128
"Q14188_IDR_39_129",0.507458262044872
"Q14190_IDR_347_651",1
"Q14191_IDR_1360_1406",0.482464481793063
"Q14191_IDR_303_528",0.517535518206937
"Q14194_IDR_508_572",1
"Q14195_IDR_489_570",1
"Q14201_IDR_121_232",1
"Q14318_IDR_1_89",1
"Q14320_IDR_1_60",0.520512127475008
"Q14320_IDR_62_167",0.479487872524992
"Q14324_IDR_1_49",1
"Q14332_IDR_1_32",0.503687521848624
"Q14332_IDR_152_196",0.496312478151376
"Q14416_IDR_824_872",1
"Q14432_IDR_1029_1078",0.320537461250413
"Q14432_IDR_1092_1141",0.346758680979706
"Q14432_IDR_262_664",0.332703857769882
"Q14435_IDR_1_104",1
"Q14439_IDR_343_433",1
"Q14444_IDR_1_48",0.478820805567961
"Q14444_IDR_247_709",0.521179194432039
"Q14449_IDR_1_104",0.50240795501828
"Q14449_IDR_355_432",0.49759204498172
"Q14451_IDR_1_98",0.508916282471582
"Q14451_IDR_354_427",0.491083717528418
"Q14457_IDR_29_112",1
"Q14469_IDR_1_42",0.470902254556181
"Q14527_IDR_1_53",0.28273088488884
"Q14527_IDR_172_204",0.241211219744036
"Q14527_IDR_321_394",0.246251133042743
"Q14527_IDR_397_473",0.229806762324382
"Q14532_IDR_1_51",0.487390123619457
"Q14532_IDR_405_448",0.512609876380542
"Q14533_IDR_472_505",1
"Q14534_IDR_82_121",1
"Q14541_IDR_329_408",0.472384623874365
"Q14541_IDR_86_131",0.527615376125635
"Q14542_IDR_227_280",1
"Q14549_IDR_1_265",1
"Q14562_IDR_1186_1220",0.249481525458476
"Q14562_IDR_151_260",0.211752373175159
"Q14562_IDR_328_405",0.28441369384087
"Q14562_IDR_95_148",0.254352407525495
"Q14563_IDR_729_771",1
"Q14566_IDR_662_710",1
"Q14571_IDR_1133_1170",0.359486528139705
"Q14571_IDR_926_964",0.334863697461483
"Q14624_IDR_632_664",1
"Q14626_IDR_318_389",1
"Q14641_IDR_47_118",1
"Q14643_IDR_1148_1179",0.199188751871833
"Q14643_IDR_1707_1737",0.194445676856938
"Q14643_IDR_1756_1796",0.178875769072804
"Q14643_IDR_1886_1966",0.213870481827479
"Q14643_IDR_911_975",0.213619320370946
"Q14653_IDR_115_176",1
"Q14657_IDR_1_57",1
"Q14667_IDR_1490_1541",0.303069313958635
"Q14667_IDR_2035_2109",0.373593731724166
"Q14667_IDR_2183_2235",0.323336954317199
"Q14669_IDR_1_408",0.470492496442821
"Q14669_IDR_938_1083",0.529507503557179
"Q14671_IDR_17_558",0.204758694493614
"Q14671_IDR_570_646",0.184258791054638
"Q14671_IDR_663_727",0.191120852014872
"Q14671_IDR_740_779",0.217834039142141
"Q14690_IDR_1401_1585",0.482682250901333
"Q14690_IDR_1_68",0.517317749098667
"Q14692_IDR_1222_1282",0.227597343740935
"Q14692_IDR_1_47",0.242672902824393
"Q14692_IDR_397_744",0.241649268100163
"Q14692_IDR_762_844",0.28808048533451
"Q14693_IDR_105_457",0.483067713828634
"Q14693_IDR_559_621",0.516932286171366
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.497804996294037
"Q14696_IDR_193_234",0.502195003705963
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.510250565038548
"Q14699_IDR_435_578",0.489749434961452
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.438010047574386
"Q14738_IDR_518_574",0.561989952425614
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.519226365859679
"Q14761_IDR_92_188",0.480773634140321
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.310763914238359
"Q14766_IDR_212_328",0.334978027742536
"Q14766_IDR_758_817",0.354258058019104
"Q14767_IDR_233_296",0.50285826785957
"Q14767_IDR_45_165",0.49714173214043
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.517108494231253
"Q14774_IDR_53_173",0.482891505768747
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.123394952225035
"Q14789_IDR_1442_1474",0.117130325536186
"Q14789_IDR_1584_1873",0.125823126831459
"Q14789_IDR_205_718",0.128315829209751
"Q14789_IDR_2763_2798",0.151008478579684
"Q14789_IDR_871_1329",0.109611174988862
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.337045563529588
"Q14865_IDR_243_323",0.343011760276955
"Q14865_IDR_410_1030",0.319942676193457
"Q14872_IDR_1_169",0.368710452416109
"Q14872_IDR_232_558",0.347743714849866
"Q14872_IDR_639_714",0.283545832734025
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
"Q14929_IDR_68_231",1
"Q14934_IDR_50_373",0.516025330889894
"Q14934_IDR_691_872",0.483974669110106
"Q14938_IDR_188_221",0.354045516722487
"Q14938_IDR_223_406",0.325182695407651
"Q14938_IDR_410_502",0.320771787869862
"Q14940_IDR_543_885",1
"Q14956_IDR_1_42",1
"Q14957_IDR_871_1044",1
"Q14966_IDR_1082_1918",0.235711901064729
"Q14966_IDR_1_906",0.222798677823301
"Q14966_IDR_1939_1978",0.253626218971561
"Q14966_IDR_939_1024",0.287863202140409
"Q14973_IDR_313_349",1
"Q149N8_IDR_513_650",0.475608296183776
"Q14BN4_IDR_292_527",0.325581926066379
"Q14BN4_IDR_537_567",0.224552730297882
"Q14BN4_IDR_679_734",0.229886379962676
"Q14BN4_IDR_797_828",0.219978963673063
"Q14C86_IDR_445_514",0.498260801175632
"Q14C86_IDR_521_1117",0.501739198824368
"Q14C87_IDR_800_911",0.524264097490962
"Q14C87_IDR_944_1069",0.475735902509038
"Q14CB8_IDR_323_494",1
"Q14CM0_IDR_524_1298",1
"Q14CN2_IDR_870_919",1
"Q14CN4_IDR_1_75",0.486414203981099
"Q14CN4_IDR_455_511",0.513585796018901
"Q14CS0_IDR_1_60",1
"Q14CW9_IDR_107_347",0.468776095308533
"Q14CW9_IDR_51_84",0.531223904691467
"Q14CZ0_IDR_152_275",1
"Q14CZ8_IDR_267_416",1
"Q14D04_IDR_368_540",1
"Q15013_IDR_1_48",1
"Q15014_IDR_1_113",1
"Q15018_IDR_252_415",1
"Q15020_IDR_1_91",0.335729232668011
"Q15020_IDR_583_694",0.327776813368189
"Q15020_IDR_879_950",0.3364939539638
"Q15021_IDR_1296_1401",0.271900854450304
"Q15021_IDR_547_611",0.379561915057682
"Q15021_IDR_953_988",0.348537230492014
"Q15022_IDR_1_78",0.304159606204115
"Q15022_IDR_366_423",0.326585248486453
"Q15022_IDR_689_739",0.369255145309432
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.507326403440691
"Q15027_IDR_524_568",0.492673596559309
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.358067248445426
"Q15032_IDR_259_640",0.319821604787783
"Q15032_IDR_761_979",0.32211114676679
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.234801019678961
"Q15059_IDR_417_570",0.244379839936665
"Q15059_IDR_641_726",0.242235002991746
"Q15061_IDR_409_458",0.502212507127629
"Q15061_IDR_600_677",0.497787492872371
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.344779363836529
"Q15111_IDR_1_103",0.299189611242425
"Q15111_IDR_545_575",0.356031024921047
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.283323997931941
"Q15139_IDR_196_252",0.31772537274736
"Q15139_IDR_329_419",0.398950629320699
"Q15147_IDR_456_556",0.55133204274731
"Q15147_IDR_839_1103",0.44866795725269
"Q15291_IDR_408_538",0.481350831650066
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.518686363442427
"Q15303_IDR_990_1150",0.481313636557573
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.450960988727926
"Q15311_IDR_378_655",0.549039011272074
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.42057463321666
"Q15329_IDR_233_311",0.57942536678334
"Q15334_IDR_645_719",0.444471682433302
"Q15334_IDR_955_1064",0.555528317566698
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.33302066171081
"Q15361_IDR_129_499",0.322587421487484
"Q15361_IDR_868_905",0.344391916801706
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.535572477455135
"Q15431_IDR_706_946",0.464427522544865
"Q15434_IDR_1_53",0.491079747557101
"Q15434_IDR_370_407",0.508920252442899
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.253301277684362
"Q15459_IDR_1_37",0.25527493805118
"Q15459_IDR_316_406",0.268970288868536
"Q15459_IDR_532_689",0.222453495395923
"Q15464_IDR_1_187",0.464151684574578
"Q15464_IDR_189_387",0.535848315425422
"Q15465_IDR_1_41",0.495280556596396
"Q15465_IDR_395_427",0.504719443403604
"Q15468_IDR_1074_1270",0.465034457559621
"Q15468_IDR_372_1067",0.534965542440379
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.514251074793914
"Q15596_IDR_376_1433",0.485748925206086
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.497524958312554
"Q155Q3_IDR_460_598",0.502475041687446
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.469483151323298
"Q15633_IDR_230_260",0.530516848676702
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.420081530140924
"Q15642_IDR_472_538",0.579918469859076
"Q15643_IDR_1175_1215",0.13250286313079
"Q15643_IDR_1224_1360",0.131037717152152
"Q15643_IDR_1_422",0.118312192249352
"Q15643_IDR_1814_1950",0.111866203619174
"Q15643_IDR_437_468",0.12713688043266
"Q15643_IDR_590_642",0.1226106056963
"Q15643_IDR_836_899",0.12237433804083
"Q15643_IDR_970_1011",0.134159199678742
"Q15699_IDR_153_225",0.328156442846662
"Q15699_IDR_228_326",0.318954314169021
"Q15714_IDR_1_1073",1
"Q15722_IDR_307_352",1
"Q15723_IDR_138_205",0.538077873411964
"Q15723_IDR_302_434",0.461922126588036
"Q15726_IDR_16_138",1
"Q15735_IDR_1_415",0.481229908846003
"Q15735_IDR_842_1006",0.518770091153997
"Q15738_IDR_1_35",1
"Q15742_IDR_108_343",0.396493506355053
"Q15742_IDR_1_35",0.299865012878211
"Q15742_IDR_354_525",0.303641480766736
"Q15743_IDR_309_365",1
"Q15744_IDR_1_226",1
"Q15746_IDR_1191_1231",0.188581082517988
"Q15746_IDR_1767_1803",0.216050644748895
"Q15746_IDR_257_333",0.203065952444519
"Q15746_IDR_367_408",0.196328230373281
"Q15746_IDR_920_1094",0.195974089915317
"Q15784_IDR_194_382",0.518135378137402
"Q15788_IDR_1_33",0.529728153544469
"Q15788_IDR_368_1392",0.470271846455531
"Q15797_IDR_195_246",1
"Q15811_IDR_109_210",0.229761066450605
"Q15811_IDR_312_380",0.273530611910936
"Q15811_IDR_660_737",0.252903477577815
"Q15811_IDR_808_910",0.243804844060645
"Q15814_IDR_138_177",0.467748245141738
"Q15814_IDR_1_55",0.532251754858262
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.504036417091483
"Q15842_IDR_361_424",0.495963582908517
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.498638235510825
"Q15849_IDR_443_550",0.501361764489175
"Q15911_IDR_1046_1087",0.089592996124371
"Q15911_IDR_1107_1958",0.096535363007049
"Q15911_IDR_1961_2643",0.0968000390344811
"Q15911_IDR_2690_2728",0.0856159999620833
"Q15911_IDR_2741_2948",0.0934271510844641
"Q15911_IDR_2998_3465",0.0822772043938579
"Q15911_IDR_345_949",0.0937751344958173
"Q15911_IDR_3468_3703",0.0853404229458354
"Q15911_IDR_951_1039",0.0989710918242969
"Q15915_IDR_1_165",0.49973842602688
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.54391374531386
"Q16322_IDR_469_511",0.45608625468614
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.480617796786589
"Q16352_IDR_413_499",0.519382203213411
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.251626781910545
"Q16512_IDR_345_386",0.230001531051813
"Q16512_IDR_525_608",0.255039791525095
"Q16512_IDR_96_167",0.263331895512547
"Q16513_IDR_109_169",0.33747564055768
"Q16513_IDR_486_516",0.319891313733224
"Q16513_IDR_523_649",0.342633045709097
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.493744425967122
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.545216373056727
"Q16572_IDR_68_118",0.454783626943273
"Q16584_IDR_1_40",0.51607182537139
"Q16584_IDR_414_847",0.48392817462861
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.505703441835574
"Q16587_IDR_96_245",0.494296558164426
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
"Q16630_IDR_173_406",0.490214241432341
"Q16665_IDR_412_768",0.472135207261892
"Q16666_IDR_391_574",0.509707666123503
"Q16666_IDR_87_199",0.490292333876497
"Q16670_IDR_133_278",0.365877083579889
"Q16670_IDR_1_74",0.297809961607108
"Q16670_IDR_82_125",0.336312954813003
"Q16671_IDR_126_192",0.487597888750656
"Q16671_IDR_512_573",0.512402111249344
"Q16676_IDR_1_123",0.521676920272375
"Q16676_IDR_211_465",0.478323079727625
"Q16690_IDR_320_384",1
"Q16695_IDR_1_41",1
"Q16706_IDR_81_125",1
"Q16720_IDR_1125_1220",0.482981225077119
"Q16720_IDR_295_356",0.517018774922881
"Q16739_IDR_1_45",1
"Q16760_IDR_1099_1139",0.325355347462634
"Q16760_IDR_1_39",0.308982049311536
