"","GO0003723_RNA_binding"
"Q09666_IDR_75_348",0.203998715077074
"Q09MP3_IDR_1052_1089",0.202281796941037
"Q09MP3_IDR_1_248",0.202719395408553
"Q09MP3_IDR_727_781",0.204147841461887
"Q09MP3_IDR_798_946",0.184057483389472
"Q09MP3_IDR_985_1049",0.206793482799052
"Q0D2I5_IDR_1_188",0.244009645702768
"Q0D2I5_IDR_359_398",0.409991847987392
"Q0VDD8_IDR_151_249",1
"Q0VDE8_IDR_1_80",1
"Q0VF96_IDR_1235_1302",0.482200867212454
"Q0VF96_IDR_64_627",0.517799132787546
"Q0VFZ6_IDR_1_43",1
"Q0VG99_IDR_134_361",0.469067350873219
"Q0VG99_IDR_19_130",0.530932649126781
"Q0VGE8_IDR_59_227",1
"Q0WX57_IDR_1_56",0.308683755148482
"Q0ZGT2_IDR_1_270",0.337235957644993
"Q0WX57_IDR_379_464",0.326600738120182
"Q0WX57_IDR_469_528",0.364715506731336
"Q0ZGT2_IDR_273_327",0.208626756057828
"Q0ZGT2_IDR_340_394",0.18890362572593
"Q0ZGT2_IDR_406_579",0.265233660571249
"Q10469_IDR_1_83",1
"Q10471_IDR_1_75",1
"Q10472_IDR_1_62",1
"Q10570_IDR_406_454",0.349215199448192
"Q10570_IDR_715_776",0.327467212115508
"Q12772_IDR_1_342",0.466248471770715
"Q12772_IDR_389_475",0.533751528229285
"Q12774_IDR_1_1148",1
"Q12778_IDR_1_158",0.529250055656635
"Q12778_IDR_243_570",0.470749944343365
"Q12789_IDR_1059_1100",0.120537713989751
"Q12789_IDR_1139_1246",0.196925492685101
"Q12789_IDR_1606_1638",0.144248164063106
"Q12789_IDR_1823_1972",0.134502363000063
"Q12789_IDR_437_608",0.121521293264411
"Q12789_IDR_716_777",0.133024753939332
"Q12789_IDR_818_870",0.149240219058237
"Q12791_IDR_1181_1236",0.365879242780956
"Q12791_IDR_1_69",0.312540999550359
"Q12791_IDR_717_804",0.321579757668685
"Q12792_IDR_315_350",1
"Q12796_IDR_1_283",1
"Q12797_IDR_1_83",0.421578818237556
"Q12797_IDR_85_336",0.578421181762444
"Q12800_IDR_1_61",1
"Q12840_IDR_371_439",0.525343308710063
"Q12840_IDR_779_1032",0.474656691289937
"Q12851_IDR_292_464",1
"Q12852_IDR_1_71",0.535600373807071
"Q12852_IDR_421_859",0.464399626192928
"Q12857_IDR_188_399",1
"Q12866_IDR_42_72",1
"Q12870_IDR_1_85",1
"Q12872_IDR_266_451",0.309017357957409
"Q12872_IDR_510_927",0.690982642042591
"Q12873_IDR_1324_1393",0.233057170584587
"Q12873_IDR_1517_1703",0.283194216129233
"Q12873_IDR_199_377",0.209497375472312
"Q12873_IDR_31_132",0.274251237813868
"Q12874_IDR_290_331",0.486126487255152
"Q12874_IDR_333_377",0.513873512744848
"Q12879_IDR_875_1379",1
"Q12884_IDR_1_38",1
"Q12923_IDR_1198_1358",0.176845789751498
"Q12923_IDR_1456_1487",0.15135432753471
"Q12923_IDR_1599_1777",0.13073870721488
"Q12923_IDR_1971_2172",0.136999291914031
"Q12923_IDR_937_1050",0.132233137302427
"Q12929_IDR_1_61",0.177230754069905
"Q12929_IDR_186_264",0.189684253198097
"Q12929_IDR_462_493",0.195498569468894
"Q12929_IDR_495_530",0.203917620255523
"Q12929_IDR_592_715",0.233668803007581
"Q12931_IDR_1_87",1
"Q12934_IDR_1_40",0.22773413297335
"Q12934_IDR_318_427",0.211705508681884
"Q12934_IDR_508_616",0.339961015403172
"Q12934_IDR_634_665",0.220599342941593
"Q12946_IDR_1_46",1
"Q12947_IDR_1_98",0.564839426553312
"Q12947_IDR_255_408",0.435160573446688
"Q12948_IDR_165_527",1
"Q12950_IDR_1_102",0.614449787029598
"Q12986_IDR_1_340",1
"Q12988_IDR_27_67",1
"Q12996_IDR_547_604",0.483657491628237
"Q12996_IDR_650_717",0.516342508371763
"Q13002_IDR_873_908",1
"Q13003_IDR_875_919",1
"Q13009_IDR_1399_1570",0.248410509877383
"Q13009_IDR_1_429",0.266256068566762
"Q13009_IDR_675_711",0.258601261698637
"Q13009_IDR_931_1033",0.226732159857219
"Q13015_IDR_29_66",1
"Q13017_IDR_1113_1254",0.579560756503608
"Q13017_IDR_946_1109",0.420439243496392
"Q13023_IDR_1194_1284",0.178334601468564
"Q13023_IDR_1300_1638",0.161698364538593
"Q13023_IDR_1_57",0.183160509754977
"Q13023_IDR_1640_2109",0.156812249968979
"Q13023_IDR_171_760",0.149634353275533
"Q13075_IDR_1_53",1
"Q13077_IDR_1_88",1
"Q13085_IDR_25_75",1
"Q13087_IDR_1_37",1
"Q13094_IDR_76_417",1
"Q13098_IDR_1_31",1
"Q13099_IDR_1_142",0.495136260190656
"Q13099_IDR_733_833",0.504863739809344
"Q13103_IDR_139_211",1
"Q13105_IDR_114_304",1
"Q13106_IDR_29_148",1
"Q13107_IDR_228_295",0.341430206481634
"Q13107_IDR_637_699",0.354294695909879
"Q13107_IDR_925_963",0.304275097608488
"Q13111_IDR_1_117",0.170446004651132
"Q13111_IDR_120_464",0.266490582989788
"Q13111_IDR_516_551",0.175903948124454
"Q13111_IDR_605_656",0.198770502892423
"Q13111_IDR_831_956",0.188388961342204
"Q13112_IDR_385_559",1
"Q13113_IDR_1_53",0.421420093013491
"Q13113_IDR_56_114",0.578579906986509
"Q13114_IDR_1_31",1
"Q13117_IDR_112_177",0.494073158487815
"Q13117_IDR_453_538",0.505926841512185
"Q13118_IDR_1_365",0.473891217183616
"Q13118_IDR_450_480",0.526108782816384
"Q13123_IDR_1_135",0.444017637484322
"Q13123_IDR_293_479",0.555982362515678
"Q13133_IDR_1_93",1
"Q13136_IDR_1_862",1
"Q13137_IDR_333_396",1
"Q13144_IDR_1_39",0.582457353908195
"Q13144_IDR_455_490",0.22633313857266
"Q13144_IDR_501_548",0.191209507519145
"Q13145_IDR_111_217",1
"Q13148_IDR_263_316",0.609906933995385
"Q13148_IDR_338_414",0.390093066004615
"Q13151_IDR_175_305",1
"Q13153_IDR_134_247",0.45424418254893
"Q13153_IDR_1_72",0.54575581745107
"Q13155_IDR_69_113",1
"Q13156_IDR_1_41",1
"Q13162_IDR_1_47",1
"Q13163_IDR_95_149",1
"Q13164_IDR_1_34",0.571816163545551
"Q13164_IDR_393_725",0.42818383645445
"Q13177_IDR_133_226",0.476317013120917
"Q13177_IDR_1_72",0.523682986879083
"Q13183_IDR_162_211",1
"Q13185_IDR_81_116",1
"Q13188_IDR_300_441",1
"Q13190_IDR_1_56",0.50090922319342
"Q13190_IDR_180_269",0.49909077680658
"Q13191_IDR_429_929",1
"Q13200_IDR_1_44",0.606443029411269
"Q13200_IDR_620_666",0.393556970588731
"Q13201_IDR_15_207",0.333313358894928
"Q13201_IDR_276_386",0.338540221687387
"Q13219_IDR_1_91",1
"Q13224_IDR_1394_1438",0.347708178740341
"Q13224_IDR_873_1330",0.652291821259659
"Q13227_IDR_1_327",1
"Q13233_IDR_1_298",0.28054893672798
"Q13233_IDR_397_442",0.244930758384426
"Q13233_IDR_497_545",0.259240814702078
"Q13233_IDR_872_1236",0.215279490185516
"Q13237_IDR_40_121",1
"Q13239_IDR_240_276",1
"Q13241_IDR_26_56",1
"Q13242_IDR_187_221",1
"Q13243_IDR_180_272",1
"Q13247_IDR_183_344",1
"Q13255_IDR_845_1194",1
"Q13258_IDR_233_266",1
"Q13261_IDR_97_267",1
"Q13263_IDR_1_58",0.545615682366933
"Q13263_IDR_416_624",0.454384317633067
"Q13275_IDR_751_785",1
"Q13330_IDR_674_707",0.363644050290058
"Q13332_IDR_1308_1355",1
"Q13342_IDR_1_32",0.459147257275724
"Q13342_IDR_145_586",0.540852742724276
"Q13351_IDR_33_77",0.533895426507387
"Q13351_IDR_81_274",0.466104573492613
"Q13352_IDR_1_81",1
"Q13356_IDR_216_249",0.477746102468095
"Q13356_IDR_449_482",0.522253897531905
"Q13360_IDR_59_146",1
"Q13361_IDR_133_173",0.567447617918245
"Q13361_IDR_1_81",0.432552382081755
"Q13362_IDR_440_524",1
"Q13363_IDR_404_440",1
"Q13367_IDR_1_31",0.280388530726757
"Q13367_IDR_255_295",0.325806676902845
"Q13367_IDR_649_845",0.393804792370399
"Q13368_IDR_300_365",1
"Q13370_IDR_1016_1071",0.406262308614311
"Q13370_IDR_271_657",0.254970581014395
"Q13432_IDR_1_56",1
"Q13433_IDR_383_418",0.32823247157535
"Q13433_IDR_444_589",0.356532714038923
"Q13433_IDR_93_260",0.315234814385727
"Q13435_IDR_1_54",0.162093547640952
"Q13435_IDR_398_455",0.23637759883606
"Q13435_IDR_59_366",0.250675334201788
"Q13435_IDR_690_780",0.18159261434879
"Q13435_IDR_832_895",0.16926090497241
"Q13438_IDR_262_368",0.330951848585685
"Q13438_IDR_370_500",0.312044993090403
"Q13438_IDR_503_540",0.357003158323912
"Q13439_IDR_1_292",0.243380707476271
"Q13439_IDR_1683_1728",0.266728404765056
"Q13439_IDR_1875_1912",0.263575380641397
"Q13439_IDR_2067_2187",0.226315507117277
"Q13442_IDR_1_118",0.575478451406263
"Q13442_IDR_135_181",0.424521548593737
"Q13443_IDR_1_36",0.372343857110345
"Q13443_IDR_728_819",0.627656142889655
"Q13474_IDR_1_73",0.354749052271187
"Q13474_IDR_733_842",0.312890834747342
"Q13474_IDR_873_957",0.332360112981471
"Q13477_IDR_156_203",0.539474356324723
"Q13477_IDR_211_332",0.460525643675277
"Q13480_IDR_120_286",0.435364452096448
"Q13480_IDR_288_621",0.564635547903552
"Q13487_IDR_130_200",0.444831680250298
"Q13487_IDR_264_304",0.555168319749702
"Q13488_IDR_660_705",1
"Q13489_IDR_102_157",0.4578083817574
"Q13489_IDR_340_377",0.5421916182426
"Q13490_IDR_118_178",0.326862818350607
"Q13490_IDR_1_39",0.333089140142512
"Q13490_IDR_351_392",0.340048041506881
"Q13492_IDR_286_652",1
"Q13495_IDR_1_712",1
"Q13496_IDR_1_32",0.505267867495106
"Q13496_IDR_571_603",0.494732132504894
"Q13501_IDR_204_385",1
"Q13561_IDR_112_206",0.487205765712888
"Q13562_IDR_1_111",1
"Q13563_IDR_1_185",0.501838607420585
"Q13563_IDR_785_832",0.269349389480024
"Q13563_IDR_869_968",0.228812003099392
"Q13568_IDR_127_209",1
"Q13569_IDR_1_112",0.573789232278193
"Q13569_IDR_319_410",0.426210767721806
"Q13572_IDR_324_390",1
"Q13573_IDR_1_40",0.435803372493583
"Q13573_IDR_307_402",0.564196627506417
"Q13574_IDR_1_235",0.57972154217305
"Q13574_IDR_945_1011",0.42027845782695
"Q13585_IDR_326_438",0.532443298056091
"Q13585_IDR_456_585",0.467556701943909
"Q13586_IDR_1_45",0.501991876508306
"Q13586_IDR_462_685",0.498008123491694
"Q13595_IDR_1_116",0.554974619407669
"Q13595_IDR_198_282",0.445025380592331
"Q13596_IDR_1_140",1
"Q13621_IDR_141_171",0.244403021006934
"Q13621_IDR_1_57",0.274628830236023
"Q13621_IDR_64_94",0.266157297545934
"Q13621_IDR_833_901",0.21481085121111
"Q13627_IDR_1_89",0.50447800920847
"Q13627_IDR_482_746",0.49552199079153
"Q13634_IDR_1_46",0.428371926375957
"Q13634_IDR_678_708",0.571628073624043
"Q13635_IDR_1186_1248",0.223467614999968
"Q13635_IDR_1266_1360",0.306497019543461
"Q13635_IDR_1_47",0.272281422096571
"Q13635_IDR_679_721",0.19775394336
"Q13639_IDR_337_388",1
"Q13651_IDR_260_477",1
"Q13671_IDR_1_54",0.190355739465488
"Q13671_IDR_188_219",0.150317273472188
"Q13671_IDR_231_351",0.160196829671907
"Q13671_IDR_708_783",0.499130157390416
"Q13685_IDR_1_79",1
"Q13686_IDR_350_389",1
"Q13698_IDR_1541_1780",0.429086120776374
"Q13698_IDR_1836_1873",0.294846311569269
"Q13698_IDR_669_758",0.276067567654357
"Q13724_IDR_1_65",1
"Q13733_IDR_1_42",1
"Q13740_IDR_552_583",1
"Q13761_IDR_1_51",0.351836255607902
"Q13761_IDR_283_332",0.320099711141238
"Q13761_IDR_347_408",0.32806403325086
"Q86U44_IDR_164_243",0.513610836375931
"Q86U44_IDR_1_73",0.486389163624069
"Q86U70_IDR_1_61",0.451317053407822
"Q86U70_IDR_260_411",0.548682946592178
"Q86U86_IDR_1100_1133",0.124537947164857
"Q86U86_IDR_1264_1397",0.109349287168533
"Q86U86_IDR_1400_1461",0.114264004570545
"Q86U86_IDR_1_43",0.147938103136591
"Q86U86_IDR_1509_1589",0.11297603162945
"Q86U86_IDR_294_379",0.108121259971516
"Q86U86_IDR_487_517",0.11526663671673
"Q86U86_IDR_904_941",0.167546729641776
"Q86U90_IDR_1_43",1
"Q86UA1_IDR_1_75",0.489936003571816
"Q86UA1_IDR_602_634",0.510063996428184
"Q86UB2_IDR_1_33",0.247172714657569
"Q86UB2_IDR_150_181",0.254858896863331
"Q86UB2_IDR_433_503",0.283124228497112
"Q86UB2_IDR_85_134",0.214844159981987
"Q86UK5_IDR_1161_1260",0.150096405412289
"Q86UK5_IDR_966_1098",0.127485249118578
"Q86UL3_IDR_1_33",0.442426008013648
"Q86UL3_IDR_62_106",0.557573991986352
"Q86UL8_IDR_1013_1128",0.156331391573765
"Q86UL8_IDR_1231_1455",0.231582225237813
"Q86UL8_IDR_206_301",0.176659963286098
"Q86UL8_IDR_554_598",0.137390090396199
"Q86UL8_IDR_688_763",0.144279267137696
"Q86UL8_IDR_869_906",0.153757062368428
"Q86UN2_IDR_306_431",1
"Q86UN3_IDR_309_420",1
"Q86UN6_IDR_1_31",1
"Q86UP0_IDR_1_38",1
"Q86UP2_IDR_1282_1357",0.321015981470187
"Q86UP2_IDR_1_639",0.327156817887688
"Q86UP2_IDR_836_1001",0.351827200642125
"Q86UP8_IDR_188_321",1
"Q86UQ0_IDR_78_181",1
"Q86UR1_IDR_220_313",1
"Q86UU1_IDR_135_724",0.55506860417577
"Q86UU1_IDR_726_1194",0.44493139582423
"Q86UU5_IDR_1_652",1
"Q86UU9_IDR_1_113",1
"Q86UV5_IDR_612_643",0.553027413369724
"Q86UV5_IDR_874_942",0.446972586630276
"Q86UW2_IDR_57_100",1
"Q86UW6_IDR_1136_1369",0.143411286544606
"Q86UW6_IDR_1437_1490",0.162561983697995
"Q86UW6_IDR_1_44",0.177778369049106
"Q86UW6_IDR_1574_1613",0.200240462117469
"Q86UW6_IDR_586_1012",0.179192476703005
"Q86UW6_IDR_95_311",0.136815421887819
"Q86UW7_IDR_1_78",1
"Q86UW9_IDR_198_405",1
"Q86UX6_IDR_1_54",0.354220652029497
"Q86UX6_IDR_391_435",0.333353575658755
"Q86UX6_IDR_438_486",0.312425772311748
"Q86UY5_IDR_297_401",1
"Q86UY8_IDR_1_50",1
"Q86UZ6_IDR_132_414",0.428996299590465
"Q86UZ6_IDR_506_584",0.571003700409535
"Q86V15_IDR_127_339",0.143825614754497
"Q86V15_IDR_380_456",0.130862241776466
"Q86V15_IDR_47_89",0.183160444100844
"Q86V48_IDR_1_1076",1
"Q86V59_IDR_131_209",0.288482015567144
"Q86V59_IDR_212_374",0.392353370145008
"Q86V59_IDR_379_439",0.319164614287848
"Q86V71_IDR_46_136",1
"Q86V86_IDR_1_31",1
"Q86V87_IDR_178_240",0.529261887310318
"Q86V87_IDR_487_536",0.470738112689682
"Q86V97_IDR_1_38",1
"Q86VB7_IDR_1106_1156",1
"Q86VD1_IDR_444_509",0.480881875077967
"Q86VD1_IDR_516_812",0.519118124922033
"Q86VE0_IDR_86_399",1
"Q86VE3_IDR_1_363",1
"Q86VF2_IDR_400_445",1
"Q86VF7_IDR_1688_1730",1
"Q86VG3_IDR_28_166",1
"Q86VH2_IDR_1141_1179",0.361495486917427
"Q86VH2_IDR_1186_1401",0.322247648791554
"Q86VH2_IDR_342_1012",0.316256864291019
"Q86VH4_IDR_341_481",0.496543830095975
"Q86VH4_IDR_540_590",0.503456169904025
"Q86VH5_IDR_342_477",0.499165865052758
"Q86VH5_IDR_543_581",0.500834134947242
"Q86VI4_IDR_1_89",1
"Q86VK4_IDR_1_183",0.263854064353919
"Q86VR2_IDR_232_466",0.458246240961154
"Q86VR7_IDR_807_867",1
"Q86VR8_IDR_1_114",1
"Q86VS3_IDR_190_260",1
"Q86VS8_IDR_192_251",0.352750092804563
"Q86VS8_IDR_388_489",0.33977648884228
"Q86VS8_IDR_643_718",0.307473418353158
"Q86VV4_IDR_1_38",0.338731659897779
"Q13769_IDR_1_47",0.493892329450836
"Q13829_IDR_271_316",1
"Q13835_IDR_1_241",1
"Q13838_IDR_1_34",1
"Q13873_IDR_512_969",1
"Q13875_IDR_68_183",1
"Q13886_IDR_1_163",1
"Q13887_IDR_155_192",0.342307250669384
"Q13887_IDR_1_82",0.324322298129647
"Q13887_IDR_211_368",0.333370451200969
"Q13895_IDR_1_121",1
"Q13905_IDR_1_87",0.609558531940755
"Q13905_IDR_211_671",0.390441468059245
"Q13946_IDR_1_135",1
"Q13950_IDR_31_97",0.517596470737666
"Q13950_IDR_459_514",0.482403529262334
"Q13951_IDR_149_182",1
"Q13956_IDR_1_49",1
"Q13972_IDR_715_875",1
"Q14003_IDR_1_86",0.334586193842024
"Q14003_IDR_203_265",0.310341994605976
"Q14003_IDR_554_702",0.355071811552001
"Q14004_IDR_1000_1399",0.282658330378233
"Q14004_IDR_1_694",0.717341669621767
"Q14005_IDR_1_207",0.319011853214158
"Q14005_IDR_306_346",0.303830104644891
"Q14005_IDR_444_1080",0.377158042140951
"Q14008_IDR_1078_1157",0.197515118830617
"Q14008_IDR_225_263",0.135135401269996
"Q14008_IDR_496_592",0.154493150586797
"Q14008_IDR_815_847",0.175503757305645
"Q14093_IDR_41_348",1
"Q14094_IDR_273_327",0.52714283841238
"Q14094_IDR_344_377",0.47285716158762
"Q14103_IDR_1_92",1
"Q14106_IDR_117_261",1
"Q14112_IDR_352_418",1
"Q14114_IDR_1_43",0.513296092562926
"Q14114_IDR_739_819",0.486703907437074
"Q14118_IDR_305_493",0.357357433409979
"Q14118_IDR_719_749",0.329093360847697
"Q14118_IDR_806_895",0.313549205742323
"Q14119_IDR_1_231",0.532997530818065
"Q14119_IDR_267_373",0.467002469181935
"Q14123_IDR_456_512",0.359885356016165
"Q14123_IDR_523_709",0.640114643983835
"Q14126_IDR_1056_1118",0.467828789108335
"Q14126_IDR_848_900",0.532171210891665
"Q14134_IDR_1_63",1
"Q14137_IDR_1_134",1
"Q14139_IDR_1_77",1
"Q14157_IDR_90_1087",0.530585196613996
"Q14159_IDR_103_258",0.51335122670766
"Q14159_IDR_1_100",0.48664877329234
"Q14161_IDR_359_635",1
"Q14162_IDR_544_830",1
"Q14165_IDR_216_292",1
"Q14181_IDR_74_165",1
"Q14183_IDR_1_87",1
"Q14184_IDR_1_124",1
"Q14185_IDR_1617_1865",1
"Q14186_IDR_21_113",0.459097702288957
"Q14186_IDR_349_410",0.540902297711043
"Q14188_IDR_355_446",0.544083275801754
"Q14188_IDR_39_129",0.455916724198247
"Q14190_IDR_347_651",1
"Q14191_IDR_1360_1406",0.494796772414106
"Q14191_IDR_303_528",0.505203227585893
"Q14194_IDR_508_572",1
"Q14195_IDR_489_570",1
"Q14201_IDR_121_232",1
"Q14318_IDR_1_89",1
"Q14320_IDR_1_60",0.506225480626407
"Q14320_IDR_62_167",0.493774519373593
"Q14324_IDR_1_49",1
"Q14332_IDR_1_32",0.454144278529494
"Q14332_IDR_152_196",0.545855721470506
"Q14416_IDR_824_872",1
"Q14432_IDR_1029_1078",0.406533306072964
"Q14432_IDR_1092_1141",0.337593894361553
"Q14432_IDR_262_664",0.255872799565483
"Q14435_IDR_1_104",1
"Q14439_IDR_343_433",1
"Q14444_IDR_1_48",0.263264902082136
"Q14444_IDR_247_709",0.736735097917864
"Q14449_IDR_1_104",0.473379898266207
"Q14449_IDR_355_432",0.526620101733793
"Q14451_IDR_1_98",0.454300731981478
"Q14451_IDR_354_427",0.545699268018523
"Q14457_IDR_29_112",1
"Q14469_IDR_1_42",0.547664798189752
"Q14527_IDR_1_53",0.228101189905392
"Q14527_IDR_172_204",0.232367159290599
"Q14527_IDR_321_394",0.28473083828868
"Q14527_IDR_397_473",0.254800812515328
"Q14532_IDR_1_51",0.491758857882374
"Q14532_IDR_405_448",0.508241142117626
"Q14533_IDR_472_505",1
"Q14534_IDR_82_121",1
"Q14541_IDR_329_408",0.487257747846097
"Q14541_IDR_86_131",0.512742252153903
"Q14542_IDR_227_280",1
"Q14549_IDR_1_265",1
"Q14562_IDR_1186_1220",0.17665965490696
"Q14562_IDR_151_260",0.448326839945448
"Q14562_IDR_328_405",0.194044934290111
"Q14562_IDR_95_148",0.180968570857481
"Q14563_IDR_729_771",1
"Q14566_IDR_662_710",1
"Q14571_IDR_1133_1170",0.332240912523901
"Q14571_IDR_926_964",0.315180901377075
"Q14624_IDR_632_664",1
"Q14626_IDR_318_389",1
"Q14641_IDR_47_118",1
"Q14643_IDR_1148_1179",0.20305246530326
"Q14643_IDR_1707_1737",0.169077910141665
"Q14643_IDR_1756_1796",0.187245094550363
"Q14643_IDR_1886_1966",0.218187853280225
"Q14643_IDR_911_975",0.222436676724488
"Q14653_IDR_115_176",1
"Q14657_IDR_1_57",1
"Q14667_IDR_1490_1541",0.313181439687291
"Q14667_IDR_2035_2109",0.341767550981276
"Q14667_IDR_2183_2235",0.345051009331433
"Q14669_IDR_1_408",0.565783934147775
"Q14669_IDR_938_1083",0.434216065852225
"Q14671_IDR_17_558",0.178659407685924
"Q14671_IDR_570_646",0.217113999153582
"Q14671_IDR_663_727",0.204212250585525
"Q14671_IDR_740_779",0.197221541302333
"Q14690_IDR_1401_1585",0.376144037312788
"Q14690_IDR_1_68",0.623855962687212
"Q14692_IDR_1222_1282",0.233917857741883
"Q14692_IDR_1_47",0.267497754364514
"Q14692_IDR_397_744",0.27127602151163
"Q14692_IDR_762_844",0.227308366381973
"Q14693_IDR_105_457",0.473247969050679
"Q14693_IDR_559_621",0.526752030949321
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.336389910107702
"Q14696_IDR_193_234",0.663610089892298
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.412617362136635
"Q14699_IDR_435_578",0.587382637863366
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.525107131122344
"Q14738_IDR_518_574",0.474892868877656
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.408610826248701
"Q14761_IDR_92_188",0.591389173751299
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.330504106631071
"Q14766_IDR_212_328",0.346577940434863
"Q14766_IDR_758_817",0.322917952934067
"Q14767_IDR_233_296",0.471305670533648
"Q14767_IDR_45_165",0.528694329466352
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.523297786146701
"Q14774_IDR_53_173",0.476702213853299
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.110880068810339
"Q14789_IDR_1442_1474",0.155640140709892
"Q14789_IDR_1584_1873",0.133453671132065
"Q14789_IDR_205_718",0.109151294793241
"Q14789_IDR_2763_2798",0.128018847450557
"Q14789_IDR_871_1329",0.126429794380138
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.330468609681267
"Q14865_IDR_243_323",0.369197962479257
"Q14865_IDR_410_1030",0.300333427839476
"Q14872_IDR_1_169",0.372777868094898
"Q14872_IDR_232_558",0.264736365403004
"Q14872_IDR_639_714",0.362485766502098
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
"Q14929_IDR_68_231",1
"Q14934_IDR_50_373",0.48157814232613
"Q14934_IDR_691_872",0.51842185767387
"Q14938_IDR_188_221",0.34168038065095
"Q14938_IDR_223_406",0.343560714871136
"Q14938_IDR_410_502",0.314758904477914
"Q14940_IDR_543_885",1
"Q14956_IDR_1_42",1
"Q14957_IDR_871_1044",1
"Q14966_IDR_1082_1918",0.286848945485986
"Q14966_IDR_1_906",0.324744004400331
"Q14966_IDR_1939_1978",0.217339641223564
"Q14966_IDR_939_1024",0.171067408890119
"Q14973_IDR_313_349",1
"Q149N8_IDR_513_650",0.533892787732009
"Q14BN4_IDR_292_527",0.235378372919888
"Q14BN4_IDR_537_567",0.28050444191521
"Q14BN4_IDR_679_734",0.254030049831369
"Q14BN4_IDR_797_828",0.230087135333534
"Q14C86_IDR_445_514",0.524583721924002
"Q14C86_IDR_521_1117",0.475416278075998
"Q14C87_IDR_800_911",0.584760321720662
"Q14C87_IDR_944_1069",0.415239678279338
"Q14CB8_IDR_323_494",1
"Q14CM0_IDR_524_1298",1
"Q14CN2_IDR_870_919",1
"Q14CN4_IDR_1_75",0.512914111077775
"Q14CN4_IDR_455_511",0.487085888922225
"Q14CS0_IDR_1_60",1
"Q14CW9_IDR_107_347",0.527292107182463
"Q14CW9_IDR_51_84",0.472707892817537
"Q14CZ0_IDR_152_275",1
"Q14CZ8_IDR_267_416",1
"Q14D04_IDR_368_540",1
"Q15013_IDR_1_48",1
"Q15014_IDR_1_113",1
"Q15018_IDR_252_415",1
"Q15020_IDR_1_91",0.318652055082616
"Q15020_IDR_583_694",0.407775654294196
"Q15020_IDR_879_950",0.273572290623188
"Q15021_IDR_1296_1401",0.4006128866101
"Q15021_IDR_547_611",0.280137368753013
"Q15021_IDR_953_988",0.319249744636887
"Q15022_IDR_1_78",0.33788578448194
"Q15022_IDR_366_423",0.306139748279982
"Q15022_IDR_689_739",0.355974467238078
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.444864493462336
"Q15027_IDR_524_568",0.555135506537664
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.414273481109002
"Q15032_IDR_259_640",0.297557148586142
"Q15032_IDR_761_979",0.288169370304856
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.246706159300911
"Q15059_IDR_417_570",0.275760145215612
"Q15059_IDR_641_726",0.245161321832484
"Q15061_IDR_409_458",0.355348403015105
"Q15061_IDR_600_677",0.644651596984895
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.332536484078551
"Q15111_IDR_1_103",0.321079697000162
"Q15111_IDR_545_575",0.346383818921287
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.337017596590395
"Q15139_IDR_196_252",0.301641914710735
"Q15139_IDR_329_419",0.36134048869887
"Q15147_IDR_456_556",0.463786229993261
"Q15147_IDR_839_1103",0.536213770006739
"Q15291_IDR_408_538",0.57416476535162
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.512398518064647
"Q15303_IDR_990_1150",0.487601481935353
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.630225099573217
"Q15311_IDR_378_655",0.369774900426783
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.596223187863647
"Q15329_IDR_233_311",0.403776812136353
"Q15334_IDR_645_719",0.526040987658746
"Q15334_IDR_955_1064",0.473959012341254
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.31462853109014
"Q15361_IDR_129_499",0.377816770656076
"Q15361_IDR_868_905",0.307554698253784
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.494749959534961
"Q15431_IDR_706_946",0.505250040465039
"Q15434_IDR_1_53",0.502529746245205
"Q15434_IDR_370_407",0.497470253754795
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.223072355131352
"Q15459_IDR_1_37",0.250604981334175
"Q15459_IDR_316_406",0.306941695235907
