"","GO0010324_membrane_invagination"
"Q5TAP6_IDR_285_594",0.237399166666562
"Q5TAP6_IDR_51_83",0.252587560772635
"Q5TAP6_IDR_735_766",0.251294704829135
"Q5TAQ9_IDR_1_135",0.502322888038974
"Q5TAQ9_IDR_553_597",0.497677111961026
"Q5TAT6_IDR_1_717",1
"Q5TCQ9_IDR_1110_1464",0.151489905622829
"Q5TCQ9_IDR_815_847",0.161258863994016
"Q5TCQ9_IDR_941_1002",0.172763355122786
"Q5TCS8_IDR_1039_1079",0.170395495361956
"Q5TCS8_IDR_1191_1255",0.166092523077322
"Q5TCS8_IDR_186_226",0.16353201543437
"Q5TCS8_IDR_488_576",0.168537087327338
"Q5TCS8_IDR_697_810",0.160011737134363
"Q5TCS8_IDR_893_925",0.171431141664651
"Q5TCX8_IDR_1_38",0.509011393929692
"Q5TF39_IDR_410_518",0.49321678676907
"Q5TF58_IDR_1_183",0.335378422433562
"Q5TF58_IDR_312_362",0.321230563858112
"Q5TF58_IDR_481_517",0.343391013708326
"Q5TFG8_IDR_143_222",0.508895881109205
"Q5TFG8_IDR_42_127",0.491104118890795
"Q5TGI0_IDR_339_409",1
"Q5TGI4_IDR_67_121",1
"Q5TGJ6_IDR_87_251",1
"Q5TGS1_IDR_85_171",1
"Q5TGY1_IDR_1_31",0.485146637032163
"Q5TGY1_IDR_524_634",0.514853362967837
"Q5TGY3_IDR_1_1603",1
"Q5TH69_IDR_1036_1103",0.199955447439695
"Q5TH69_IDR_1413_1443",0.196147233762344
"Q5TH69_IDR_179_212",0.202806263462012
"Q5TH69_IDR_1944_2105",0.200200504834627
"Q5TH69_IDR_464_660",0.200890550501322
"Q5TH74_IDR_1_75",0.495617887799157
"Q5TH74_IDR_96_267",0.504382112200843
"Q5TZJ5_IDR_1_1347",1
"Q5U4P2_IDR_103_140",0.492321597618441
"Q5U4P2_IDR_1_49",0.507678402381559
"Q5U5Q3_IDR_1_228",1
"Q5U5R9_IDR_1_124",1
"Q5U5X8_IDR_1_62",0.510572796343217
"Q5U5X8_IDR_65_452",0.489427203656783
"Q5U5Z8_IDR_108_140",0.338925379554956
"Q5U5Z8_IDR_36_77",0.342549722940449
"Q5U5Z8_IDR_696_889",0.318524897504595
"Q5U623_IDR_1_572",1
"Q5U651_IDR_1_142",0.509912760393215
"Q5U651_IDR_257_369",0.490087239606785
"Q5UAW9_IDR_298_335",1
"Q5UCC4_IDR_1_47",0.502356728866509
"Q5UCC4_IDR_193_224",0.497643271133491
"Q5UE93_IDR_339_409",1
"Q5UIP0_IDR_958_2414",1
"Q5VIR6_IDR_368_415",1
"Q5VIY5_IDR_50_187",1
"Q5VT25_IDR_1596_1732",0.203761867083
"Q5VT52_IDR_147_252",0.386141176449597
"Q5VT52_IDR_294_1443",0.613858823550403
"Q5VT97_IDR_1032_1082",0.468836682654924
"Q5VT97_IDR_1_652",0.531163317345076
"Q5VTB9_IDR_31_71",0.509459396221151
"Q5VTB9_IDR_75_492",0.490540603778849
"Q5VTD9_IDR_1_104",0.497793796253834
"Q5VTD9_IDR_113_148",0.502206203746166
"Q5VTH2_IDR_105_177",1
"Q5VTH9_IDR_1_109",0.246841428056442
"Q5VTH9_IDR_165_217",0.266836702212686
"Q5VTH9_IDR_333_387",0.247851767089204
"Q5VTH9_IDR_430_465",0.238470102641668
"Q5VTJ3_IDR_300_375",0.493684016964393
"Q5VTJ3_IDR_45_255",0.506315983035606
"Q86VV4_IDR_411_465",0.338807021588557
"Q86VV4_IDR_46_283",0.335607001523461
"Q86VV8_IDR_120_165",0.310360247628794
"Q86VV8_IDR_1531_1565",0.342697872727481
"Q86VV8_IDR_279_360",0.346941879643725
"Q86VW1_IDR_541_577",1
"Q86VW2_IDR_31_154",0.506529589932892
"Q86VW2_IDR_485_580",0.493470410067108
"Q86VY4_IDR_1_200",0.503110251688447
"Q86VY4_IDR_387_417",0.496889748311553
"Q86VY9_IDR_1_51",0.326225989999463
"Q86VY9_IDR_60_104",0.362880193109985
"Q86WG3_IDR_1_150",0.540907977364819
"Q86WG3_IDR_330_371",0.459092022635181
"Q86WG5_IDR_1027_1103",0.244377965456978
"Q86WG5_IDR_1269_1305",0.257814487323645
"Q86WG5_IDR_1670_1731",0.256875652231937
"Q86WG5_IDR_770_807",0.240931894987439
"Q86WH2_IDR_1_46",1
"Q86WI3_IDR_98_136",1
"Q86WK6_IDR_403_437",0.499085896369949
"Q86WK6_IDR_448_485",0.500914103630052
"Q86WK7_IDR_411_449",1
"Q86WN1_IDR_414_467",0.502491857405912
"Q86WN1_IDR_609_690",0.497508142594088
"Q86WP2_IDR_1_378",1
"Q86WR0_IDR_168_208",1
"Q86WR6_IDR_137_236",0.496971241045015
"Q86WR6_IDR_1_42",0.503028758954985
"Q86WR7_IDR_1_50",0.474683004808428
"Q86WR7_IDR_73_399",0.525316995191572
"Q86WS3_IDR_123_158",1
"Q86X51_IDR_1_503",1
"Q86X52_IDR_1_68",1
"Q86X53_IDR_1_363",1
"Q86X76_IDR_1_44",1
"Q86X95_IDR_149_450",1
"Q86XD5_IDR_1_134",0.510172868997998
"Q86XD5_IDR_146_332",0.489827131002001
"Q86XD8_IDR_161_663",1
"Q86XE3_IDR_89_131",1
"Q86XF7_IDR_1_148",0.50490319464132
"Q86XF7_IDR_184_214",0.49509680535868
"Q86XH1_IDR_344_382",0.49016879849893
"Q86XH1_IDR_459_491",0.50983120150107
"Q86XI6_IDR_1_58",1
"Q86XJ0_IDR_256_287",1
"Q86XJ1_IDR_289_680",1
"Q86XK2_IDR_1_150",1
"Q86XK3_IDR_1_50",0.501830924872727
"Q86XK3_IDR_75_146",0.498169075127273
"Q86XK7_IDR_261_387",1
"Q86XT2_IDR_172_251",1
"Q86XU0_IDR_64_183",1
"Q86XZ4_IDR_370_545",0.490903942761723
"Q86XZ4_IDR_84_244",0.509096057238277
"Q86Y01_IDR_160_407",1
"Q86Y07_IDR_318_470",1
"Q86Y13_IDR_1087_1144",0.247770588352454
"Q86Y13_IDR_1_85",0.256019192283522
"Q86Y13_IDR_587_752",0.240880559752593
"Q86Y13_IDR_953_1029",0.255329659611431
"Q86Y22_IDR_1_526",1
"Q86Y25_IDR_66_189",1
"Q86Y26_IDR_111_216",0.211504318830911
"Q86Y26_IDR_1_55",0.215270153339102
"Q86Y26_IDR_287_377",0.177506288723739
"Q86Y26_IDR_379_868",0.19466328983652
"Q86Y26_IDR_870_1132",0.201055949269729
"Q86Y33_IDR_1_215",1
"Q86Y34_IDR_1_38",1
"Q86Y37_IDR_1_126",0.517484913846224
"Q86YF9_IDR_609_849",0.287086598092317
"Q86YI8_IDR_1_228",1
"Q86YJ5_IDR_22_105",0.522681323757451
"Q86YJ5_IDR_267_306",0.477318676242549
"Q86YJ7_IDR_440_475",0.3397817847055
"Q86YJ7_IDR_491_525",0.329040979119948
"Q86YJ7_IDR_535_582",0.331177236174552
"Q86YL5_IDR_1_185",1
"Q86YL7_IDR_1_123",1
"Q86YM7_IDR_113_208",1
"Q86YN6_IDR_23_95",0.54488684318096
"Q86YN6_IDR_98_897",0.45511315681904
"Q86YP4_IDR_1_436",0.494963410396889
"Q86YP4_IDR_465_633",0.50503658960311
"Q86YR6_IDR_1_94",0.50815868475935
"Q86YR6_IDR_363_536",0.49184131524065
"Q86YR7_IDR_530_616",0.485196793835815
"Q86YR7_IDR_963_1114",0.514803206164185
"Q86YS3_IDR_495_564",0.467118861859314
"Q86YS3_IDR_84_347",0.532881138140686
"Q86Z02_IDR_661_906",0.29895350419556
"Q86Z02_IDR_909_1104",0.237478385471664
"Q86Z20_IDR_1_511",1
"Q86Z23_IDR_1_32",0.490857824634521
"Q86Z23_IDR_34_105",0.509142175365479
"Q8HWS3_IDR_1_117",0.222292157284817
"Q8HWS3_IDR_557_645",0.316587864478104
"Q8HWS3_IDR_647_680",0.229935031469649
"D6RA61_IDR_470_528",0.326094807011592
"D6RBM5_IDR_1_60",1
"A1A519_IDR_1_122",0.330234322322141
"A2RTX5_IDR_77_125",1
"D6RBQ6_IDR_1_56",0.342770766667171
"A1A519_IDR_147_214",0.338835246389061
"A2RU30_IDR_1_236",0.492690887495976
"A0A1B0GTI1_IDR_1_187",1
"E9PRG8_IDR_1_123",1
"D6RBQ6_IDR_379_452",0.329885863621676
"A1A519_IDR_270_310",0.330930431288797
"A2RU30_IDR_239_521",0.507309112504024
"A0A1B0GTL2_IDR_52_115",1
"F5GYI3_IDR_57_263",1
"D6RBQ6_IDR_470_528",0.327343369711153
"A7E2F4_IDR_1_180",0.346644094423319
"A2RU54_IDR_27_152",1
"A0A1B0GTR0_IDR_1_116",1
"F5H4A9_IDR_1_185",1
"D6RCP7_IDR_1_56",0.346136316843146
"A1A5B4_IDR_746_782",1
"A7E2F4_IDR_185_240",0.33111774546963
"A6NMS7_IDR_1547_1623",0.193903351706007
"A2RU67_IDR_1_122",1
"F5H4B4_IDR_66_129",0.333495808390307
"D6RCP7_IDR_379_451",0.329431412005692
"A1A5C7_IDR_1_74",0.502055976215162
"A7E2F4_IDR_267_605",0.322238160107051
"A6NMS7_IDR_1658_1700",0.197357507493028
"A2RUB1_IDR_1_666",0.587566805052301
"F5H4B4_IDR_304_403",0.333571624304126
"D6RCP7_IDR_470_528",0.324432271151162
"A1A5D9_IDR_1_54",0.262348126450499
"A7E2S9_IDR_215_258",1
"A6NMS7_IDR_1_876",0.196122600969659
"A2RUB1_IDR_915_952",0.412433194947699
"A0A1B0GTS1_IDR_1_76",0.517897707146287
"F5H4B4_IDR_517_570",0.332932567305567
"D6RGH6_IDR_1_58",0.307183308179347
"C9JL84_IDR_219_458",1
"A7E2V4_IDR_1016_1226",0.350100844173641
"A6NMT0_IDR_1_40",0.335473959643198
"A2RUB6_IDR_27_902",0.478899249503681
"A0A1B0GTS1_IDR_181_278",0.482102292853713
"D6RGH6_IDR_61_125",0.353793108983775
"Q8NEM0_IDR_98_151",0.503246460530175
"Q8NEM2_IDR_1_62",0.515162027068443
"Q8NEM2_IDR_556_639",0.484837972931557
"Q8NEM7_IDR_1_32",0.314922765097426
"Q8NEM7_IDR_226_327",0.314808183479126
"Q8NEM7_IDR_360_779",0.370269051423448
"Q8NEN0_IDR_1_263",1
"Q8NEV4_IDR_1102_1616",0.483067856385995
"Q8NEV4_IDR_879_921",0.516932143614005
"Q8NEV9_IDR_163_193",1
"Q8NEW0_IDR_165_231",1
"Q8NEW7_IDR_1_156",1
"Q8NEX6_IDR_1_36",1
"Q8NEY1_IDR_1_1414",0.523967328777872
"Q8NEY1_IDR_1821_1877",0.476032671222128
"Q8NEY3_IDR_1_48",0.499746329175464
"Q8NEY3_IDR_159_280",0.500253670824536
"Q8NEY8_IDR_1_319",0.48827740405307
"Q8NEY8_IDR_344_405",0.51172259594693
"Q8NEZ2_IDR_134_221",1
"Q8NEZ4_IDR_1_127",0.104434761077022
"Q8NEZ4_IDR_1140_1172",0.103600840660295
"Q8NEZ4_IDR_1191_3892",0.181299991949151
"Q8NEZ4_IDR_165_218",0.0987749844919937
"Q8NEZ4_IDR_3930_4003",0.101090348478461
"Q8NEZ4_IDR_4026_4058",0.0995763394814294
"Q8NEZ4_IDR_522_937",0.10553665074636
"Q8NF91_IDR_6103_6169",0.161326553531185
"Q8NF91_IDR_6172_6346",0.161706409432259
"Q8NF91_IDR_8212_8335",0.164838568548412
"Q8NF91_IDR_8663_8736",0.180596556859318
"Q8NF99_IDR_133_284",1
"Q8NFA0_IDR_1331_1504",0.496182624950263
"Q8NFA0_IDR_433_478",0.503817375049737
"Q8NFA2_IDR_297_376",1
"Q8NFC6_IDR_1_120",0.526679199314142
"Q8NFC6_IDR_159_3051",0.473320800685858
"Q8NFD2_IDR_297_354",1
"Q8NFD5_IDR_1_1236",0.336117442632691
"Q8NFD5_IDR_1267_1591",0.234974066319147
"Q8NFD5_IDR_1694_1775",0.213606336535699
"Q8NFD5_IDR_1808_1912",0.215302154512462
"Q8NFF2_IDR_1_78",0.52145109303909
"Q8NFF2_IDR_261_425",0.47854890696091
"Q8NFT6_IDR_260_335",0.239720613239908
"Q8NFT6_IDR_339_501",0.265429917260021
"Q8NFT6_IDR_96_165",0.238398884782528
"Q8NFU0_IDR_386_473",1
"Q8NFU1_IDR_372_509",1
"Q8NFU4_IDR_1_46",1
"Q8NFU5_IDR_1_37",0.500825727372646
"Q8NFU5_IDR_262_363",0.499174272627354
"Q8NFU7_IDR_1_1332",0.251029003150688
"Q8NFU7_IDR_1743_1840",0.242320743637191
"Q8NFU7_IDR_1916_1989",0.261634562179298
"Q8NFU7_IDR_2070_2109",0.245015691032824
"Q8NFV5_IDR_17_125",1
"Q8NFW1_IDR_215_269",0.327139244663313
"Q8NFW1_IDR_274_311",0.32458462323284
"Q8NFW1_IDR_317_1626",0.348276132103847
"Q8NHG8_IDR_1_147",1
"Q8NHH9_IDR_1_56",1
"Q8NHM5_IDR_1_59",0.259225425007973
"Q8NHM5_IDR_378_508",0.258372523513832
"Q8NHM5_IDR_565_652",0.246835754079983
"Q8NHM5_IDR_724_1040",0.235566297398212
"Q8NHP7_IDR_18_67",0.520584664979001
"Q8NHP7_IDR_284_470",0.479415335020999
"Q8NHP8_IDR_1_39",1
"Q8NHQ1_IDR_228_266",1
"Q8NHQ8_IDR_348_396",0.52424625805496
"Q8NHQ8_IDR_82_200",0.47575374194504
"Q8NHQ9_IDR_486_555",0.497248926333383
"Q8NHQ9_IDR_570_600",0.502751073666617
"Q8NHR7_IDR_111_157",1
"Q8NHY2_IDR_300_357",0.482107471122996
"Q8NHY3_IDR_173_216",0.519272679771812
"Q8NHY3_IDR_269_880",0.480727320228188
"Q8NHY6_IDR_154_371",0.494130170062916
"Q8NHY6_IDR_1_97",0.505869829937084
"Q8NHZ7_IDR_1_158",0.489285011402587
"Q8NHZ7_IDR_178_208",0.510714988597413
"Q8NHZ8_IDR_21_85",1
"Q8NI08_IDR_1_114",0.287586103384724
"Q8NI08_IDR_162_215",0.304045859508337
"Q8NI08_IDR_307_652",0.408368037106939
"Q8NI22_IDR_1_47",1
"Q8NI27_IDR_1177_1593",1
"Q8NI32_IDR_1_32",1
"Q8NI35_IDR_1008_1057",0.105769699143599
"Q8NI35_IDR_1164_1219",0.104332471529114
"Q8NI35_IDR_455_515",0.114299217557297
"Q8NI35_IDR_641_675",0.112232793280939
"Q8NI35_IDR_777_807",0.111179491243244
"Q8NI35_IDR_839_985",0.1158708157042
"Q8TAC9_IDR_203_235",1
"Q8TAD2_IDR_1_33",0.492592223981091
"Q8TAD2_IDR_49_87",0.507407776018909
"Q8TAD4_IDR_1_32",0.509601417671936
"Q8TAD4_IDR_545_588",0.490398582328064
"Q8TAD7_IDR_1_36",1
"Q8TAD8_IDR_1_223",1
"Q8TAE6_IDR_1_70",1
"Q8TAE8_IDR_1_38",0.5489948378281
"Q8TAE8_IDR_182_222",0.4510051621719
"Q8TAF7_IDR_59_200",1
"Q8TAG5_IDR_153_214",1
"Q8TAG6_IDR_21_207",1
"Q8TAG9_IDR_230_276",1
"Q8TAK5_IDR_314_448",1
"Q8TAK6_IDR_1_118",0.478022383000148
"Q8TAK6_IDR_183_271",0.521977616999852
"Q8TAL5_IDR_145_182",0.323448887452266
"Q8TAL5_IDR_272_431",0.326667248048386
"Q8TAL5_IDR_82_123",0.349883864499347
"Q8TAW3_IDR_99_172",0.495493582438615
"Q8TAX0_IDR_1_172",1
"Q8TAX7_IDR_19_353",1
"Q8TAY7_IDR_1_242",1
"Q8TAZ6_IDR_1_67",0.514175057144975
"Q8TAZ6_IDR_205_248",0.485824942855025
"Q8TB03_IDR_288_319",1
"Q8TB05_IDR_21_177",1
"Q8TB22_IDR_1_63",1
"Q8TB24_IDR_1_46",0.321565908494303
"Q8TB24_IDR_181_218",0.344641549761194
"Q8TB24_IDR_242_581",0.333792541744502
"Q8TB37_IDR_12_60",1
"Q8TB45_IDR_1_41",1
"Q8TB52_IDR_143_337",1
"Q8TB68_IDR_32_257",1
"Q8TB69_IDR_51_179",1
"Q8TBA6_IDR_27_304",0.287468091073358
"Q8TBA6_IDR_306_350",0.234318970846164
"Q8TBA6_IDR_445_475",0.240486892657361
"Q8TBG4_IDR_442_499",1
"Q8TBG9_IDR_206_265",1
"Q8TBJ4_IDR_282_325",1
"Q8TBJ5_IDR_1_272",1
"Q8TBK6_IDR_1_46",0.493128229176366
"Q8TBK6_IDR_61_192",0.506871770823634
"Q8TBM8_IDR_220_262",0.506618551297755
"Q8TBM8_IDR_54_90",0.493381448702245
"Q8TBN0_IDR_1_90",0.477304941848334
"Q8TBN0_IDR_92_218",0.522695058151666
"Q8TBP0_IDR_1_31",0.336114094730119
"Q8TBP0_IDR_712_767",0.333072013362354
"Q8TBP0_IDR_91_286",0.330813891907527
"Q8TBP5_IDR_1_118",0.523711092964583
"Q8TBP5_IDR_144_190",0.476288907035418
"Q8TBP6_IDR_1_46",1
"Q8TBX8_IDR_1_35",0.504828434507504
"Q8TBX8_IDR_294_346",0.495171565492495
"Q8TBY8_IDR_191_246",0.33453913279404
"Q8TBY8_IDR_848_894",0.334347290539678
"Q8TC36_IDR_1_130",1
"Q8TC41_IDR_1_142",0.466619547138789
"Q8TC41_IDR_175_255",0.533380452861211
"Q8TC44_IDR_366_423",1
"Q8TC56_IDR_180_532",1
"Q8TC57_IDR_458_530",1
"Q8TC59_IDR_1_212",1
"Q8TC71_IDR_137_294",0.313552324967222
"Q8TC71_IDR_493_538",0.337568898289661
"Q8TC71_IDR_90_135",0.348878776743117
"Q8TCU4_IDR_1_4097",1
"Q8TCU5_IDR_62_119",0.49835057387754
"Q8TCU5_IDR_986_1075",0.50164942612246
"Q8TCU6_IDR_1109_1142",0.482743537068403
"Q8TCU6_IDR_1_44",0.517256462931597
"Q8TCX5_IDR_595_670",1
"Q8TCY5_IDR_48_172",1
"Q8TCY9_IDR_140_176",0.513753202908937
"Q8TCY9_IDR_1_65",0.486246797091063
"Q8TCZ2_IDR_1_262",1
"Q8TD06_IDR_1_32",1
"Q8TD08_IDR_348_520",1
"Q8TD91_IDR_313_449",1
"Q8TD94_IDR_20_196",0.508505245210973
"Q8TD94_IDR_266_323",0.491494754789027
"Q8TDB4_IDR_1_43",0.499054947139847
"Q8TDB4_IDR_70_240",0.500945052860153
"Q8TDB6_IDR_196_232",0.31900253472733
"Q8TDB6_IDR_510_556",0.359842601799369
"Q8TDB6_IDR_91_122",0.3211548634733
"Q8TDC0_IDR_1_161",0.477178590702335
"Q8TDC0_IDR_164_218",0.522821409297665
"Q8TDC3_IDR_363_589",0.491272585610752
"Q8TDI8_IDR_1_106",1
"Q8TDJ6_IDR_1280_1321",0.11908931633041
"Q8TDJ6_IDR_1913_2032",0.13488442865722
"Q8TDJ6_IDR_2095_2129",0.103330927860389
"Q8TDJ6_IDR_2393_2442",0.104685784409843
"Q8TDJ6_IDR_2468_2500",0.10804777306941
"Q8TDJ6_IDR_284_332",0.103178321743147
"Q8TDJ6_IDR_416_482",0.101987222923338
"Q8TDJ6_IDR_570_602",0.108944683177587
"Q8TDJ6_IDR_921_963",0.115851541828655
"Q8TDM0_IDR_1_32",0.500383782273576
"Q8TDM0_IDR_178_211",0.499616217726424
"Q8TDM6_IDR_1435_1496",0.20775050368361
"Q8TDM6_IDR_1665_1714",0.198358753633592
"Q8TDM6_IDR_560_612",0.199000264174319
"Q8TDM6_IDR_804_1342",0.194359716504009
"Q8TDM6_IDR_92_187",0.20053076200447
"Q8TDN1_IDR_1_56",0.483885570619802
"Q8TDN1_IDR_476_519",0.516114429380198
"Q8TDN2_IDR_1_40",0.49616735057402
"Q8TDW7_IDR_4177_4353",0.472125215327772
"Q8TDW7_IDR_4355_4541",0.527874784672228
"Q8TDX6_IDR_1_54",1
"Q8TDX9_IDR_100_130",0.200645447484618
"Q8TDX9_IDR_1024_1112",0.217866331280842
"Q8TDX9_IDR_2019_2129",0.194553764232279
"Q8TDX9_IDR_2810_2849",0.184313975892331
"Q8TDX9_IDR_965_1010",0.20262048110993
"Q8TDY2_IDR_1264_1317",0.237328359248407
"Q8TDY2_IDR_1383_1494",0.239974866489285
"Q8TDY2_IDR_221_300",0.250441997948847
"Q8TDY2_IDR_600_806",0.272254776313462
"Q8TDY4_IDR_695_870",1
"Q8TDY8_IDR_1140_1250",0.497306832458318
"Q8TDY8_IDR_982_1124",0.502693167541681
"Q8TDZ2_IDR_616_705",0.467194035571737
"Q8TDZ2_IDR_752_922",0.532805964428263
"Q8TE12_IDR_157_198",0.492942186056928
"Q8TE12_IDR_246_368",0.507057813943072
"Q8TE49_IDR_77_113",0.500483605052567
"Q8TE85_IDR_405_437",0.309586574291263
"Q8TE85_IDR_467_511",0.312044677023083
"Q8TE99_IDR_1_55",1
"Q8TEA7_IDR_714_746",1
"Q8TEA8_IDR_149_209",1
"Q8TEB1_IDR_1_130",0.525454304603504
"Q8TEB1_IDR_515_546",0.474545695396496
"Q8TEB7_IDR_328_428",1
"Q8TEB9_IDR_279_315",1
"Q8TEC5_IDR_231_408",0.330235905157395
"Q8TEC5_IDR_442_729",0.332441779774261
"Q8TEC5_IDR_77_121",0.337322315068345
"Q8TED4_IDR_239_282",1
"Q8TED9_IDR_162_204",0.24979331554482
"Q8TED9_IDR_317_393",0.25028256241192
"Q8TED9_IDR_514_768",0.225063147896368
"Q8TED9_IDR_76_157",0.274860974146893
"Q8TEE9_IDR_153_199",1
"Q8TEF2_IDR_1_89",0.498913254854399
"Q8TEF2_IDR_94_133",0.501086745145601
"Q8TER5_IDR_1430_1519",0.353010426558016
"Q8TER5_IDR_942_1034",0.32525689622337
"Q8TES7_IDR_1016_1100",0.349958141665134
"Q8TES7_IDR_1_590",0.650041858334866
"Q8TEU7_IDR_1065_1475",0.167385114586111
"Q8TEU7_IDR_121_209",0.165767486773944
"Q8TEU7_IDR_1495_1535",0.162312718856746
"Q8TEU7_IDR_1540_1601",0.163899826624261
"Q8TEU7_IDR_213_247",0.165034184384682
"Q8TEU7_IDR_625_744",0.175600668774255
"Q8TEV9_IDR_212_252",0.33192562869499
"Q8TEV9_IDR_254_369",0.33324889792962
"Q8TEV9_IDR_374_707",0.33482547337539
"Q8TEW0_IDR_145_212",0.284265518988476
"Q8TEW0_IDR_215_260",0.233469283513811
"Q8TEW0_IDR_368_453",0.24311882298402
"Q8TEW0_IDR_686_1334",0.239146374513693
"Q8TEW6_IDR_236_326",1
"Q8TEW8_IDR_124_196",0.353191820326094
"Q8TEW8_IDR_306_377",0.332959571314772
"Q8TF39_IDR_223_389",0.45774117828403
"Q8TF40_IDR_173_204",0.206510632324866
"Q8TF40_IDR_245_325",0.209868480280283
"Q8TF40_IDR_593_748",0.196564596692516
"Q8TF40_IDR_68_114",0.191981441097575
"Q8TF40_IDR_758_969",0.19507484960476
"Q8TF42_IDR_1_34",0.494646338916177
"Q8TF42_IDR_349_380",0.505353661083823
"Q8TF44_IDR_15_50",0.520472864002446
"Q8TF44_IDR_56_298",0.479527135997554
"Q8TF45_IDR_21_114",1
"Q8TF47_IDR_67_247",1
"Q8TF50_IDR_1_109",0.520627403594394
"Q8TF50_IDR_160_471",0.479372596405606
"Q8TF61_IDR_1_544",1
"Q8TF62_IDR_1107_1192",1
"Q8TF64_IDR_1_33",1
"Q8TF65_IDR_1_38",1
"Q8TF66_IDR_477_529",1
"Q8WUA7_IDR_12_191",1
"Q8WUB2_IDR_142_273",0.476773462094057
"Q8WUB2_IDR_1_63",0.523226537905943
"Q8WUB8_IDR_1_64",0.487728923432722
"Q8WUB8_IDR_281_374",0.512271076567278
"Q8WUD1_IDR_181_213",1
"Q8WUD4_IDR_1_101",1
"Q8WUE5_IDR_1_31",1
"Q8WUF5_IDR_1_620",1
"Q8WUF8_IDR_1_34",0.520402709749112
"Q8WUF8_IDR_219_255",0.479597290250889
"Q8WUH6_IDR_1_116",1
"Q8WUI4_IDR_1_514",0.466497299575286
"Q8WUI4_IDR_911_952",0.533502700424714
"Q8WUJ0_IDR_184_223",1
"Q8WUM0_IDR_1_66",1
"Q8WUM4_IDR_710_804",1
"Q8WUM9_IDR_250_499",1
"Q8WUN7_IDR_1_31",1
"Q8WV16_IDR_1_62",1
"Q8WV24_IDR_1_147",0.325616211833774
"Q8WV24_IDR_187_242",0.329026766267215
"Q8WV24_IDR_284_401",0.345357021899012
"Q8WV28_IDR_1_339",1
"Q8WV37_IDR_1_31",0.490693882092289
"Q8WV37_IDR_37_202",0.509306117907711
"Q8WV41_IDR_66_182",1
"Q8WV44_IDR_127_169",0.502847349451701
"Q8WV44_IDR_52_90",0.497152650548299
"Q8WV48_IDR_162_283",0.339438463746241
"Q8WV48_IDR_1_64",0.332116303335664
"Q8WV48_IDR_87_155",0.328445232918096
"Q8WV74_IDR_204_236",1
"Q8WV83_IDR_143_204",0.475066794452934
"Q8WV83_IDR_1_60",0.524933205547066
"Q8WV93_IDR_1_70",1
"Q8WV99_IDR_128_256",1
"Q8WVB6_IDR_1_166",0.270133338090793
"Q8WVB6_IDR_247_277",0.245650204765588
"Q8WVT3_IDR_1_305",1
"Q8WVV4_IDR_1_303",1
"Q8WVV9_IDR_1_70",1
"Q8WVX3_IDR_1_66",1
"Q8WVZ1_IDR_263_309",1
"Q8WVZ7_IDR_310_376",1
"Q8WW01_IDR_1_32",1
"Q8WW12_IDR_1_154",1
"Q8WW18_IDR_1_67",1
"Q8WW34_IDR_18_60",1
"Q8WW36_IDR_1_59",1
"Q8WW38_IDR_1_195",0.272073892806203
"Q8WW38_IDR_204_250",0.2500546975625
"Q8WW38_IDR_275_352",0.243213489947319
"Q8WW38_IDR_358_1117",0.234657919683978
"Q8WW52_IDR_1_36",1
"Q8WWA1_IDR_1_147",1
"Q8WWB3_IDR_73_177",1
"Q8WWB5_IDR_166_213",1
"Q8WWQ0_IDR_1280_1315",0.340184569368949
"Q8WWQ0_IDR_1430_1821",0.321479259934925
"Q8WWR9_IDR_1_45",1
"Q8WWT9_IDR_1_31",0.519090166700717
"Q8WWT9_IDR_167_223",0.480909833299283
"Q8WWU5_IDR_1_39",1
"Q8WWW0_IDR_1_119",0.482862388147053
"Q8WWW0_IDR_173_204",0.517137611852947
"Q8WWW8_IDR_120_395",0.582475702039208
"Q8WWW8_IDR_397_526",0.417524297960792
"Q8WWX8_IDR_562_614",1
"Q8WWY3_IDR_1_45",0.528800499173107
"Q8WWY3_IDR_338_448",0.471199500826893
"Q8WWY6_IDR_1_76",0.495394401173735
"Q8WWY6_IDR_82_121",0.504605598826265
"Q8WWY7_IDR_1_111",1
"Q8WWZ3_IDR_1_105",1
"Q8WWZ4_IDR_704_741",1
"Q8WWZ7_IDR_793_830",1
"Q8WX77_IDR_1_34",1
"Q8WXG1_IDR_37_67",1
"Q8WXG6_IDR_1054_1277",0.252469830007405
"Q8WXG6_IDR_106_170",0.218966530596153
"Q8WXG6_IDR_437_472",0.23003876694587
"Q8WXG6_IDR_607_938",0.298524872450573
"Q8WXH0_IDR_1031_1105",0.196897997617644
"Q8WXH0_IDR_2353_2393",0.199488559212882
"Q8WXH0_IDR_3982_4491",0.199718667435632
"Q8WXH0_IDR_6349_6495",0.192680038612352
"Q8WXH0_IDR_6770_6832",0.21121473712149
"Q8WXH2_IDR_357_410",0.509322317713557
"Q8WXH2_IDR_424_723",0.490677682286443
"Q8WXH5_IDR_1_265",1
"Q8WXI2_IDR_299_400",0.368196592668861
"Q8WXI2_IDR_417_560",0.317476382636056
"Q8WXI2_IDR_672_905",0.314327024695083
"Q8WXI3_IDR_6_44",1
"Q8WXI4_IDR_1_40",1
"Q8WXU2_IDR_166_228",1
"Q8WXW3_IDR_1_60",0.333985409726353
"Q8WXW3_IDR_533_581",0.33097273783492
"Q8WXW3_IDR_669_757",0.335041852438726
"Q8WXX0_IDR_1_156",1
