"","GO0030659_cytoplasmic_vesicle_membrane"
"Q96NW4_IDR_622_665",0.515507192291229
"Q96NW4_IDR_962_1050",0.484492807708771
"Q96P48_IDR_52_324",1
"Q96P50_IDR_369_401",0.504980398693534
"Q96P50_IDR_519_658",0.495019601306466
"Q96P56_IDR_357_466",1
"Q96P64_IDR_146_254",0.51214393365574
"Q96P64_IDR_323_384",0.48785606634426
"Q96P65_IDR_354_431",1
"Q96P66_IDR_227_395",0.509656659513092
"Q96P66_IDR_477_508",0.490343340486908
"Q96P69_IDR_315_363",1
"Q96P70_IDR_931_997",1
"Q96P71_IDR_1_35",0.3263657269006
"Q96P71_IDR_160_224",0.331738362442635
"Q96P71_IDR_234_281",0.341895910656765
"Q96PC2_IDR_85_151",1
"Q96PC5_IDR_1042_1078",0.18371664413632
"Q96PC5_IDR_1083_1412",0.191358585947648
"Q96PC5_IDR_1_56",0.185602807192565
"Q96PC5_IDR_888_937",0.182550417188795
"Q96PC5_IDR_92_600",0.256771545534673
"Q96PI1_IDR_1_79",1
"Q96PK6_IDR_148_669",1
"Q96PM9_IDR_1_82",0.329152772032343
"Q96PM9_IDR_272_315",0.322604270289676
"Q96PM9_IDR_84_260",0.348242957677981
"Q96PP4_IDR_134_173",0.500780245754857
"Q96PP4_IDR_182_232",0.499219754245143
"Q96PQ0_IDR_1108_1141",0.510412923272714
"Q96PQ0_IDR_1_131",0.489587076727286
"Q96PQ1_IDR_506_560",1
"Q96PQ6_IDR_107_220",0.464925489559243
"Q96PQ6_IDR_1_53",0.535074510440757
"Q96PR1_IDR_40_94",0.537159959072521
"Q96PR1_IDR_486_638",0.462840040927479
"Q96PS8_IDR_270_301",1
"Q96PU4_IDR_156_202",0.333709484619867
"Q96PU4_IDR_624_687",0.305968488404839
"Q96PU4_IDR_77_117",0.360322026975294
"Q96PU5_IDR_155_208",0.339610675649255
"Q96PY6_IDR_1066_1178",0.606202304725337
"Q96PZ0_IDR_1_101",1
"Q96PZ2_IDR_1_73",1
"Q96Q04_IDR_415_523",0.446682498261365
"Q96Q04_IDR_545_1460",0.553317501738635
"Q96Q05_IDR_267_297",1
"Q96Q07_IDR_559_612",1
"Q96Q15_IDR_1_143",0.320814120973469
"Q96Q15_IDR_1870_1920",0.363791809573242
"Q96Q15_IDR_3520_3604",0.315394069453289
"Q96Q35_IDR_18_80",0.479377876699907
"Q96Q35_IDR_399_445",0.520622123300093
"Q96Q40_IDR_1_89",1
"Q96Q42_IDR_265_489",1
"Q96Q45_IDR_1_173",1
"Q96Q83_IDR_1_48",1
"Q96Q89_IDR_1376_1820",0.21504068196565
"Q96Q89_IDR_222_262",0.256349108299611
"Q96QE4_IDR_1_947",1
"Q96Q89_IDR_482_580",0.284410523533534
"Q96Q89_IDR_593_1061",0.244199686201205
"Q96QE3_IDR_1196_1297",0.138409895692594
"Q96QE3_IDR_1524_1636",0.140667769803527
"Q96QF0_IDR_1_314",1
"Q96QF7_IDR_53_494",1
"Q96QH2_IDR_1_575",1
"Q96QI5_IDR_1_85",1
"Q96QK8_IDR_34_99",1
"Q96QP1_IDR_496_960",1
"Q96QR8_IDR_1_31",1
"Q96QS1_IDR_239_320",1
"Q96QS3_IDR_1_340",0.48150619590984
"Q96QS3_IDR_450_560",0.51849380409016
"Q96QS6_IDR_1_45",0.510288423982618
"Q96QS6_IDR_338_385",0.489711576017382
"Q96QT4_IDR_1257_1544",0.368170762162163
"Q96QT4_IDR_543_614",0.305574999500413
"Q96QT4_IDR_782_836",0.326254238337424
"Q96QT6_IDR_1_69",0.237975355002771
"Q96QT6_IDR_72_268",0.252796263527275
"Q96RJ3_IDR_1_31",0.472322173051435
"Q96RJ3_IDR_35_164",0.527677826948565
"Q96RJ6_IDR_1_104",1
"Q96RK0_IDR_47_1608",1
"Q96RK1_IDR_1_134",1
"Q96RL1_IDR_1_719",1
"Q96RL6_IDR_586_638",1
"Q96RL7_IDR_1343_1378",0.352192027628861
"Q96RL7_IDR_1672_1713",0.324929227520943
"Q96RL7_IDR_799_873",0.322878744850196
"Q96RU7_IDR_321_358",0.523273141799326
"Q96RU8_IDR_1_87",1
"Q96RV3_IDR_2043_2239",0.336548492903266
"Q96RV3_IDR_888_967",0.358281633206673
"Q96RV3_IDR_92_866",0.305169873890061
"Q96RW7_IDR_1_32",1
"Q96RY5_IDR_1_160",0.398138847080684
"Q96RY5_IDR_429_1214",0.601861152919316
"Q96S06_IDR_1_41",1
"Q96S15_IDR_361_394",0.482460712219951
"Q96SE7_IDR_61_206",1
"Q96SF2_IDR_526_557",1
"Q96SF7_IDR_1_106",0.408184872879573
"Q96SF7_IDR_289_602",0.591815127120427
"Q96SI1_IDR_1_46",1
"Q96SI9_IDR_344_386",0.469618418680204
"Q96SI9_IDR_458_504",0.530381581319796
"Q96SK2_IDR_106_246",0.531943620469392
"Q96SK2_IDR_277_311",0.468056379530608
"Q96SK3_IDR_1_113",1
"Q96SW2_IDR_1_44",1
"Q96SU4_IDR_183_371",1
"Q96SZ4_IDR_69_293",1
"Q96SZ5_IDR_1_44",1
"Q96SZ6_IDR_1_53",1
"Q96T17_IDR_1_731",1
"Q96T21_IDR_1_627",0.436975301769628
"Q96T21_IDR_785_815",0.563024698230372
"Q96T23_IDR_208_1425",1
"Q96T37_IDR_25_166",0.335995385424602
"Q96T37_IDR_256_369",0.340696263621481
"Q96T37_IDR_548_775",0.323308350953917
"Q96T49_IDR_318_534",1
"Q96T51_IDR_1_106",0.534459261674152
"Q96T51_IDR_605_635",0.465540738325848
"Q96T54_IDR_278_332",1
"Q96T55_IDR_269_309",1
"Q96T58_IDR_603_3493",0.481774346462095
"Q96T58_IDR_88_331",0.518225653537905
"Q96T59_IDR_1_157",1
"Q99250_IDR_1033_1096",0.256071687963966
"Q99250_IDR_1926_2005",0.243904889880737
"Q99250_IDR_653_695",0.260649752820422
"Q99259_IDR_1_92",1
"Q99442_IDR_101_167",0.464088548895656
"Q99442_IDR_288_399",0.535911451104344
"Q99453_IDR_1_141",0.506836552746356
"Q99453_IDR_149_314",0.493163447253644
"Q99456_IDR_15_94",0.60328784944857
"Q99456_IDR_437_472",0.39671215055143
"Q99457_IDR_157_307",0.494702188807968
"Q99457_IDR_1_93",0.505297811192032
"Q99459_IDR_109_476",1
"Q99460_IDR_272_317",0.530582926374231
"Q99460_IDR_837_875",0.469417073625769
"Q99466_IDR_1489_1547",0.350401899210187
"Q99466_IDR_1825_1941",0.31198667732683
"Q99466_IDR_1958_2003",0.337611423462982
"Q99469_IDR_1_283",1
"Q99558_IDR_277_342",0.208240714903619
"Q99558_IDR_658_779",0.213018626157322
"Q99558_IDR_788_826",0.204659334993404
"Q99558_IDR_87_209",0.177703226005525
"Q99569_IDR_1016_1129",0.332307431989076
"Q99569_IDR_1_521",0.33448122814633
"Q99569_IDR_761_807",0.333211339864594
"Q99570_IDR_783_818",0.525950893789705
"Q99570_IDR_835_935",0.474049106210295
"Q99572_IDR_418_470",1
"Q99575_IDR_126_199",0.183126301963183
"Q99575_IDR_1_95",0.192830325438504
"Q99575_IDR_362_394",0.201241112571381
"Q99575_IDR_721_799",0.231928200161744
"Q99575_IDR_897_942",0.190874059865187
"Q99578_IDR_186_217",1
"Q99581_IDR_136_238",1
"Q99583_IDR_17_552",1
"Q99590_IDR_103_1377",0.458298217176517
"Q99590_IDR_1_36",0.541701782823483
"Q99626_IDR_1_313",1
"Q99633_IDR_1_85",0.483030458518464
"Q99633_IDR_92_181",0.516969541481536
"Q99638_IDR_267_359",1
"Q99640_IDR_1_96",0.48282898481693
"Q99640_IDR_396_479",0.51717101518307
"Q99645_IDR_35_100",1
"Q99650_IDR_813_908",0.517254348574218
"Q99650_IDR_921_967",0.482745651425782
"Q99661_IDR_590_638",0.552899233787144
"Q99661_IDR_75_224",0.447100766212856
"Q99665_IDR_673_706",0.497445970978211
"Q99665_IDR_712_825",0.502554029021789
"Q99675_IDR_233_270",1
"Q99676_IDR_81_223",1
"Q99677_IDR_327_370",1
"Q99698_IDR_1174_1257",0.180007181511008
"Q99698_IDR_1487_1517",0.146654084872389
"Q99698_IDR_2075_2224",0.178416553400437
"Q99700_IDR_1_256",0.471830693836578
"Q99700_IDR_450_1313",0.528169306163422
"Q99704_IDR_254_448",1
"Q99708_IDR_1_819",0.504184611320159
"Q99708_IDR_822_897",0.495815388679841
"Q99715_IDR_2716_3063",1
"Q99717_IDR_226_259",1
"Q99719_IDR_318_369",1
"Q99726_IDR_1_68",1
"Q99728_IDR_118_426",1
"Q99732_IDR_1_53",1
"Q99733_IDR_118_155",0.488757770090054
"Q99733_IDR_341_375",0.511242229909946
"Q99741_IDR_1_152",1
"Q99742_IDR_200_240",0.509626469700156
"Q99742_IDR_409_521",0.490373530299844
"Q99747_IDR_277_310",1
"Q99935_IDR_1_212",1
"Q99941_IDR_1_498",0.367094196229935
"Q99941_IDR_522_566",0.312101494340668
"Q99941_IDR_668_703",0.320804309429397
"Q99942_IDR_143_180",1
"Q99944_IDR_1_32",1
"Q99946_IDR_1_160",0.494026984419762
"Q99946_IDR_178_208",0.505973015580238
"Q99952_IDR_304_437",1
"Q99956_IDR_142_199",0.523437549397854
"Q99956_IDR_347_384",0.476562450602146
"Q99958_IDR_159_424",0.481448007576155
"Q99958_IDR_34_69",0.518551992423845
"Q99959_IDR_1_348",1
"Q99961_IDR_248_306",1
"Q99962_IDR_248_289",1
"Q99963_IDR_246_285",1
"Q99966_IDR_1_147",1
"Q9BPX6_IDR_1_110",1
"Q9BPZ2_IDR_1_46",1
"Q9BPZ3_IDR_64_114",1
"Q9BPZ7_IDR_36_115",1
"Q9BQ04_IDR_149_359",1
"Q9BQ15_IDR_104_211",1
"Q9BQ16_IDR_1_39",0.474480340679383
"Q9BQ16_IDR_388_436",0.525519659320617
"Q9BQ31_IDR_450_491",1
"Q9BQ39_IDR_1_136",0.491884548644869
"Q9BQ39_IDR_668_737",0.508115451355131
"Q9BQ48_IDR_1_92",1
"Q9BQ50_IDR_1_46",1
"Q9BQ52_IDR_1_53",0.321386536483935
"Q9BQ52_IDR_189_235",0.355399671190614
"Q9BQ52_IDR_784_826",0.323213792325451
"Q9BQ61_IDR_1_145",1
"Q9BQ65_IDR_1_46",1
"Q9BQ66_IDR_1_199",1
"Q9BQ69_IDR_1_73",1
"Q9BQI3_IDR_1_37",0.474620471628775
"Q9BQI3_IDR_240_374",0.525379528371225
"Q9BQI4_IDR_231_270",1
"Q9BQI5_IDR_150_527",0.671188852502935
"Q9BQI5_IDR_1_68",0.328811147497065
"Q9BQI6_IDR_202_330",0.491310748060517
"Q9BQI6_IDR_716_799",0.508689251939483
"Q9BQI7_IDR_1_308",0.613199524885522
"Q9BQI7_IDR_735_771",0.386800475114478
"Q9BQI9_IDR_1_154",1
"Q9BQK8_IDR_533_589",0.490923426136936
"Q9BQK8_IDR_92_433",0.509076573863064
"Q9BQL6_IDR_141_189",1
"Q9BQM9_IDR_52_153",1
"Q9BQN1_IDR_308_747",1
"Q9BQQ3_IDR_205_440",1
"Q9BQQ7_IDR_164_232",1
"Q9BQS2_IDR_1_119",1
"Q9BQS6_IDR_1_49",1
"Q9BQS8_IDR_181_309",0.261220453207049
"Q9BRD0_IDR_1_50",0.520574346106546
"Q9BRD0_IDR_55_498",0.479425653893454
"Q9BRG2_IDR_119_267",1
"Q9BRH9_IDR_77_206",1
"Q9BRI3_IDR_20_66",1
"Q9BRJ6_IDR_1_97",1
"Q9BRJ9_IDR_146_238",0.509201428838472
"Q9BRJ9_IDR_1_89",0.490798571161528
"Q9BRK0_IDR_145_252",1
"Q9BRK4_IDR_1_586",0.49672478151952
"Q9BRK4_IDR_619_656",0.50327521848048
"Q9BRL6_IDR_94_282",1
"Q9BRN9_IDR_1_61",1
"Q9BRP0_IDR_245_275",0.493103596490935
"Q9BRP0_IDR_9_111",0.506896403509065
"Q9BRP1_IDR_105_179",1
"Q9BRP8_IDR_1_152",1
"Q9BRQ0_IDR_1_324",1
"Q9BRQ5_IDR_1_57",0.478663155555139
"Q9BRQ5_IDR_191_258",0.521336844444861
"Q9BRU9_IDR_180_249",1
"Q9BRV8_IDR_23_80",1
"Q9BRX8_IDR_1_32",1
"Q9BRY0_IDR_112_165",1
"Q9BRZ2_IDR_376_458",1
"Q9BS31_IDR_53_207",1
"Q9BS91_IDR_1_34",0.492113538112736
"Q9BS91_IDR_377_424",0.507886461887264
"Q9BS92_IDR_1_32",1
"Q9BSA4_IDR_441_534",1
"Q9BSA9_IDR_455_504",1
"Q9BSC4_IDR_497_635",0.513882977117012
"Q9BSC4_IDR_649_688",0.486117022882989
"Q9BSD3_IDR_1_194",1
"Q9BSE2_IDR_1_219",1
"Q9BSE4_IDR_214_269",0.369926615446029
"Q9BSE4_IDR_323_375",0.32078808914081
"Q9BSE4_IDR_87_142",0.309285295413161
"Q9BSE5_IDR_1_43",1
"Q9BSJ8_IDR_604_634",0.33150089911327
"Q9BSJ8_IDR_918_971",0.325774262811648
"Q9BSK1_IDR_76_162",1
"Q9BSL1_IDR_235_275",1
"Q9BSM1_IDR_1_31",1
"Q9BSQ5_IDR_1_42",0.316366253533704
"Q9BSQ5_IDR_238_293",0.352134135725918
"Q9BSQ5_IDR_385_417",0.331499610740378
"Q9BSR8_IDR_1_51",1
"Q9BST9_IDR_1_41",0.252164062189051
"Q9BST9_IDR_205_247",0.254215081453226
"Q9BST9_IDR_432_483",0.253611946552594
"Q9BST9_IDR_488_557",0.240008909805129
"Q9BSU3_IDR_163_229",1
"Q9BSV6_IDR_97_178",1
"Q9BSW2_IDR_120_155",0.517730514275375
"Q9BSW2_IDR_1_47",0.482269485724625
"Q9BSW7_IDR_37_119",1
"Q9BSY9_IDR_156_194",1
"Q9BT09_IDR_1_42",0.538411180113905
"Q9BT09_IDR_213_278",0.461588819886095
"Q9BT23_IDR_1_35",1
"Q9BT25_IDR_1_182",0.488506926851894
"Q9BT25_IDR_352_410",0.511493073148106
"Q9BT43_IDR_111_197",1
"Q9BT49_IDR_97_293",1
"Q9BT56_IDR_1_77",1
"Q9BT67_IDR_1_128",1
"Q9BTE3_IDR_147_225",1
"Q9BTE7_IDR_1_44",1
"Q9BTF0_IDR_123_202",1
"Q9BTK6_IDR_134_254",0.435147636362755
"Q9BTK6_IDR_1_86",0.564852363637245
"Q9BTL3_IDR_44_118",1
"Q9BTL4_IDR_1_205",1
"Q9BTN0_IDR_391_425",0.520056379036494
"Q9BTN0_IDR_566_611",0.479943620963506
"Q9BTP6_IDR_1_51",0.494760207389354
"Q9BTP6_IDR_176_218",0.505239792610646
"Q9BTT0_IDR_149_268",1
"Q9BTT6_IDR_462_524",1
"Q9BTU6_IDR_1_102",1
"Q9BTV6_IDR_379_427",1
"Q9BTV7_IDR_1_158",0.484552277329519
"Q9BTV7_IDR_254_296",0.515447722670481
"Q9BTX1_IDR_389_456",1
"Q9BTX3_IDR_143_173",1
"Q9BU19_IDR_124_325",0.526100875069542
"Q9BU19_IDR_459_519",0.473899124930458
"Q9BU23_IDR_657_707",1
"Q9BU61_IDR_1_40",1
"Q9BU68_IDR_1_103",1
"Q9BU70_IDR_168_320",1
"Q9BU76_IDR_1_50",0.524536624655517
"Q9BU76_IDR_53_263",0.475463375344483
"Q9BUI4_IDR_161_227",1
"Q9BUJ2_IDR_36_207",0.478419957409328
"Q9BUJ2_IDR_600_856",0.521580042590672
"Q9BUL5_IDR_1_334",1
"Q9BUL9_IDR_155_199",1
"Q9BUN1_IDR_18_64",0.309516963279553
"Q9BUN1_IDR_264_304",0.33008074741246
"Q9BUN1_IDR_66_112",0.360402289307986
"Q9BUN5_IDR_1_82",1
"Q9BUN8_IDR_215_251",1
"Q9BUP0_IDR_1_80",1
"Q9BUQ8_IDR_1_275",0.478323601304866
"Q9BUQ8_IDR_278_347",0.521676398695134
"Q9BUR4_IDR_1_143",1
"Q9BUT9_IDR_1_90",1
"Q9BUU2_IDR_60_141",1
"Q9BUV0_IDR_1_290",1
"Q9BUY5_IDR_87_145",1
"Q9BV36_IDR_139_600",0.535819847881472
"Q9BV36_IDR_26_86",0.464180152118528
"Q9BV38_IDR_364_395",1
"Q9BV44_IDR_1_33",0.532256803851679
"Q9BV44_IDR_140_222",0.467743196148321
"Q9BV47_IDR_1_39",1
"Q9BV68_IDR_274_311",0.518393543599698
"Q9BV68_IDR_43_142",0.481606456400302
"Q9BVC5_IDR_62_230",1
"Q9BVC6_IDR_1_48",1
"Q9BVG4_IDR_163_233",1
"Q9BVG8_IDR_1_177",0.501256623681441
"Q9BVG8_IDR_773_833",0.498743376318559
"Q9BVG9_IDR_1_49",0.501331798772914
"Q9BVG9_IDR_435_487",0.498668201227086
"Q9BVH7_IDR_1_73",1
"Q9BVI0_IDR_138_648",0.485200377922623
"Q9BVI0_IDR_784_930",0.514799622077377
"Q9BVJ6_IDR_1_83",0.344057673339037
"Q9BVJ6_IDR_286_589",0.333224196664394
"Q9BVJ6_IDR_738_771",0.322718129996569
"Q9BVL2_IDR_1_244",0.636620614245507
"Q9BVL2_IDR_430_599",0.363379385754493
"Q9BVN2_IDR_1_454",0.531332151563839
"Q9BVN2_IDR_670_841",0.468667848436162
"Q9BVP2_IDR_1_125",0.434990583317671
"Q9BVP2_IDR_459_549",0.56500941668233
"Q9BVS4_IDR_303_535",1
"Q9BVS5_IDR_412_443",0.523641072477675
"Q9BVS5_IDR_43_147",0.476358927522325
"Q9BVT8_IDR_176_208",0.447982277414203
"Q9BVT8_IDR_1_99",0.552017722585797
"Q9BVV2_IDR_1_34",1
"Q9BVV6_IDR_1_106",0.152813124457507
"Q9BVV6_IDR_1300_1440",0.16634338616492
"Q9BVV6_IDR_139_195",0.170674225323316
"Q9BVV6_IDR_197_527",0.137084056921222
"Q9BVV6_IDR_537_1297",0.21290886627133
"Q9BW19_IDR_1_150",1
"Q9BW61_IDR_65_102",1
"Q9BW62_IDR_77_180",1
"Q9BW71_IDR_38_422",0.489477401008123
"Q9BW71_IDR_470_556",0.510522598991877
"Q9BW72_IDR_1_32",1
"Q9BW85_IDR_104_148",0.491214494349705
"Q9BW85_IDR_160_323",0.508785505650295
"Q9BWC9_IDR_25_175",1
"Q9BWE0_IDR_1_373",1
"Q9BWF2_IDR_279_412",0.504539669687654
"Q9BWF2_IDR_428_461",0.495460330312346
"Q9BWF3_IDR_149_364",1
"Q9BWG4_IDR_77_385",1
"Q9BWG6_IDR_66_186",1
"Q9BWH2_IDR_1_50",1
"Q9BWH6_IDR_264_321",0.50821771558145
"Q9BWH6_IDR_35_232",0.491782284418549
"Q9BWK5_IDR_19_49",0.462370660056623
"Q9BWK5_IDR_72_142",0.537629339943377
"Q9BWL3_IDR_1_42",0.493482756168611
"Q9BWL3_IDR_194_253",0.506517243831389
"Q9BWN1_IDR_1_473",0.487967740790709
"Q9BWN1_IDR_526_560",0.512032259209291
"Q9BWP8_IDR_1_122",1
"Q9BWQ6_IDR_1_72",1
"Q9BWQ8_IDR_1_85",1
"Q9BWS9_IDR_1_43",1
"Q9BWT1_IDR_1_234",1
"Q9BWT3_IDR_498_736",1
"Q9BWV7_IDR_423_546",0.472441237396204
"Q9BWW4_IDR_76_388",1
"Q9BWW8_IDR_1_36",0.477980365706565
"Q9BWW8_IDR_84_139",0.522019634293435
"Q9BWW9_IDR_353_433",1
"Q9BWX1_IDR_303_381",1
"Q9BWX5_IDR_1_207",0.546770490558673
"Q9BWX5_IDR_219_397",0.453229509441327
"Q9BX10_IDR_1_67",1
"Q9BX26_IDR_390_1339",1
"Q9BX40_IDR_351_385",0.483696333005319
"Q9BX40_IDR_83_307",0.516303666994681
"Q9BX46_IDR_203_236",1
"Q9BX59_IDR_430_468",1
"Q9BX63_IDR_197_239",0.337312074905126
"Q9BX63_IDR_71_194",0.309437361317009
"Q9BX63_IDR_893_1249",0.353250563777865
"Q9BX66_IDR_1_793",0.458760025723043
"Q9BX66_IDR_929_1236",0.541239974276957
"Q9BX67_IDR_273_310",1
"Q9BXB4_IDR_1_57",0.457005879473126
"Q9BXB4_IDR_162_366",0.542994120526874
"Q9BXB5_IDR_1_75",0.47291352738956
"Q9BXB5_IDR_178_395",0.527086472610439
"Q9BXB7_IDR_1_106",1
"Q9BXC0_IDR_294_346",1
"Q9BXF3_IDR_171_239",0.308288576675486
"Q9BXF3_IDR_288_445",0.309793954975139
"Q9BXF3_IDR_540_1484",0.381917468349375
"Q9BXF6_IDR_174_595",1
"Q9BXF9_IDR_1_48",1
"Q9BXG8_IDR_319_430",0.484101087722768
"Q9BXG8_IDR_85_206",0.515898912277233
"Q9BXI6_IDR_1_52",0.520228570681861
"Q9BXI6_IDR_375_508",0.479771429318139
"Q9BXI9_IDR_1_45",0.527343110059592
"Q9BXI9_IDR_68_138",0.472656889940408
"Q9BXJ0_IDR_1_100",1
"Q9BXJ1_IDR_1_140",1
"Q9BXJ2_IDR_15_141",1
"Q9BXN1_IDR_1_62",1
"Q9BXN2_IDR_1_114",1
"Q9BXP2_IDR_1_60",0.340301108819559
"Q9BXP2_IDR_683_720",0.31169944055235
"Q9BXP2_IDR_807_863",0.347999450628091
"Q9BXP5_IDR_1_95",0.320503481862004
"Q9BXP5_IDR_258_415",0.311907639852471
"Q9BXP5_IDR_540_598",0.367588878285525
"Q9BXP8_IDR_94_253",1
"Q9BXQ6_IDR_1_189",0.513616597080284
"Q9BXQ6_IDR_251_309",0.486383402919716
"Q9BXR5_IDR_781_811",1
"Q9BXS0_IDR_1_39",0.475913998275954
"Q9BXS0_IDR_98_654",0.524086001724046
"Q9BXS4_IDR_190_265",1
"Q9BXS6_IDR_45_441",1
"Q9BXS9_IDR_593_660",1
"Q9BXT2_IDR_1_35",1
"Q9BXV9_IDR_54_100",1
"Q9BXW6_IDR_429_539",1
"Q9BXW7_IDR_1_42",1
"Q9BXW9_IDR_1400_1451",0.374844297958036
"Q9BXW9_IDR_1_44",0.310613284070274
"Q9BXW9_IDR_849_914",0.31454241797169
"Q9BXX0_IDR_111_255",0.237835608731607
"Q9BXX0_IDR_511_542",0.259958081617686
"Q9BXX0_IDR_77_108",0.221272872791555
"Q9BXX0_IDR_776_899",0.280933436859153
"Q9BXX2_IDR_265_1024",1
"Q9BXX3_IDR_1062_1107",0.48056147754496
"Q9BXX3_IDR_265_1048",0.51943852245504
"Q9BXY0_IDR_194_279",1
"Q9BXY4_IDR_202_272",1
"Q9BXY8_IDR_1_57",1
"Q9BY07_IDR_217_293",0.329348357573877
"Q9BY07_IDR_41_91",0.314318896988051
"Q9BY07_IDR_419_482",0.356332745438072
"Q9BY08_IDR_1_33",1
"Q9BY11_IDR_307_384",1
"Q9BY12_IDR_157_545",0.361492880378518
"Q9BY12_IDR_38_95",0.317745450062857
"Q9BYC5_IDR_1_34",1
"Q9BYD3_IDR_1_42",1
"Q9BYD6_IDR_1_74",1
"Q9BYE0_IDR_127_218",1
"Q9BYE2_IDR_1_197",1
"Q9BYE3_IDR_1_92",1
"Q9BYE7_IDR_1_119",1
"Q9BYE9_IDR_1228_1276",1
"Q9BYF1_IDR_765_805",1
"Q9BYG3_IDR_139_184",0.501342008340503
"Q9BYG3_IDR_187_293",0.498657991659497
"Q9BYG4_IDR_103_142",0.495967703409244
"Q9BYG4_IDR_252_373",0.504032296590756
"Q9BYG5_IDR_251_368",1
"Q9BYH1_IDR_24_236",1
"Q9BYH8_IDR_1_400",1
"Q9BYI3_IDR_307_510",1
"Q9BYJ0_IDR_132_196",1
"Q9BYJ9_IDR_1_46",0.479691461751395
"Q9BYJ9_IDR_196_369",0.520308538248604
"Q9BYQ0_IDR_1_159",1
"Q9BYQ2_IDR_1_153",1
"Q9BYQ3_IDR_1_157",1
"Q9BYQ4_IDR_1_174",1
"Q9BYQ5_IDR_1_204",1
"Q9BYQ6_IDR_1_181",1
"Q9BYQ7_IDR_1_146",1
"Q9BYQ8_IDR_1_208",1
"Q9BYQ9_IDR_1_171",1
"Q9BYR2_IDR_1_167",1
"Q9BYR3_IDR_1_152",1
"Q9BYR4_IDR_1_193",1
"Q9BYR5_IDR_1_136",1
"Q9BYR9_IDR_1_128",1
"Q9BYS1_IDR_1_160",1
"Q9BYT3_IDR_31_98",0.507666323138558
"Q9BYT3_IDR_405_514",0.492333676861442
"Q9BYT5_IDR_1_123",1
"Q9BYT9_IDR_1_152",1
"Q9BYU1_IDR_259_374",0.469356175909054
"Q9BYU1_IDR_62_127",0.530643824090946
"Q9BYU5_IDR_1_128",1
"Q9BYV1_IDR_1_45",1
"Q9BYV6_IDR_329_441",0.560912946488208
"Q9BYV6_IDR_447_532",0.439087053511792
"Q9BYV7_IDR_1_41",1
"Q9BYV8_IDR_318_373",0.473646948794323
"Q9BYV8_IDR_82_137",0.526353051205677
"Q9BYV9_IDR_134_611",0.488898923100497
"Q9BYV9_IDR_737_822",0.511101076899503
"Q9BYZ6_IDR_302_367",1
"Q9BZ11_IDR_726_813",1
"Q9BZ19_IDR_1_88",1
"Q9BZ23_IDR_1_206",1
"Q9BZ29_IDR_1189_1288",0.345543051092336
"Q9BZ29_IDR_1_36",0.323401129693596
"Q9BZ29_IDR_287_320",0.331055819214068
"Q9BZ67_IDR_376_408",1
"Q9BZ71_IDR_281_384",0.258834451463917
"Q9BZ71_IDR_490_534",0.258647691172186
"Q9BZ71_IDR_64_123",0.252035635216952
"Q9BZ71_IDR_909_974",0.230482222146945
"Q9BZ72_IDR_1282_1349",0.183019171086024
"Q9BZ72_IDR_256_365",0.217255809800004
"Q9BZ72_IDR_368_419",0.220500947691658
"Q9BZ72_IDR_579_709",0.189759206469362
"Q9BZ72_IDR_840_898",0.189464864952952
"Q9BZ76_IDR_1199_1235",1
"Q9BZ81_IDR_1_36",0.514343159417217
"Q9BZ81_IDR_243_275",0.485656840582783
"Q9BZ95_IDR_1_262",0.52069086295507
"Q9BZ95_IDR_396_700",0.47930913704493
"Q9BZA7_IDR_837_1256",1
"Q9BZA8_IDR_869_1250",1
"Q9BZC1_IDR_1_50",0.48543290246985
"Q9BZC1_IDR_282_354",0.51456709753015
"Q9BZC7_IDR_1324_1424",0.367671897025687
"Q9BZC7_IDR_2367_2417",0.287370501824265
"Q9BZC7_IDR_350_398",0.344957601150048
"Q9BZD2_IDR_1_44",1
"Q9BZF1_IDR_1_124",0.319076938098871
"Q9BZF1_IDR_273_402",0.371510148694758
"Q9BZF1_IDR_771_877",0.309412913206371
"Q9BZF2_IDR_144_466",1
"Q9BZF3_IDR_1_66",0.230893271390225
"Q9BZF3_IDR_184_278",0.257453585438
"Q9BZF3_IDR_281_381",0.229652904306027
"Q9BZF3_IDR_395_553",0.282000238865748
"Q9BZF9_IDR_257_631",0.49566651789749
"Q9BZF9_IDR_656_706",0.50433348210251
"Q9BZG1_IDR_227_259",1
"Q9BZG8_IDR_1_34",0.496116659594542
"Q9BZG8_IDR_398_443",0.503883340405458
"Q9BZI1_IDR_173_459",1
"Q9BZI7_IDR_1_48",0.511046275983602
"Q9BZI7_IDR_209_483",0.488953724016398
"Q9BZJ0_IDR_152_183",0.490650580438617
"Q9BZJ0_IDR_83_118",0.509349419561383
"Q9BZJ3_IDR_1_34",1
"Q9BZJ4_IDR_1_34",1
"Q9BZR6_IDR_289_455",1
"Q9BZR8_IDR_33_157",1
"Q9BZR9_IDR_393_434",1
"Q9BZS1_IDR_1_188",0.502610656596452
"Q9BZS1_IDR_244_309",0.497389343403548
"Q9BZV1_IDR_1_114",1
"Q9BZV2_IDR_202_254",0.510312288260906
"Q9BZV2_IDR_466_496",0.489687711739094
"Q9BZV3_IDR_169_236",0.271648998219917
"Q9BZV3_IDR_35_74",0.248059045473115
"Q9BZV3_IDR_393_835",0.480291956306967
"Q9BZW2_IDR_163_233",1
"Q9BZW7_IDR_1_36",0.331961512636271
