"","GO0051650_establishment_of_vesicle_localization"
"Q5T5X7_IDR_647_705",0.250710207027766
"Q5T5Y3_IDR_347_701",0.424120938595212
"Q5T5Y3_IDR_705_1460",0.575879061404788
"Q5T601_IDR_1_40",0.495166316059864
"Q5T601_IDR_855_890",0.504833683940136
"Q5T619_IDR_1_278",1
"Q5T653_IDR_252_305",1
"Q5T681_IDR_1_33",0.258918919400869
"Q5T681_IDR_41_77",0.239907502455151
"Q5T7P8_IDR_141_227",0.514789836056463
"Q5T7R7_IDR_81_152",1
"Q5T7W0_IDR_105_189",0.232034416630754
"Q5T7W0_IDR_1_99",0.259472508824695
"Q5T7W0_IDR_211_255",0.265174547229316
"Q5T7W0_IDR_282_460",0.243318527315234
"Q5T7W7_IDR_463_516",1
"Q5T848_IDR_1177_1215",0.310015150594163
"Q5T848_IDR_1_73",0.331044931261065
"Q5T848_IDR_669_1168",0.358939918144772
"Q5TAH2_IDR_1094_1124",1
"Q5TAP6_IDR_1_41",0.244960258822733
"Q5TAP6_IDR_285_594",0.341887712984269
"Q5TAP6_IDR_51_83",0.205942932843975
"Q5TAP6_IDR_735_766",0.207209095349022
"Q5TAQ9_IDR_1_135",0.549268485968962
"Q5TAQ9_IDR_553_597",0.450731514031038
"Q5TAT6_IDR_1_717",1
"Q5TCQ9_IDR_1110_1464",0.178171338648858
"Q5TCQ9_IDR_815_847",0.162153553619657
"Q5TCQ9_IDR_941_1002",0.157534797391239
"Q5TCS8_IDR_1039_1079",0.15563292657595
"Q5TCS8_IDR_1191_1255",0.1672372546422
"Q5TCS8_IDR_186_226",0.169855286222474
"Q5TCS8_IDR_488_576",0.167558262364388
"Q5TCS8_IDR_697_810",0.167693718426434
"Q5TCS8_IDR_893_925",0.172022551768554
"Q5TCX8_IDR_1_38",0.482404660434371
"Q5TF39_IDR_410_518",0.54926251880824
"Q5TF58_IDR_1_183",0.352778142997242
"Q5TF58_IDR_312_362",0.323372262338513
"Q5TF58_IDR_481_517",0.323849594664245
"Q5TFG8_IDR_143_222",0.51470934339812
"Q5TFG8_IDR_42_127",0.48529065660188
"Q5TGI0_IDR_339_409",1
"Q5TGI4_IDR_67_121",1
"Q5TGJ6_IDR_87_251",1
"Q5TGS1_IDR_85_171",1
"Q5TGY1_IDR_1_31",0.525845943254651
"Q5TGY1_IDR_524_634",0.474154056745349
"Q5TGY3_IDR_1_1603",1
"Q5TH69_IDR_1036_1103",0.206490183370852
"Q5TH69_IDR_1413_1443",0.200604520813974
"Q5TH69_IDR_179_212",0.200757076408367
"Q5TH69_IDR_1944_2105",0.199637758882142
"Q5TH69_IDR_464_660",0.192510460524665
"Q5TH74_IDR_1_75",0.509951184823207
"Q5TH74_IDR_96_267",0.490048815176793
"Q5TZJ5_IDR_1_1347",1
"Q5U4P2_IDR_103_140",0.498374829097668
"Q5U4P2_IDR_1_49",0.501625170902332
"Q5U5Q3_IDR_1_228",1
"Q5U5R9_IDR_1_124",1
"Q5U5X8_IDR_1_62",0.521270548086362
"Q5U5X8_IDR_65_452",0.478729451913638
"Q5U5Z8_IDR_108_140",0.304059837534484
"Q5U5Z8_IDR_36_77",0.321354640036238
"Q5U5Z8_IDR_696_889",0.374585522429278
"Q5U623_IDR_1_572",1
"Q5U651_IDR_1_142",0.486343179271465
"Q5U651_IDR_257_369",0.513656820728535
"Q5UAW9_IDR_298_335",1
"Q5UCC4_IDR_1_47",0.474353318421915
"Q5UCC4_IDR_193_224",0.525646681578085
"Q5UE93_IDR_339_409",1
"Q5UIP0_IDR_958_2414",1
"Q5VIR6_IDR_368_415",1
"Q5VIY5_IDR_50_187",1
"Q5VT25_IDR_1596_1732",0.180781416686883
"Q5VT52_IDR_147_252",0.537017351462484
"Q5VT52_IDR_294_1443",0.462982648537516
"Q5VT97_IDR_1032_1082",0.52546233584106
"Q5VT97_IDR_1_652",0.47453766415894
"Q5VTB9_IDR_31_71",0.508776259931497
"Q5VTB9_IDR_75_492",0.491223740068503
"Q5VTD9_IDR_1_104",0.500897246134217
"Q5VTD9_IDR_113_148",0.499102753865783
"Q5VTH2_IDR_105_177",1
"Q5VTH9_IDR_1_109",0.236798139560381
"Q5VTH9_IDR_165_217",0.238344373850169
"Q5VTH9_IDR_333_387",0.244831114153527
"Q5VTH9_IDR_430_465",0.280026372435924
"Q5VTJ3_IDR_300_375",0.525032582237686
"Q5VTJ3_IDR_45_255",0.474967417762314
"Q86VV4_IDR_411_465",0.339310240624071
"Q86VV4_IDR_46_283",0.336026796729551
"Q86VV8_IDR_120_165",0.335411301111346
"Q86VV8_IDR_1531_1565",0.331991958787077
"Q86VV8_IDR_279_360",0.332596740101578
"Q86VW1_IDR_541_577",1
"Q86VW2_IDR_31_154",0.506075430430154
"Q86VW2_IDR_485_580",0.493924569569846
"Q86VY4_IDR_1_200",0.475465284738908
"Q86VY4_IDR_387_417",0.524534715261092
"Q86VY9_IDR_1_51",0.325393221360775
"Q86VY9_IDR_60_104",0.334676290282301
"Q86WG3_IDR_1_150",0.494236668677774
"Q86WG3_IDR_330_371",0.505763331322226
"Q86WG5_IDR_1027_1103",0.258564180607199
"Q86WG5_IDR_1269_1305",0.253191395033735
"Q86WG5_IDR_1670_1731",0.245694331564634
"Q86WG5_IDR_770_807",0.242550092794432
"Q86WH2_IDR_1_46",1
"Q86WI3_IDR_98_136",1
"Q86WK6_IDR_403_437",0.490877590589202
"Q86WK6_IDR_448_485",0.509122409410798
"Q86WK7_IDR_411_449",1
"Q86WN1_IDR_414_467",0.545104608019071
"Q86WN1_IDR_609_690",0.454895391980929
"Q86WP2_IDR_1_378",1
"Q86WR0_IDR_168_208",1
"Q86WR6_IDR_137_236",0.512695439097941
"Q86WR6_IDR_1_42",0.487304560902059
"Q86WR7_IDR_1_50",0.491468140704776
"Q86WR7_IDR_73_399",0.508531859295224
"Q86WS3_IDR_123_158",1
"Q86X51_IDR_1_503",1
"Q86X52_IDR_1_68",1
"Q86X53_IDR_1_363",1
"Q86X76_IDR_1_44",1
"Q86X95_IDR_149_450",1
"Q86XD5_IDR_1_134",0.52144832502924
"Q86XD5_IDR_146_332",0.47855167497076
"Q86XD8_IDR_161_663",1
"Q86XE3_IDR_89_131",1
"Q86XF7_IDR_1_148",0.489930585909547
"Q86XF7_IDR_184_214",0.510069414090453
"Q86XH1_IDR_344_382",0.522276995571419
"Q86XH1_IDR_459_491",0.477723004428581
"Q86XI6_IDR_1_58",1
"Q86XJ0_IDR_256_287",1
"Q86XJ1_IDR_289_680",1
"Q86XK2_IDR_1_150",1
"Q86XK3_IDR_1_50",0.491994052089144
"Q86XK3_IDR_75_146",0.508005947910856
"Q86XK7_IDR_261_387",1
"Q86XT2_IDR_172_251",1
"Q86XU0_IDR_64_183",1
"Q86XZ4_IDR_370_545",0.443944544141849
"Q86XZ4_IDR_84_244",0.556055455858151
"Q86Y01_IDR_160_407",1
"Q86Y07_IDR_318_470",1
"Q86Y13_IDR_1087_1144",0.241308862439966
"Q86Y13_IDR_1_85",0.264346642993827
"Q86Y13_IDR_587_752",0.262105592135823
"Q86Y13_IDR_953_1029",0.232238902430383
"Q86Y22_IDR_1_526",1
"Q86Y25_IDR_66_189",1
"Q86Y26_IDR_111_216",0.188249806698943
"Q86Y26_IDR_1_55",0.191368862528996
"Q86Y26_IDR_287_377",0.199595971914219
"Q86Y26_IDR_379_868",0.214134658709071
"Q86Y26_IDR_870_1132",0.206650700148771
"Q86Y33_IDR_1_215",1
"Q86Y34_IDR_1_38",1
"Q86Y37_IDR_1_126",0.489958537150033
"Q86YF9_IDR_609_849",0.239056012245842
"Q86YI8_IDR_1_228",1
"Q86YJ5_IDR_22_105",0.48982147176788
"Q86YJ5_IDR_267_306",0.51017852823212
"Q86YJ7_IDR_440_475",0.328875773971238
"Q86YJ7_IDR_491_525",0.358362219877422
"Q86YJ7_IDR_535_582",0.31276200615134
"Q86YL5_IDR_1_185",1
"Q86YL7_IDR_1_123",1
"Q86YM7_IDR_113_208",1
"Q86YN6_IDR_23_95",0.502016519857272
"Q86YN6_IDR_98_897",0.497983480142728
"Q86YP4_IDR_1_436",0.5298267622761
"Q86YP4_IDR_465_633",0.4701732377239
"Q86YR6_IDR_1_94",0.474793620237245
"Q86YR6_IDR_363_536",0.525206379762755
"Q86YR7_IDR_530_616",0.500113237617372
"Q86YR7_IDR_963_1114",0.499886762382628
"Q86YS3_IDR_495_564",0.575120212010292
"Q86YS3_IDR_84_347",0.424879787989708
"Q86Z02_IDR_661_906",0.248254179236529
"Q86Z02_IDR_909_1104",0.247917020535856
"Q86Z20_IDR_1_511",1
"Q86Z23_IDR_1_32",0.507301989154135
"Q86Z23_IDR_34_105",0.492698010845865
"Q8HWS3_IDR_1_117",0.281856425843927
"Q8HWS3_IDR_557_645",0.248576125097159
"Q8HWS3_IDR_647_680",0.235947021269045
"D6RA61_IDR_470_528",0.330964255351458
"D6RBM5_IDR_1_60",1
"A1A519_IDR_1_122",0.300131541561596
"A2RTX5_IDR_77_125",1
"D6RBQ6_IDR_1_56",0.333606131060044
"A1A519_IDR_147_214",0.334419505251722
"A2RU30_IDR_1_236",0.491658639743589
"A0A1B0GTI1_IDR_1_187",1
"E9PRG8_IDR_1_123",1
"D6RBQ6_IDR_379_452",0.336258632953123
"A1A519_IDR_270_310",0.365448953186682
"A2RU30_IDR_239_521",0.508341360256411
"A0A1B0GTL2_IDR_52_115",1
"F5GYI3_IDR_57_263",1
"D6RBQ6_IDR_470_528",0.330135235986833
"A7E2F4_IDR_1_180",0.217043829676872
"A2RU54_IDR_27_152",1
"A0A1B0GTR0_IDR_1_116",1
"F5H4A9_IDR_1_185",1
"D6RCP7_IDR_1_56",0.332803183865034
"A1A5B4_IDR_746_782",1
"A7E2F4_IDR_185_240",0.31806787112137
"A6NMS7_IDR_1547_1623",0.174344966178966
"A2RU67_IDR_1_122",1
"F5H4B4_IDR_66_129",0.341683036434579
"D6RCP7_IDR_379_451",0.33605482126566
"A1A5C7_IDR_1_74",0.485769865479528
"A7E2F4_IDR_267_605",0.464888299201758
"A6NMS7_IDR_1658_1700",0.188620617441554
"A2RUB1_IDR_1_666",0.479533918339044
"F5H4B4_IDR_304_403",0.339554889492704
"D6RCP7_IDR_470_528",0.331141994869306
"A1A5D9_IDR_1_54",0.225422536493554
"A7E2S9_IDR_215_258",1
"A6NMS7_IDR_1_876",0.179439884088553
"A2RUB1_IDR_915_952",0.520466081660956
"A0A1B0GTS1_IDR_1_76",0.514284556478219
"F5H4B4_IDR_517_570",0.318762074072717
"D6RGH6_IDR_1_58",0.339440954508789
"C9JL84_IDR_219_458",1
"A7E2V4_IDR_1016_1226",0.318266681415564
"A6NMT0_IDR_1_40",0.331942461002675
"A2RUB6_IDR_27_902",0.588083332130108
"A0A1B0GTS1_IDR_181_278",0.485715443521781
"D6RGH6_IDR_61_125",0.335052128765849
"Q8NEM0_IDR_98_151",0.532211990577856
"Q8NEM2_IDR_1_62",0.466871777576178
"Q8NEM2_IDR_556_639",0.533128222423822
"Q8NEM7_IDR_1_32",0.326942398655687
"Q8NEM7_IDR_226_327",0.338330729707791
"Q8NEM7_IDR_360_779",0.334726871636521
"Q8NEN0_IDR_1_263",1
"Q8NEV4_IDR_1102_1616",0.545306549746813
"Q8NEV4_IDR_879_921",0.454693450253187
"Q8NEV9_IDR_163_193",1
"Q8NEW0_IDR_165_231",1
"Q8NEW7_IDR_1_156",1
"Q8NEX6_IDR_1_36",1
"Q8NEY1_IDR_1_1414",0.515914376415286
"Q8NEY1_IDR_1821_1877",0.484085623584714
"Q8NEY3_IDR_1_48",0.460302401348265
"Q8NEY3_IDR_159_280",0.539697598651735
"Q8NEY8_IDR_1_319",0.517248778953499
"Q8NEY8_IDR_344_405",0.482751221046501
"Q8NEZ2_IDR_134_221",1
"Q8NEZ4_IDR_1_127",0.113775560182328
"Q8NEZ4_IDR_1140_1172",0.109594415565814
"Q8NEZ4_IDR_1191_3892",0.13692990742529
"Q8NEZ4_IDR_165_218",0.102737358020405
"Q8NEZ4_IDR_3930_4003",0.109389859899737
"Q8NEZ4_IDR_4026_4058",0.108950113775003
"Q8NEZ4_IDR_522_937",0.102225451307836
"Q8NF91_IDR_6103_6169",0.173311182809473
"Q8NF91_IDR_6172_6346",0.183508433141948
"Q8NF91_IDR_8212_8335",0.161282457970387
"Q8NF91_IDR_8663_8736",0.141474135020953
"Q8NF99_IDR_133_284",1
"Q8NFA0_IDR_1331_1504",0.490432160154207
"Q8NFA0_IDR_433_478",0.509567839845793
"Q8NFA2_IDR_297_376",1
"Q8NFC6_IDR_1_120",0.534787807249936
"Q8NFC6_IDR_159_3051",0.465212192750064
"Q8NFD2_IDR_297_354",1
"Q8NFD5_IDR_1_1236",0.234236849854397
"Q8NFD5_IDR_1267_1591",0.22811212772813
"Q8NFD5_IDR_1694_1775",0.291224495307342
"Q8NFD5_IDR_1808_1912",0.246426527110132
"Q8NFF2_IDR_1_78",0.477017377614821
"Q8NFF2_IDR_261_425",0.522982622385178
"Q8NFT6_IDR_260_335",0.240943091961886
"Q8NFT6_IDR_339_501",0.247102876847033
"Q8NFT6_IDR_96_165",0.257823854541748
"Q8NFU0_IDR_386_473",1
"Q8NFU1_IDR_372_509",1
"Q8NFU4_IDR_1_46",1
"Q8NFU5_IDR_1_37",0.50672875913566
"Q8NFU5_IDR_262_363",0.49327124086434
"Q8NFU7_IDR_1_1332",0.232395461790876
"Q8NFU7_IDR_1743_1840",0.258778726903949
"Q8NFU7_IDR_1916_1989",0.247976640477837
"Q8NFU7_IDR_2070_2109",0.260849170827339
"Q8NFV5_IDR_17_125",1
"Q8NFW1_IDR_215_269",0.341162392091728
"Q8NFW1_IDR_274_311",0.354071019624995
"Q8NFW1_IDR_317_1626",0.304766588283277
"Q8NHG8_IDR_1_147",1
"Q8NHH9_IDR_1_56",1
"Q8NHM5_IDR_1_59",0.243068787150743
"Q8NHM5_IDR_378_508",0.249893302223977
"Q8NHM5_IDR_565_652",0.224593764337312
"Q8NHM5_IDR_724_1040",0.282444146287968
"Q8NHP7_IDR_18_67",0.490459787807064
"Q8NHP7_IDR_284_470",0.509540212192936
"Q8NHP8_IDR_1_39",1
"Q8NHQ1_IDR_228_266",1
"Q8NHQ8_IDR_348_396",0.464948544998159
"Q8NHQ8_IDR_82_200",0.535051455001841
"Q8NHQ9_IDR_486_555",0.535342069838429
"Q8NHQ9_IDR_570_600",0.464657930161571
"Q8NHR7_IDR_111_157",1
"Q8NHY2_IDR_300_357",0.499900743852288
"Q8NHY3_IDR_173_216",0.516664043090632
"Q8NHY3_IDR_269_880",0.483335956909368
"Q8NHY6_IDR_154_371",0.506001310210514
"Q8NHY6_IDR_1_97",0.493998689789486
"Q8NHZ7_IDR_1_158",0.462770448824909
"Q8NHZ7_IDR_178_208",0.537229551175091
"Q8NHZ8_IDR_21_85",1
"Q8NI08_IDR_1_114",0.267482909917303
"Q8NI08_IDR_162_215",0.258442902209575
"Q8NI08_IDR_307_652",0.474074187873122
"Q8NI22_IDR_1_47",1
"Q8NI27_IDR_1177_1593",1
"Q8NI32_IDR_1_32",1
"Q8NI35_IDR_1008_1057",0.110307049190518
"Q8NI35_IDR_1164_1219",0.106796215679706
"Q8NI35_IDR_455_515",0.116685827967831
"Q8NI35_IDR_641_675",0.12018270792693
"Q8NI35_IDR_777_807",0.113029755012081
"Q8NI35_IDR_839_985",0.120568002631607
"Q8TAC9_IDR_203_235",1
"Q8TAD2_IDR_1_33",0.500228724365126
"Q8TAD2_IDR_49_87",0.499771275634875
"Q8TAD4_IDR_1_32",0.520591530966805
"Q8TAD4_IDR_545_588",0.479408469033195
"Q8TAD7_IDR_1_36",1
"Q8TAD8_IDR_1_223",1
"Q8TAE6_IDR_1_70",1
"Q8TAE8_IDR_1_38",0.454488466182901
"Q8TAE8_IDR_182_222",0.545511533817099
"Q8TAF7_IDR_59_200",1
"Q8TAG5_IDR_153_214",1
"Q8TAG6_IDR_21_207",1
"Q8TAG9_IDR_230_276",1
"Q8TAK5_IDR_314_448",1
"Q8TAK6_IDR_1_118",0.531135841979706
"Q8TAK6_IDR_183_271",0.468864158020294
"Q8TAL5_IDR_145_182",0.324066133591877
"Q8TAL5_IDR_272_431",0.343020369629142
"Q8TAL5_IDR_82_123",0.332913496778981
"Q8TAW3_IDR_99_172",0.48504648978821
"Q8TAX0_IDR_1_172",1
"Q8TAX7_IDR_19_353",1
"Q8TAY7_IDR_1_242",1
"Q8TAZ6_IDR_1_67",0.492593190713602
"Q8TAZ6_IDR_205_248",0.507406809286398
"Q8TB03_IDR_288_319",1
"Q8TB05_IDR_21_177",1
"Q8TB22_IDR_1_63",1
"Q8TB24_IDR_1_46",0.329999649529053
"Q8TB24_IDR_181_218",0.334486316228037
"Q8TB24_IDR_242_581",0.33551403424291
"Q8TB37_IDR_12_60",1
"Q8TB45_IDR_1_41",1
"Q8TB52_IDR_143_337",1
"Q8TB68_IDR_32_257",1
"Q8TB69_IDR_51_179",1
"Q8TBA6_IDR_27_304",0.31261996862691
"Q8TBA6_IDR_306_350",0.233074185725727
"Q8TBA6_IDR_445_475",0.224423393541811
"Q8TBG4_IDR_442_499",1
"Q8TBG9_IDR_206_265",1
"Q8TBJ4_IDR_282_325",1
"Q8TBJ5_IDR_1_272",1
"Q8TBK6_IDR_1_46",0.465834305121509
"Q8TBK6_IDR_61_192",0.534165694878491
"Q8TBM8_IDR_220_262",0.514267811811906
"Q8TBM8_IDR_54_90",0.485732188188094
"Q8TBN0_IDR_1_90",0.520216228482062
"Q8TBN0_IDR_92_218",0.479783771517938
"Q8TBP0_IDR_1_31",0.341427003789804
"Q8TBP0_IDR_712_767",0.309659900239554
"Q8TBP0_IDR_91_286",0.348913095970642
"Q8TBP5_IDR_1_118",0.471623813942995
"Q8TBP5_IDR_144_190",0.528376186057005
"Q8TBP6_IDR_1_46",1
"Q8TBX8_IDR_1_35",0.485380667926334
"Q8TBX8_IDR_294_346",0.514619332073666
"Q8TBY8_IDR_191_246",0.338387779425315
"Q8TBY8_IDR_848_894",0.331437512251472
"Q8TC36_IDR_1_130",1
"Q8TC41_IDR_1_142",0.499690259820007
"Q8TC41_IDR_175_255",0.500309740179993
"Q8TC44_IDR_366_423",1
"Q8TC56_IDR_180_532",1
"Q8TC57_IDR_458_530",1
"Q8TC59_IDR_1_212",1
"Q8TC71_IDR_137_294",0.353257448379607
"Q8TC71_IDR_493_538",0.297203267438672
"Q8TC71_IDR_90_135",0.349539284181722
"Q8TCU4_IDR_1_4097",1
"Q8TCU5_IDR_62_119",0.522579489865588
"Q8TCU5_IDR_986_1075",0.477420510134412
"Q8TCU6_IDR_1109_1142",0.500104282928646
"Q8TCU6_IDR_1_44",0.499895717071354
"Q8TCX5_IDR_595_670",1
"Q8TCY5_IDR_48_172",1
"Q8TCY9_IDR_140_176",0.516407413282985
"Q8TCY9_IDR_1_65",0.483592586717015
"Q8TCZ2_IDR_1_262",1
"Q8TD06_IDR_1_32",1
"Q8TD08_IDR_348_520",1
"Q8TD91_IDR_313_449",1
"Q8TD94_IDR_20_196",0.477912025347301
"Q8TD94_IDR_266_323",0.522087974652699
"Q8TDB4_IDR_1_43",0.472210171538496
"Q8TDB4_IDR_70_240",0.527789828461504
"Q8TDB6_IDR_196_232",0.337926623750823
"Q8TDB6_IDR_510_556",0.331617074394913
"Q8TDB6_IDR_91_122",0.330456301854265
"Q8TDC0_IDR_1_161",0.537521790456641
"Q8TDC0_IDR_164_218",0.462478209543359
"Q8TDC3_IDR_363_589",0.519449802700486
"Q8TDI8_IDR_1_106",1
"Q8TDJ6_IDR_1280_1321",0.110683219819266
"Q8TDJ6_IDR_1913_2032",0.125457102924344
"Q8TDJ6_IDR_2095_2129",0.113751642772348
"Q8TDJ6_IDR_2393_2442",0.102661259222978
"Q8TDJ6_IDR_2468_2500",0.1135060660319
"Q8TDJ6_IDR_284_332",0.104076052759811
"Q8TDJ6_IDR_416_482",0.120759557251951
"Q8TDJ6_IDR_570_602",0.104348165862035
"Q8TDJ6_IDR_921_963",0.104756933355368
"Q8TDM0_IDR_1_32",0.499475178317591
"Q8TDM0_IDR_178_211",0.500524821682409
"Q8TDM6_IDR_1435_1496",0.197647404548269
"Q8TDM6_IDR_1665_1714",0.206305388652913
"Q8TDM6_IDR_560_612",0.212453568851555
"Q8TDM6_IDR_804_1342",0.178639257474032
"Q8TDM6_IDR_92_187",0.204954380473231
"Q8TDN1_IDR_1_56",0.46349341124713
"Q8TDN1_IDR_476_519",0.536506588752869
"Q8TDN2_IDR_1_40",0.459901386330904
"Q8TDW7_IDR_4177_4353",0.469024370474663
"Q8TDW7_IDR_4355_4541",0.530975629525337
"Q8TDX6_IDR_1_54",1
"Q8TDX9_IDR_100_130",0.201631308767346
"Q8TDX9_IDR_1024_1112",0.203855149904749
"Q8TDX9_IDR_2019_2129",0.185191412282268
"Q8TDX9_IDR_2810_2849",0.206064530337745
"Q8TDX9_IDR_965_1010",0.203257598707893
"Q8TDY2_IDR_1264_1317",0.289336596740031
"Q8TDY2_IDR_1383_1494",0.24407877777533
"Q8TDY2_IDR_221_300",0.231984923336734
"Q8TDY2_IDR_600_806",0.234599702147905
"Q8TDY4_IDR_695_870",1
"Q8TDY8_IDR_1140_1250",0.495265812238127
"Q8TDY8_IDR_982_1124",0.504734187761873
"Q8TDZ2_IDR_616_705",0.442186851387415
"Q8TDZ2_IDR_752_922",0.557813148612585
"Q8TE12_IDR_157_198",0.507949293255626
"Q8TE12_IDR_246_368",0.492050706744374
"Q8TE49_IDR_77_113",0.466099831360762
"Q8TE85_IDR_405_437",0.350274240454608
"Q8TE85_IDR_467_511",0.318994446395324
"Q8TE99_IDR_1_55",1
"Q8TEA7_IDR_714_746",1
"Q8TEA8_IDR_149_209",1
"Q8TEB1_IDR_1_130",0.48949742545952
"Q8TEB1_IDR_515_546",0.51050257454048
"Q8TEB7_IDR_328_428",1
"Q8TEB9_IDR_279_315",1
"Q8TEC5_IDR_231_408",0.343890682987128
"Q8TEC5_IDR_442_729",0.316537243524127
"Q8TEC5_IDR_77_121",0.339572073488745
"Q8TED4_IDR_239_282",1
"Q8TED9_IDR_162_204",0.234526782797287
"Q8TED9_IDR_317_393",0.244494851854385
"Q8TED9_IDR_514_768",0.294058816191674
"Q8TED9_IDR_76_157",0.226919549156653
"Q8TEE9_IDR_153_199",1
"Q8TEF2_IDR_1_89",0.498274936554603
"Q8TEF2_IDR_94_133",0.501725063445397
"Q8TER5_IDR_1430_1519",0.328831665196371
"Q8TER5_IDR_942_1034",0.323807662701062
"Q8TES7_IDR_1016_1100",0.390165895209628
"Q8TES7_IDR_1_590",0.609834104790372
"Q8TEU7_IDR_1065_1475",0.159721490235694
"Q8TEU7_IDR_121_209",0.159258748515035
"Q8TEU7_IDR_1495_1535",0.161607315300172
"Q8TEU7_IDR_1540_1601",0.167879457684624
"Q8TEU7_IDR_213_247",0.186325217262304
"Q8TEU7_IDR_625_744",0.165207771002171
"Q8TEV9_IDR_212_252",0.344177328642838
"Q8TEV9_IDR_254_369",0.330720511632137
"Q8TEV9_IDR_374_707",0.325102159725025
"Q8TEW0_IDR_145_212",0.228425059019724
"Q8TEW0_IDR_215_260",0.224308008897763
"Q8TEW0_IDR_368_453",0.206564544726264
"Q8TEW0_IDR_686_1334",0.340702387356249
"Q8TEW6_IDR_236_326",1
"Q8TEW8_IDR_124_196",0.30009142309685
"Q8TEW8_IDR_306_377",0.311417461302417
"Q8TF39_IDR_223_389",0.523056853600149
"Q8TF40_IDR_173_204",0.210466691108928
"Q8TF40_IDR_245_325",0.204854555777278
"Q8TF40_IDR_593_748",0.19600856862253
"Q8TF40_IDR_68_114",0.187556898210627
"Q8TF40_IDR_758_969",0.201113286280637
"Q8TF42_IDR_1_34",0.510652307535869
"Q8TF42_IDR_349_380",0.489347692464131
"Q8TF44_IDR_15_50",0.527832412818555
"Q8TF44_IDR_56_298",0.472167587181445
"Q8TF45_IDR_21_114",1
"Q8TF47_IDR_67_247",1
"Q8TF50_IDR_1_109",0.519062940689029
"Q8TF50_IDR_160_471",0.480937059310971
"Q8TF61_IDR_1_544",1
"Q8TF62_IDR_1107_1192",1
"Q8TF64_IDR_1_33",1
"Q8TF65_IDR_1_38",1
"Q8TF66_IDR_477_529",1
"Q8WUA7_IDR_12_191",1
"Q8WUB2_IDR_142_273",0.501743701054571
"Q8WUB2_IDR_1_63",0.498256298945429
"Q8WUB8_IDR_1_64",0.464813495393088
"Q8WUB8_IDR_281_374",0.535186504606912
"Q8WUD1_IDR_181_213",1
"Q8WUD4_IDR_1_101",1
"Q8WUE5_IDR_1_31",1
"Q8WUF5_IDR_1_620",1
"Q8WUF8_IDR_1_34",0.492408317259952
"Q8WUF8_IDR_219_255",0.507591682740048
"Q8WUH6_IDR_1_116",1
"Q8WUI4_IDR_1_514",0.537285181418004
"Q8WUI4_IDR_911_952",0.462714818581996
"Q8WUJ0_IDR_184_223",1
"Q8WUM0_IDR_1_66",1
"Q8WUM4_IDR_710_804",1
"Q8WUM9_IDR_250_499",1
"Q8WUN7_IDR_1_31",1
"Q8WV16_IDR_1_62",1
"Q8WV24_IDR_1_147",0.325525474362473
"Q8WV24_IDR_187_242",0.332085635429424
"Q8WV24_IDR_284_401",0.342388890208103
"Q8WV28_IDR_1_339",1
"Q8WV37_IDR_1_31",0.487065784917736
"Q8WV37_IDR_37_202",0.512934215082264
"Q8WV41_IDR_66_182",1
"Q8WV44_IDR_127_169",0.52792311693264
"Q8WV44_IDR_52_90",0.47207688306736
"Q8WV48_IDR_162_283",0.328796102100963
"Q8WV48_IDR_1_64",0.313215908867337
"Q8WV48_IDR_87_155",0.3579879890317
"Q8WV74_IDR_204_236",1
"Q8WV83_IDR_143_204",0.510460416857302
"Q8WV83_IDR_1_60",0.489539583142698
"Q8WV93_IDR_1_70",1
"Q8WV99_IDR_128_256",1
"Q8WVB6_IDR_1_166",0.255610574666152
"Q8WVB6_IDR_247_277",0.250276258568092
"Q8WVT3_IDR_1_305",1
"Q8WVV4_IDR_1_303",1
"Q8WVV9_IDR_1_70",1
"Q8WVX3_IDR_1_66",1
"Q8WVZ1_IDR_263_309",1
"Q8WVZ7_IDR_310_376",1
"Q8WW01_IDR_1_32",1
"Q8WW12_IDR_1_154",1
"Q8WW18_IDR_1_67",1
"Q8WW34_IDR_18_60",1
"Q8WW36_IDR_1_59",1
"Q8WW38_IDR_1_195",0.260194420026132
"Q8WW38_IDR_204_250",0.263081496069393
"Q8WW38_IDR_275_352",0.245635871566181
"Q8WW38_IDR_358_1117",0.231088212338293
"Q8WW52_IDR_1_36",1
"Q8WWA1_IDR_1_147",1
"Q8WWB3_IDR_73_177",1
"Q8WWB5_IDR_166_213",1
"Q8WWQ0_IDR_1280_1315",0.315467400346321
"Q8WWQ0_IDR_1430_1821",0.322019501887935
"Q8WWR9_IDR_1_45",1
"Q8WWT9_IDR_1_31",0.484453798904075
"Q8WWT9_IDR_167_223",0.515546201095925
"Q8WWU5_IDR_1_39",1
"Q8WWW0_IDR_1_119",0.487716890147477
"Q8WWW0_IDR_173_204",0.512283109852523
"Q8WWW8_IDR_120_395",0.507162154798022
"Q8WWW8_IDR_397_526",0.492837845201978
"Q8WWX8_IDR_562_614",1
"Q8WWY3_IDR_1_45",0.531650307583195
"Q8WWY3_IDR_338_448",0.468349692416805
"Q8WWY6_IDR_1_76",0.510525883705905
"Q8WWY6_IDR_82_121",0.489474116294095
"Q8WWY7_IDR_1_111",1
"Q8WWZ3_IDR_1_105",1
"Q8WWZ4_IDR_704_741",1
"Q8WWZ7_IDR_793_830",1
"Q8WX77_IDR_1_34",1
"Q8WXG1_IDR_37_67",1
"Q8WXG6_IDR_1054_1277",0.261182951342904
