"","GO0005739_mitochondrion"
"D6RCP7_IDR_379_451",0.316907605891871
"A1A5C7_IDR_1_74",0.562636891275131
"A7E2F4_IDR_267_605",0.451825880102181
"A6NMS7_IDR_1658_1700",0.206902188581242
"A2RUB1_IDR_1_666",0.440568311999472
"F5H4B4_IDR_304_403",0.362179913358464
"D6RCP7_IDR_470_528",0.335947602539418
"A1A5D9_IDR_1_54",0.222863038393763
"A7E2S9_IDR_215_258",1
"A6NMS7_IDR_1_876",0.181086659593519
"A2RUB1_IDR_915_952",0.559431688000528
"A0A1B0GTS1_IDR_1_76",0.479435198418332
"F5H4B4_IDR_517_570",0.31095556414751
"D6RGH6_IDR_1_58",0.36075108749245
"C9JL84_IDR_219_458",1
"A7E2V4_IDR_1016_1226",0.354500181623362
"A6NMT0_IDR_1_40",0.412820871981992
"A2RUB6_IDR_27_902",0.467473079666106
"A0A1B0GTS1_IDR_181_278",0.520564801581668
"D6RGH6_IDR_61_125",0.338852897395337
"Q8NEM0_IDR_98_151",0.53069961161445
"Q8NEM2_IDR_1_62",0.500207741880332
"Q8NEM2_IDR_556_639",0.499792258119668
"Q8NEM7_IDR_1_32",0.353615012426423
"Q8NEM7_IDR_226_327",0.347442671828056
"Q8NEM7_IDR_360_779",0.298942315745521
"Q8NEN0_IDR_1_263",1
"Q8NEV4_IDR_1102_1616",0.481704054146873
"Q8NEV4_IDR_879_921",0.518295945853127
"Q8NEV9_IDR_163_193",1
"Q8NEW0_IDR_165_231",1
"Q8NEW7_IDR_1_156",1
"Q8NEX6_IDR_1_36",1
"Q8NEY1_IDR_1_1414",0.542630537447028
"Q8NEY1_IDR_1821_1877",0.457369462552972
"Q8NEY3_IDR_1_48",0.605677480865969
"Q8NEY3_IDR_159_280",0.394322519134031
"Q8NEY8_IDR_1_319",0.511498619990969
"Q8NEY8_IDR_344_405",0.488501380009031
"Q8NEZ2_IDR_134_221",1
"Q8NEZ4_IDR_1_127",0.113884363035739
"Q8NEZ4_IDR_1140_1172",0.115316899207956
"Q8NEZ4_IDR_1191_3892",0.0911364206448126
"Q8NEZ4_IDR_165_218",0.107582641249388
"Q8NEZ4_IDR_3930_4003",0.113059520589334
"Q8NEZ4_IDR_4026_4058",0.112809173528192
"Q8NEZ4_IDR_522_937",0.0969072132605622
"Q8NF91_IDR_6103_6169",0.18061848486323
"Q8NF91_IDR_6172_6346",0.151350558678175
"Q8NF91_IDR_8212_8335",0.154995205667867
"Q8NF91_IDR_8663_8736",0.169563272656224
"Q8NF99_IDR_133_284",1
"Q8NFA0_IDR_1331_1504",0.459487973071993
"Q8NFA0_IDR_433_478",0.540512026928007
"Q8NFA2_IDR_297_376",1
"Q8NFC6_IDR_1_120",0.547459143423882
"Q8NFC6_IDR_159_3051",0.452540856576118
"Q8NFD2_IDR_297_354",1
"Q8NFD5_IDR_1_1236",0.228732285631163
"Q8NFD5_IDR_1267_1591",0.251733954787659
"Q8NFD5_IDR_1694_1775",0.248687376451936
"Q8NFD5_IDR_1808_1912",0.270846383129242
"Q8NFF2_IDR_1_78",0.533290477308761
"Q8NFF2_IDR_261_425",0.466709522691239
"Q8NFT6_IDR_260_335",0.20734871319867
"Q8NFT6_IDR_339_501",0.2394406781302
"Q8NFT6_IDR_96_165",0.291320778508458
"Q8NFU0_IDR_386_473",1
"Q8NFU1_IDR_372_509",1
"Q8NFU4_IDR_1_46",1
"Q8NFU5_IDR_1_37",0.587739813690557
"Q8NFU5_IDR_262_363",0.412260186309443
"Q8NFU7_IDR_1_1332",0.207267212991759
"Q8NFU7_IDR_1743_1840",0.268644981402393
"Q8NFU7_IDR_1916_1989",0.230165776072946
"Q8NFU7_IDR_2070_2109",0.293922029532902
"Q8NFV5_IDR_17_125",1
"Q8NFW1_IDR_215_269",0.322424029138754
"Q8NFW1_IDR_274_311",0.390654347692444
"Q8NFW1_IDR_317_1626",0.286921623168802
"Q8NHG8_IDR_1_147",1
"Q8NHH9_IDR_1_56",1
"Q8NHM5_IDR_1_59",0.276041609138012
"Q8NHM5_IDR_378_508",0.225849443741225
"Q8NHM5_IDR_565_652",0.273772190936917
"Q8NHM5_IDR_724_1040",0.224336756183846
"Q8NHP7_IDR_18_67",0.485181293453937
"Q8NHP7_IDR_284_470",0.514818706546063
"Q8NHP8_IDR_1_39",1
"Q8NHQ1_IDR_228_266",1
"Q8NHQ8_IDR_348_396",0.354539854355427
"Q8NHQ8_IDR_82_200",0.645460145644573
"Q8NHQ9_IDR_486_555",0.534595245610698
"Q8NHQ9_IDR_570_600",0.465404754389302
"Q8NHR7_IDR_111_157",1
"Q8NHY2_IDR_300_357",0.421619733094534
"Q8NHY3_IDR_173_216",0.446172127645904
"Q8NHY3_IDR_269_880",0.553827872354096
"Q8NHY6_IDR_154_371",0.340860478076728
"Q8NHY6_IDR_1_97",0.659139521923273
"Q8NHZ7_IDR_1_158",0.461989805011982
"Q8NHZ7_IDR_178_208",0.538010194988018
"Q8NHZ8_IDR_21_85",1
"Q8NI08_IDR_1_114",0.351924852478823
"Q8NI08_IDR_162_215",0.348879984422754
"Q8NI08_IDR_307_652",0.299195163098423
"Q8NI22_IDR_1_47",1
"Q8NI27_IDR_1177_1593",1
"Q8NI32_IDR_1_32",1
"Q8NI35_IDR_1008_1057",0.110782602769597
"Q8NI35_IDR_1164_1219",0.109916196645944
"Q8NI35_IDR_455_515",0.109168539279873
"Q8NI35_IDR_641_675",0.101536866755091
"Q8NI35_IDR_777_807",0.108045888762678
"Q8NI35_IDR_839_985",0.101610615021218
"Q8TAC9_IDR_203_235",1
"Q8TAD2_IDR_1_33",0.578467798634425
"Q8TAD2_IDR_49_87",0.421532201365575
"Q8TAD4_IDR_1_32",0.552393369830765
"Q8TAD4_IDR_545_588",0.447606630169235
"Q8TAD7_IDR_1_36",1
"Q8TAD8_IDR_1_223",1
"Q8TAE6_IDR_1_70",1
"Q8TAE8_IDR_1_38",0.589286448878111
"Q8TAE8_IDR_182_222",0.410713551121889
"Q8TAF7_IDR_59_200",1
"Q8TAG5_IDR_153_214",1
"Q8TAG6_IDR_21_207",1
"Q8TAG9_IDR_230_276",1
"Q8TAK5_IDR_314_448",1
"Q8TAK6_IDR_1_118",0.599132130930922
"Q8TAK6_IDR_183_271",0.400867869069078
"Q8TAL5_IDR_145_182",0.31902781318195
"Q8TAL5_IDR_272_431",0.301467476210291
"Q8TAL5_IDR_82_123",0.379504710607759
"Q8TAW3_IDR_99_172",0.428782349779549
"Q8TAX0_IDR_1_172",1
"Q8TAX7_IDR_19_353",1
"Q8TAY7_IDR_1_242",1
"Q8TAZ6_IDR_1_67",0.493123684080545
"Q8TAZ6_IDR_205_248",0.506876315919455
"Q8TB03_IDR_288_319",1
"Q8TB05_IDR_21_177",1
"Q8TB22_IDR_1_63",1
"Q8TB24_IDR_1_46",0.29238072028618
"Q8TB24_IDR_181_218",0.348028844953713
"Q8TB24_IDR_242_581",0.359590434760106
"Q8TB37_IDR_12_60",1
"Q8TB45_IDR_1_41",1
"Q8TB52_IDR_143_337",1
"Q8TB68_IDR_32_257",1
"Q8TB69_IDR_51_179",1
"Q8TBA6_IDR_27_304",0.28779997945957
"Q8TBA6_IDR_306_350",0.236074733562339
"Q8TBA6_IDR_445_475",0.232321950081748
"Q8TBG4_IDR_442_499",1
"Q8TBG9_IDR_206_265",1
"Q8TBJ4_IDR_282_325",1
"Q8TBJ5_IDR_1_272",1
"Q8TBK6_IDR_1_46",0.57574284563278
"Q8TBK6_IDR_61_192",0.42425715436722
"Q8TBM8_IDR_220_262",0.474145785458155
"Q8TBM8_IDR_54_90",0.525854214541845
"Q8TBN0_IDR_1_90",0.440190434099386
"Q8TBN0_IDR_92_218",0.559809565900614
"Q8TBP0_IDR_1_31",0.400961592775983
"Q8TBP0_IDR_712_767",0.323819303220368
"Q8TBP0_IDR_91_286",0.27521910400365
"Q8TBP5_IDR_1_118",0.745615326952622
"Q8TBP5_IDR_144_190",0.254384673047378
"Q8TBP6_IDR_1_46",1
"Q8TBX8_IDR_1_35",0.557474010675489
"Q8TBX8_IDR_294_346",0.442525989324511
"Q8TBY8_IDR_191_246",0.32007303833689
"Q8TBY8_IDR_848_894",0.342113872107137
"Q8TC36_IDR_1_130",1
"Q8TC41_IDR_1_142",0.559976427941106
"Q8TC41_IDR_175_255",0.440023572058894
"Q8TC44_IDR_366_423",1
"Q8TC56_IDR_180_532",1
"Q8TC57_IDR_458_530",1
"Q8TC59_IDR_1_212",1
"Q8TC71_IDR_137_294",0.371407709088333
"Q8TC71_IDR_493_538",0.354216881729538
"Q8TC71_IDR_90_135",0.274375409182129
"Q8TCU4_IDR_1_4097",1
"Q8TCU5_IDR_62_119",0.572040193704619
"Q8TCU5_IDR_986_1075",0.427959806295381
"Q8TCU6_IDR_1109_1142",0.450781031222068
"Q8TCU6_IDR_1_44",0.549218968777933
"Q8TCX5_IDR_595_670",1
"Q8TCY5_IDR_48_172",1
"Q8TCY9_IDR_140_176",0.485002612958172
"Q8TCY9_IDR_1_65",0.514997387041828
"Q8TCZ2_IDR_1_262",1
"Q8TD06_IDR_1_32",1
"Q8TD08_IDR_348_520",1
"Q8TD91_IDR_313_449",1
"Q8TD94_IDR_20_196",0.510185951004278
"Q8TD94_IDR_266_323",0.489814048995722
"Q8TDB4_IDR_1_43",0.45353872954279
"Q8TDB4_IDR_70_240",0.54646127045721
"Q8TDB6_IDR_196_232",0.327102324396367
"Q8TDB6_IDR_510_556",0.342700317595533
"Q8TDB6_IDR_91_122",0.330197358008099
"Q8TDC0_IDR_1_161",0.496482735693762
"Q8TDC0_IDR_164_218",0.503517264306238
"Q8TDC3_IDR_363_589",0.478271463314215
"Q8TDI8_IDR_1_106",1
"Q8TDJ6_IDR_1280_1321",0.112670871779023
"Q8TDJ6_IDR_1913_2032",0.100183215637922
"Q8TDJ6_IDR_2095_2129",0.111119743358205
"Q8TDJ6_IDR_2393_2442",0.125901314547673
"Q8TDJ6_IDR_2468_2500",0.105010847887283
"Q8TDJ6_IDR_284_332",0.117478046038402
"Q8TDJ6_IDR_416_482",0.0991259148223229
"Q8TDJ6_IDR_570_602",0.121996987403377
"Q8TDJ6_IDR_921_963",0.106513058525792
"Q8TDM0_IDR_1_32",0.566198199700578
"Q8TDM0_IDR_178_211",0.433801800299422
"Q8TDM6_IDR_1435_1496",0.176746888677435
"Q8TDM6_IDR_1665_1714",0.217452054816026
"Q8TDM6_IDR_560_612",0.224114782867821
"Q8TDM6_IDR_804_1342",0.180730801023167
"Q8TDM6_IDR_92_187",0.20095547261555
"Q8TDN1_IDR_1_56",0.523035429916557
"Q8TDN1_IDR_476_519",0.476964570083443
"Q8TDN2_IDR_1_40",0.531703842612697
"Q8TDW7_IDR_4177_4353",0.534931290731182
"Q8TDW7_IDR_4355_4541",0.465068709268818
"Q8TDX6_IDR_1_54",1
"Q8TDX9_IDR_100_130",0.19388257494043
"Q8TDX9_IDR_1024_1112",0.167242202600219
"Q8TDX9_IDR_2019_2129",0.249866322880574
"Q8TDX9_IDR_2810_2849",0.193531116185909
"Q8TDX9_IDR_965_1010",0.195477783392867
"Q8TDY2_IDR_1264_1317",0.2264897434159
"Q8TDY2_IDR_1383_1494",0.315744985753542
"Q8TDY2_IDR_221_300",0.221539728768281
"Q8TDY2_IDR_600_806",0.236225542062276
"Q8TDY4_IDR_695_870",1
"Q8TDY8_IDR_1140_1250",0.478890204727472
"Q8TDY8_IDR_982_1124",0.521109795272528
"Q8TDZ2_IDR_616_705",0.515867981229486
"Q8TDZ2_IDR_752_922",0.484132018770514
"Q8TE12_IDR_157_198",0.496315055177833
"Q8TE12_IDR_246_368",0.503684944822167
"Q8TE49_IDR_77_113",0.545792506812556
"Q8TE85_IDR_405_437",0.355111308273622
"Q8TE85_IDR_467_511",0.335851930888825
"Q8TE99_IDR_1_55",1
"Q8TEA7_IDR_714_746",1
"Q8TEA8_IDR_149_209",1
"Q8TEB1_IDR_1_130",0.493743422663035
"Q8TEB1_IDR_515_546",0.506256577336965
"Q8TEB7_IDR_328_428",1
"Q8TEB9_IDR_279_315",1
"Q8TEC5_IDR_231_408",0.366396551827457
"Q8TEC5_IDR_442_729",0.338919494063257
"Q8TEC5_IDR_77_121",0.294683954109286
"Q8TED4_IDR_239_282",1
"Q8TED9_IDR_162_204",0.200720579128615
"Q8TED9_IDR_317_393",0.2922821908662
"Q8TED9_IDR_514_768",0.320378208322259
"Q8TED9_IDR_76_157",0.186619021682926
"Q8TEE9_IDR_153_199",1
"Q8TEF2_IDR_1_89",0.507976009814179
"Q8TEF2_IDR_94_133",0.492023990185821
"Q8TER5_IDR_1430_1519",0.337693929894845
"Q8TER5_IDR_942_1034",0.369411073982787
"Q8TES7_IDR_1016_1100",0.518317644176794
"Q8TES7_IDR_1_590",0.481682355823206
"Q8TEU7_IDR_1065_1475",0.164264201353847
"Q8TEU7_IDR_121_209",0.15792363799951
"Q8TEU7_IDR_1495_1535",0.166472667913204
"Q8TEU7_IDR_1540_1601",0.185594071137387
"Q8TEU7_IDR_213_247",0.168331839693512
"Q8TEU7_IDR_625_744",0.15741358190254
"Q8TEV9_IDR_212_252",0.373121868145009
"Q8TEV9_IDR_254_369",0.317316095898644
"Q8TEV9_IDR_374_707",0.309562035956348
"Q8TEW0_IDR_145_212",0.293573705931769
"Q8TEW0_IDR_215_260",0.273143101706804
"Q8TEW0_IDR_368_453",0.239818908644627
"Q8TEW0_IDR_686_1334",0.1934642837168
"Q8TEW6_IDR_236_326",1
"Q8TEW8_IDR_124_196",0.373130605924523
"Q8TEW8_IDR_306_377",0.343373946751174
"Q8TF39_IDR_223_389",0.434966833084397
"Q8TF40_IDR_173_204",0.199832412218198
"Q8TF40_IDR_245_325",0.21751430589531
"Q8TF40_IDR_593_748",0.200809528297626
"Q8TF40_IDR_68_114",0.199137532270223
"Q8TF40_IDR_758_969",0.182706221318644
"Q8TF42_IDR_1_34",0.566461250505839
"Q8TF42_IDR_349_380",0.433538749494161
"Q8TF44_IDR_15_50",0.468427970770137
"Q8TF44_IDR_56_298",0.531572029229863
"Q8TF45_IDR_21_114",1
"Q8TF47_IDR_67_247",1
"Q8TF50_IDR_1_109",0.379212287412016
"Q8TF50_IDR_160_471",0.620787712587984
"Q8TF61_IDR_1_544",1
"Q8TF62_IDR_1107_1192",1
"Q8TF64_IDR_1_33",1
"Q8TF65_IDR_1_38",1
"Q8TF66_IDR_477_529",1
"Q8WUA7_IDR_12_191",1
"Q8WUB2_IDR_142_273",0.499356153263462
"Q8WUB2_IDR_1_63",0.500643846736538
"Q8WUB8_IDR_1_64",0.485893101678295
"Q8WUB8_IDR_281_374",0.514106898321705
"Q8WUD1_IDR_181_213",1
"Q8WUD4_IDR_1_101",1
"Q8WUE5_IDR_1_31",1
"Q8WUF5_IDR_1_620",1
"Q8WUF8_IDR_1_34",0.554038278272438
"Q8WUF8_IDR_219_255",0.445961721727562
"Q8WUH6_IDR_1_116",1
"Q8WUI4_IDR_1_514",0.518082076429517
"Q8WUI4_IDR_911_952",0.481917923570483
"Q8WUJ0_IDR_184_223",1
"Q8WUM0_IDR_1_66",1
"Q8WUM4_IDR_710_804",1
"Q8WUM9_IDR_250_499",1
"Q8WUN7_IDR_1_31",1
"Q8WV16_IDR_1_62",1
"Q8WV24_IDR_1_147",0.3232555930231
"Q8WV24_IDR_187_242",0.276946334265072
"Q8WV24_IDR_284_401",0.399798072711827
"Q8WV28_IDR_1_339",1
"Q8WV37_IDR_1_31",0.487721160146588
"Q8WV37_IDR_37_202",0.512278839853412
"Q8WV41_IDR_66_182",1
"Q8WV44_IDR_127_169",0.495615362694075
"Q8WV44_IDR_52_90",0.504384637305925
"Q8WV48_IDR_162_283",0.268469327737213
"Q8WV48_IDR_1_64",0.469697244111776
"Q8WV48_IDR_87_155",0.261833428151011
"Q8WV74_IDR_204_236",1
"Q8WV83_IDR_143_204",0.477418949902676
"Q8WV83_IDR_1_60",0.522581050097324
"Q8WV93_IDR_1_70",1
"Q8WV99_IDR_128_256",1
"Q8WVB6_IDR_1_166",0.225702021725718
"Q8WVB6_IDR_247_277",0.228666981350756
"Q8WVT3_IDR_1_305",1
"Q8WVV4_IDR_1_303",1
"Q8WVV9_IDR_1_70",1
"Q8WVX3_IDR_1_66",1
"Q8WVZ1_IDR_263_309",1
"Q8WVZ7_IDR_310_376",1
"Q8WW01_IDR_1_32",1
"Q8WW12_IDR_1_154",1
"Q8WW18_IDR_1_67",1
"Q8WW34_IDR_18_60",1
"Q8WW36_IDR_1_59",1
"Q8WW38_IDR_1_195",0.251274004757105
"Q8WW38_IDR_204_250",0.277435265763988
"Q8WW38_IDR_275_352",0.229987186112103
"Q8WW38_IDR_358_1117",0.241303543366804
"Q8WW52_IDR_1_36",1
"Q8WWA1_IDR_1_147",1
"Q8WWB3_IDR_73_177",1
"Q8WWB5_IDR_166_213",1
"Q8WWQ0_IDR_1280_1315",0.305056223531977
"Q8WWQ0_IDR_1430_1821",0.32458670915256
"Q8WWR9_IDR_1_45",1
"Q8WWT9_IDR_1_31",0.561906385623486
"Q8WWT9_IDR_167_223",0.438093614376514
"Q8WWU5_IDR_1_39",1
"Q8WWW0_IDR_1_119",0.588420339836702
"Q8WWW0_IDR_173_204",0.411579660163298
"Q8WWW8_IDR_120_395",0.480939574160943
"Q8WWW8_IDR_397_526",0.519060425839057
"Q8WWX8_IDR_562_614",1
"Q8WWY3_IDR_1_45",0.472048973050438
"Q8WWY3_IDR_338_448",0.527951026949562
"Q8WWY6_IDR_1_76",0.47587386796952
"Q8WWY6_IDR_82_121",0.52412613203048
"Q8WWY7_IDR_1_111",1
"Q8WWZ3_IDR_1_105",1
"Q8WWZ4_IDR_704_741",1
"Q8WWZ7_IDR_793_830",1
"Q8WX77_IDR_1_34",1
"Q8WXG1_IDR_37_67",1
"Q8WXG6_IDR_1054_1277",0.233637555105772
"Q8WXG6_IDR_106_170",0.312796333642577
"Q8WXG6_IDR_437_472",0.250007122682614
"Q8WXG6_IDR_607_938",0.203558988569037
"Q8WXH0_IDR_1031_1105",0.198899236962076
"Q8WXH0_IDR_2353_2393",0.189843117393383
"Q8WXH0_IDR_3982_4491",0.199997710427972
"Q8WXH0_IDR_6349_6495",0.178819976290205
"Q8WXH0_IDR_6770_6832",0.232439958926364
"Q8WXH2_IDR_357_410",0.618537771782413
"Q8WXH2_IDR_424_723",0.381462228217587
"Q8WXH5_IDR_1_265",1
"Q8WXI2_IDR_299_400",0.330793069117222
"Q8WXI2_IDR_417_560",0.366741474838861
"Q8WXI2_IDR_672_905",0.302465456043917
"Q8WXI3_IDR_6_44",1
"Q8WXI4_IDR_1_40",1
"Q8WXU2_IDR_166_228",1
"Q8WXW3_IDR_1_60",0.278904500902643
"Q8WXW3_IDR_533_581",0.348926554084371
"Q8WXW3_IDR_669_757",0.372168945012986
"Q8WXX0_IDR_1_156",1
"Q8WXX5_IDR_182_212",1
"Q8WXX7_IDR_1_653",0.431238292654858
"Q8WXX7_IDR_655_1259",0.568761707345142
"Q8WY07_IDR_472_503",1
"Q8WY21_IDR_1125_1168",0.303506428790627
"Q8WY21_IDR_1_157",0.696493571209373
"Q8WY22_IDR_1_43",1
"Q8WY36_IDR_1_117",0.481887718592246
"Q8WY36_IDR_120_925",0.518112281407754
"Q8WY41_IDR_58_208",1
"Q8WY54_IDR_25_124",0.574794932489917
"Q8WY54_IDR_492_716",0.425205067510083
"Q8WY64_IDR_335_370",1
"Q8WY91_IDR_6_37",0.505046181910588
"Q8WY91_IDR_88_330",0.494953818089412
"Q8WYQ9_IDR_162_804",0.515939920840193
"Q8WYR1_IDR_313_511",0.427221552660948
"Q8WYR1_IDR_565_598",0.572778447339052
"Q8WYR4_IDR_225_309",1
"Q8WZ19_IDR_1_38",0.532757386881061
"Q8WZ19_IDR_281_329",0.467242613118939
"Q8WZ42_IDR_1386_1452",0.0789903520902998
"Q8WZ42_IDR_194_889",0.104919009258501
"Q8WZ42_IDR_32818_32928",0.0862438718218783
"Q8WZ42_IDR_32971_33260",0.076419022009667
"Q8WZ42_IDR_33393_33486",0.0891268453888626
"Q8WZ42_IDR_33581_33644",0.0820411796085555
"Q8WZ42_IDR_33743_33780",0.0914582459054833
"Q8WZ42_IDR_33872_33966",0.0785861157086846
"Q8WZ42_IDR_34165_34253",0.0797531331048395
"Q8WZ42_IDR_3714_4075",0.0802577695988217
"Q8WZ42_IDR_4170_4272",0.0760392066711242
"Q8WZ42_IDR_9853_12031",0.0761652488332823
"Q8WZ55_IDR_65_162",0.394376926507799
"Q92186_IDR_1_69",1
"Q92187_IDR_1_55",1
"Q92466_IDR_1_53",1
"Q92481_IDR_176_208",0.328340437260861
"Q92481_IDR_1_81",0.322285679071216
"Q92481_IDR_91_169",0.349373883667923
"Q92502_IDR_1_511",1
"Q92503_IDR_184_236",1
"Q92504_IDR_196_230",0.383347531904983
"Q92504_IDR_239_313",0.30102921202376
"Q92504_IDR_29_124",0.315623256071257
"Q92519_IDR_1_55",1
"Q92508_IDR_1333_1515",0.153936870627925
"Q92508_IDR_144_184",0.18086728818008
"Q92508_IDR_1534_1653",0.170661099005134
"Q92508_IDR_1809_1924",0.172029081178801
"Q92508_IDR_336_409",0.158707628010682
"Q92508_IDR_712_778",0.163798032997378
"Q92520_IDR_1_57",1
"Q92521_IDR_1_60",1
"Q92541_IDR_606_654",0.57369736691041
"Q92543_IDR_1_71",0.359566873735858
"Q92543_IDR_297_513",0.19975662033595
"Q92543_IDR_669_742",0.221847564555117
"Q92543_IDR_774_816",0.218828941373075
"Q92545_IDR_1158_1705",0.329994494168905
"Q92545_IDR_1_31",0.670005505831095
"Q92547_IDR_286_335",0.241339825971655
"Q92547_IDR_449_546",0.215012391661106
"Q92547_IDR_739_903",0.279043296176627
"Q92547_IDR_993_1263",0.264604486190612
"Q92551_IDR_343_394",0.478146085925784
"Q92551_IDR_98_200",0.521853914074216
"Q92558_IDR_169_504",1
"Q92560_IDR_264_542",0.324878507499138
"Q92560_IDR_566_624",0.314829342033606
"Q92560_IDR_695_729",0.360292150467256
"Q92562_IDR_719_792",1
"Q92563_IDR_1_87",0.471211661868876
"Q92563_IDR_368_423",0.528788338131124
"Q92564_IDR_1_100",1
"Q92567_IDR_1_244",1
"Q92609_IDR_415_648",0.266150967342286
"Q92609_IDR_651_717",0.268260298630917
"Q92609_IDR_719_786",0.237898513637264
"Q92610_IDR_1049_1267",0.16638128267465
"Q92610_IDR_1_68",0.202292164039912
"Q92610_IDR_73_800",0.234805877264441
"Q92610_IDR_833_863",0.208681748758951
"Q92610_IDR_914_1042",0.187838927262045
"Q92611_IDR_48_91",0.607126241201484
"Q92611_IDR_601_635",0.392873758798516
"Q92613_IDR_1_38",0.32199213194659
"Q92613_IDR_367_402",0.350594949393589
"Q92613_IDR_524_823",0.327412918659821
"Q92614_IDR_1_273",0.315762436836271
"Q92614_IDR_1938_2054",0.176300429084026
"Q92614_IDR_298_340",0.280073287009342
"Q92614_IDR_985_1018",0.227863847070361
"Q92615_IDR_1_154",0.30191802529611
"Q92615_IDR_310_341",0.344729816970844
"Q92615_IDR_395_738",0.353352157733046
"Q92625_IDR_1072_1118",0.236567645544197
"Q92625_IDR_308_663",0.24815016820541
"Q92625_IDR_832_923",0.240227949020213
"Q92626_IDR_1322_1381",1
"Q92628_IDR_1104_1244",0.472867149974861
"Q92628_IDR_142_397",0.527132850025139
"Q92630_IDR_1_150",0.412653485235602
"Q92630_IDR_538_601",0.587346514764397
"Q92633_IDR_332_364",1
"Q92636_IDR_576_607",1
"Q92664_IDR_301_365",1
"Q92665_IDR_105_252",0.476001707522243
"Q92665_IDR_1_102",0.523998292477757
"Q92667_IDR_30_603",1
"Q92674_IDR_1_61",1
"Q92681_IDR_1_565",1
"Q92686_IDR_1_78",1
"Q92688_IDR_150_251",1
"Q92692_IDR_386_526",1
"Q92698_IDR_1_65",1
"Q92766_IDR_1_317",0.177325241434164
"Q92766_IDR_319_446",0.222595640721931
"Q92766_IDR_476_700",0.231213957677526
"Q92766_IDR_702_770",0.18685447383801
"Q92766_IDR_772_1687",0.182010686328369
"Q92769_IDR_387_488",1
"Q92772_IDR_293_493",1
"Q92777_IDR_1_110",0.551964790048649
"Q92777_IDR_421_564",0.448035209951351
"Q92783_IDR_147_212",0.345174345669743
"Q92783_IDR_267_298",0.326529791084986
"Q92783_IDR_378_540",0.328295863245272
"Q92784_IDR_82_257",1
"Q92785_IDR_81_267",1
"Q92786_IDR_1_582",1
"Q92791_IDR_380_437",1
"Q92793_IDR_1_1082",0.390867818658925
"Q92793_IDR_1559_1612",0.238632965461027
"Q92793_IDR_1852_2432",0.370499215880048
"Q92794_IDR_313_474",0.540508895750403
"Q92805_IDR_636_689",0.306721361697703
"Q92806_IDR_346_393",1
"Q92817_IDR_1_34",1
"Q92819_IDR_1_58",1
"Q92823_IDR_1193_1261",1
"Q92824_IDR_1785_1819",1
"Q92826_IDR_1_220",1
"Q92828_IDR_401_467",1
"Q92830_IDR_1_90",0.578380199500631
"Q92830_IDR_383_453",0.421619800499369
"Q92831_IDR_1_89",0.700148348490098
"Q92831_IDR_366_447",0.299851651509902
"Q92833_IDR_1202_1246",0.275176820873516
"Q92833_IDR_165_549",0.329204711434377
"Q92833_IDR_43_159",0.198683847393584
"Q92833_IDR_719_805",0.196934620298523
"Q92834_IDR_370_1020",1
"Q92835_IDR_105_156",0.482515808545304
"Q92835_IDR_869_1189",0.517484191454696
"Q92837_IDR_1_31",0.262172420971775
"Q92886_IDR_153_209",0.485234385146918
"Q92887_IDR_255_304",0.513324619810792
"Q92887_IDR_866_949",0.486675380189208
"Q92888_IDR_234_393",0.494653540193542
"Q92888_IDR_761_867",0.505346459806458
"Q92889_IDR_453_543",0.45064976050459
"Q92889_IDR_646_680",0.54935023949541
"Q92890_IDR_229_262",0.529769459551517
"Q92890_IDR_272_307",0.470230540448483
"Q92896_IDR_31_107",1
"Q92900_IDR_1010_1129",0.34240439633955
"Q92900_IDR_1_113",0.296869198931131
"Q92900_IDR_962_995",0.360726404729319
"Q92902_IDR_248_322",1
"Q92903_IDR_1_70",1
"Q92904_IDR_229_295",1
"Q92908_IDR_1_115",0.256447878401584
"Q92908_IDR_133_330",0.254036184469961
"Q92908_IDR_422_464",0.261158810902049
"Q92908_IDR_477_559",0.228357126226406
"Q92945_IDR_582_614",0.222320500961987
"Q92945_IDR_630_681",0.373377544537802
"Q92947_IDR_1_45",1
"Q92949_IDR_1_117",0.490466844134728
"Q92949_IDR_208_308",0.509533155865272
"Q92952_IDR_1_44",0.340841280793758
"Q92952_IDR_49_90",0.308675084183765
"Q92952_IDR_508_543",0.350483635022477
"Q92953_IDR_471_911",1
"Q92954_IDR_1_56",0.535650695021846
"Q92954_IDR_67_1129",0.464349304978154
"Q92956_IDR_228_283",1
"Q92959_IDR_132_165",1
"Q92963_IDR_189_219",1
"Q92968_IDR_1_65",0.362693479974858
"Q92968_IDR_214_244",0.336979935646866
"Q92968_IDR_337_403",0.300326584378276
"Q92973_IDR_329_378",1
"Q92974_IDR_1_192",0.510521787613216
"Q92974_IDR_671_986",0.489478212386784
"Q93073_IDR_1_57",0.261095064255342
"Q93073_IDR_64_668",0.495371426960894
"Q93073_IDR_827_1101",0.243533508783764
"Q93074_IDR_1441_1474",0.36308251404434
"Q93074_IDR_1741_2177",0.318409619550512
"Q93074_IDR_629_720",0.318507866405148
"Q93075_IDR_1_294",0.368046888277876
"Q93075_IDR_297_343",0.31625674680138
"Q93075_IDR_345_488",0.315696364920744
"Q93079_IDR_1_36",1
"Q93086_IDR_352_422",1
"Q93097_IDR_1_50",1
"Q93100_IDR_1_34",0.544139122156151
"Q93100_IDR_674_710",0.455860877843849
"Q969E1_IDR_1_38",1
"Q969E3_IDR_1_115",1
