"","GO0000280_nuclear_division"
"Q99661_IDR_75_224",0.562284536121521
"Q99665_IDR_673_706",0.527215425190657
"Q99665_IDR_712_825",0.472784574809343
"Q99675_IDR_233_270",1
"Q99676_IDR_81_223",1
"Q99677_IDR_327_370",1
"Q99698_IDR_1174_1257",0.148112228362072
"Q99698_IDR_1487_1517",0.197257571496039
"Q99698_IDR_2075_2224",0.16624556947497
"Q99700_IDR_1_256",0.540993931745965
"Q99700_IDR_450_1313",0.459006068254035
"Q99704_IDR_254_448",1
"Q99708_IDR_1_819",0.645444617028952
"Q99708_IDR_822_897",0.354555382971048
"Q99715_IDR_2716_3063",1
"Q99717_IDR_226_259",1
"Q99719_IDR_318_369",1
"Q99726_IDR_1_68",1
"Q99728_IDR_118_426",1
"Q99732_IDR_1_53",1
"Q99733_IDR_118_155",0.489725278285103
"Q99733_IDR_341_375",0.510274721714897
"Q99741_IDR_1_152",1
"Q99742_IDR_200_240",0.496261278050419
"Q99742_IDR_409_521",0.503738721949581
"Q99747_IDR_277_310",1
"Q99935_IDR_1_212",1
"Q99941_IDR_1_498",0.359557049954285
"Q99941_IDR_522_566",0.335486317110872
"Q99941_IDR_668_703",0.304956632934843
"Q99942_IDR_143_180",1
"Q99944_IDR_1_32",1
"Q99946_IDR_1_160",0.501198145230895
"Q99946_IDR_178_208",0.498801854769105
"Q99952_IDR_304_437",1
"Q99956_IDR_142_199",0.48147578135693
"Q99956_IDR_347_384",0.51852421864307
"Q99958_IDR_159_424",0.48330323774859
"Q99958_IDR_34_69",0.51669676225141
"Q99959_IDR_1_348",1
"Q99961_IDR_248_306",1
"Q99962_IDR_248_289",1
"Q99963_IDR_246_285",1
"Q99966_IDR_1_147",1
"Q9BPX6_IDR_1_110",1
"Q9BPZ2_IDR_1_46",1
"Q9BPZ3_IDR_64_114",1
"Q9BPZ7_IDR_36_115",1
"Q9BQ04_IDR_149_359",1
"Q9BQ15_IDR_104_211",1
"Q9BQ16_IDR_1_39",0.504107259961167
"Q9BQ16_IDR_388_436",0.495892740038833
"Q9BQ31_IDR_450_491",1
"Q9BQ39_IDR_1_136",0.550976223389821
"Q9BQ39_IDR_668_737",0.449023776610179
"Q9BQ48_IDR_1_92",1
"Q9BQ50_IDR_1_46",1
"Q9BQ52_IDR_1_53",0.327391411733657
"Q9BQ52_IDR_189_235",0.340669556184521
"Q9BQ52_IDR_784_826",0.331939032081822
"Q9BQ61_IDR_1_145",1
"Q9BQ65_IDR_1_46",1
"Q9BQ66_IDR_1_199",1
"Q9BQ69_IDR_1_73",1
"Q9BQI3_IDR_1_37",0.467941617620533
"Q9BQI3_IDR_240_374",0.532058382379467
"Q9BQI4_IDR_231_270",1
"Q9BQI5_IDR_150_527",0.443389421531235
"Q9BQI5_IDR_1_68",0.556610578468765
"Q9BQI6_IDR_202_330",0.46977370014965
"Q9BQI6_IDR_716_799",0.53022629985035
"Q9BQI7_IDR_1_308",0.522772112087101
"Q9BQI7_IDR_735_771",0.477227887912899
"Q9BQI9_IDR_1_154",1
"Q9BQK8_IDR_533_589",0.458739835504045
"Q9BQK8_IDR_92_433",0.541260164495955
"Q9BQL6_IDR_141_189",1
"Q9BQM9_IDR_52_153",1
"Q9BQN1_IDR_308_747",1
"Q9BQQ3_IDR_205_440",1
"Q9BQQ7_IDR_164_232",1
"Q9BQS2_IDR_1_119",1
"Q9BQS6_IDR_1_49",1
"Q9BQS8_IDR_181_309",0.262363012522783
"Q9BRD0_IDR_1_50",0.421242629687706
"Q9BRD0_IDR_55_498",0.578757370312294
"Q9BRG2_IDR_119_267",1
"Q9BRH9_IDR_77_206",1
"Q9BRI3_IDR_20_66",1
"Q9BRJ6_IDR_1_97",1
"Q9BRJ9_IDR_146_238",0.483685256680559
"Q9BRJ9_IDR_1_89",0.516314743319441
"Q9BRK0_IDR_145_252",1
"Q9BRK4_IDR_1_586",0.45522628776253
"Q9BRK4_IDR_619_656",0.54477371223747
"Q9BRL6_IDR_94_282",1
"Q9BRN9_IDR_1_61",1
"Q9BRP0_IDR_245_275",0.510138711767301
"Q9BRP0_IDR_9_111",0.489861288232699
"Q9BRP1_IDR_105_179",1
"Q9BRP8_IDR_1_152",1
"Q9BRQ0_IDR_1_324",1
"Q9BRQ5_IDR_1_57",0.511084595949314
"Q9BRQ5_IDR_191_258",0.488915404050686
"Q9BRU9_IDR_180_249",1
"Q9BRV8_IDR_23_80",1
"Q9BRX8_IDR_1_32",1
"Q9BRY0_IDR_112_165",1
"Q9BRZ2_IDR_376_458",1
"Q9BS31_IDR_53_207",1
"Q9BS91_IDR_1_34",0.494315167976563
"Q9BS91_IDR_377_424",0.505684832023437
"Q9BS92_IDR_1_32",1
"Q9BSA4_IDR_441_534",1
"Q9BSA9_IDR_455_504",1
"Q9BSC4_IDR_497_635",0.545728882736562
"Q9BSC4_IDR_649_688",0.454271117263438
"Q9BSD3_IDR_1_194",1
"Q9BSE2_IDR_1_219",1
"Q9BSE4_IDR_214_269",0.322215943017377
"Q9BSE4_IDR_323_375",0.327653173361579
"Q9BSE4_IDR_87_142",0.350130883621044
"Q9BSE5_IDR_1_43",1
"Q9BSJ8_IDR_604_634",0.341025589494701
"Q9BSJ8_IDR_918_971",0.327675479567176
"Q9BSK1_IDR_76_162",1
"Q9BSL1_IDR_235_275",1
"Q9BSM1_IDR_1_31",1
"Q9BSQ5_IDR_1_42",0.33502558949388
"Q9BSQ5_IDR_238_293",0.349929825598006
"Q9BSQ5_IDR_385_417",0.315044584908114
"Q9BSR8_IDR_1_51",1
"Q9BST9_IDR_1_41",0.222923976425927
"Q9BST9_IDR_205_247",0.222046081963265
"Q9BST9_IDR_432_483",0.297617141642591
"Q9BST9_IDR_488_557",0.257412799968217
"Q9BSU3_IDR_163_229",1
"Q9BSV6_IDR_97_178",1
"Q9BSW2_IDR_120_155",0.496735095361918
"Q9BSW2_IDR_1_47",0.503264904638082
"Q9BSW7_IDR_37_119",1
"Q9BSY9_IDR_156_194",1
"Q9BT09_IDR_1_42",0.483342434164259
"Q9BT09_IDR_213_278",0.51665756583574
"Q9BT23_IDR_1_35",1
"Q9BT25_IDR_1_182",0.539228335917205
"Q9BT25_IDR_352_410",0.460771664082794
"Q9BT43_IDR_111_197",1
"Q9BT49_IDR_97_293",1
"Q9BT56_IDR_1_77",1
"Q9BT67_IDR_1_128",1
"Q9BTE3_IDR_147_225",1
"Q9BTE7_IDR_1_44",1
"Q9BTF0_IDR_123_202",1
"Q9BTK6_IDR_134_254",0.539395828453291
"Q9BTK6_IDR_1_86",0.46060417154671
"Q9BTL3_IDR_44_118",1
"Q9BTL4_IDR_1_205",1
"Q9BTN0_IDR_391_425",0.49059722896052
"Q9BTN0_IDR_566_611",0.50940277103948
"Q9BTP6_IDR_1_51",0.482414426135482
"Q9BTP6_IDR_176_218",0.517585573864518
"Q9BTT0_IDR_149_268",1
"Q9BTT6_IDR_462_524",1
"Q9BTU6_IDR_1_102",1
"Q9BTV6_IDR_379_427",1
"Q9BTV7_IDR_1_158",0.459078081307218
"Q9BTV7_IDR_254_296",0.540921918692782
"Q9BTX1_IDR_389_456",1
"Q9BTX3_IDR_143_173",1
"Q9BU19_IDR_124_325",0.521666568602798
"Q9BU19_IDR_459_519",0.478333431397202
"Q9BU23_IDR_657_707",1
"Q9BU61_IDR_1_40",1
"Q9BU68_IDR_1_103",1
"Q9BU70_IDR_168_320",1
"Q9BU76_IDR_1_50",0.473391236277107
"Q9BU76_IDR_53_263",0.526608763722893
"Q9BUI4_IDR_161_227",1
"Q9BUJ2_IDR_36_207",0.519446185822102
"Q9BUJ2_IDR_600_856",0.480553814177898
"Q9BUL5_IDR_1_334",1
"Q9BUL9_IDR_155_199",1
"Q9BUN1_IDR_18_64",0.333566975741952
"Q9BUN1_IDR_264_304",0.336609020225027
"Q9BUN1_IDR_66_112",0.329824004033021
"Q9BUN5_IDR_1_82",1
"Q9BUN8_IDR_215_251",1
"Q9BUP0_IDR_1_80",1
"Q9BUQ8_IDR_1_275",0.568791604466989
"Q9BUQ8_IDR_278_347",0.431208395533011
"Q9BUR4_IDR_1_143",1
"Q9BUT9_IDR_1_90",1
"Q9BUU2_IDR_60_141",1
"Q9BUV0_IDR_1_290",1
"Q9BUY5_IDR_87_145",1
"Q9BV36_IDR_139_600",0.49573284250629
"Q9BV36_IDR_26_86",0.50426715749371
"Q9BV38_IDR_364_395",1
"Q9BV44_IDR_1_33",0.477711509937934
"Q9BV44_IDR_140_222",0.522288490062066
"Q9BV47_IDR_1_39",1
"Q9BV68_IDR_274_311",0.504383493087331
"Q9BV68_IDR_43_142",0.495616506912669
"Q9BVC5_IDR_62_230",1
"Q9BVC6_IDR_1_48",1
"Q9BVG4_IDR_163_233",1
"Q9BVG8_IDR_1_177",0.528643629693867
"Q9BVG8_IDR_773_833",0.471356370306133
"Q9BVG9_IDR_1_49",0.505566290919504
"Q9BVG9_IDR_435_487",0.494433709080496
"Q9BVH7_IDR_1_73",1
"Q9BVI0_IDR_138_648",0.652649532910726
"Q9BVI0_IDR_784_930",0.347350467089274
"Q9BVJ6_IDR_1_83",0.363898308459556
"Q9BVJ6_IDR_286_589",0.314429683160249
"Q9BVJ6_IDR_738_771",0.321672008380195
"Q9BVL2_IDR_1_244",0.47602034984497
"Q9BVL2_IDR_430_599",0.52397965015503
"Q9BVN2_IDR_1_454",0.516660682729916
"Q9BVN2_IDR_670_841",0.483339317270084
"Q9BVP2_IDR_1_125",0.507740025670433
"Q9BVP2_IDR_459_549",0.492259974329567
"Q9BVS4_IDR_303_535",1
"Q9BVS5_IDR_412_443",0.494545621837673
"Q9BVS5_IDR_43_147",0.505454378162327
"Q9BVT8_IDR_176_208",0.512543731794329
"Q9BVT8_IDR_1_99",0.487456268205671
"Q9BVV2_IDR_1_34",1
"Q9BVV6_IDR_1_106",0.179963262138695
"Q9BVV6_IDR_1300_1440",0.157850373069782
"Q9BVV6_IDR_139_195",0.152541954433948
"Q9BVV6_IDR_197_527",0.166875351435281
"Q9BVV6_IDR_537_1297",0.17263603337804
"Q9BW19_IDR_1_150",1
"Q9BW61_IDR_65_102",1
"Q9BW62_IDR_77_180",1
"Q9BW71_IDR_38_422",0.551298694345565
"Q9BW71_IDR_470_556",0.448701305654435
"Q9BW72_IDR_1_32",1
"Q9BW85_IDR_104_148",0.468802715993974
"Q9BW85_IDR_160_323",0.531197284006026
"Q9BWC9_IDR_25_175",1
"Q9BWE0_IDR_1_373",1
"Q9BWF2_IDR_279_412",0.51652569910973
"Q9BWF2_IDR_428_461",0.48347430089027
"Q9BWF3_IDR_149_364",1
"Q9BWG4_IDR_77_385",1
"Q9BWG6_IDR_66_186",1
"Q9BWH2_IDR_1_50",1
"Q9BWH6_IDR_264_321",0.473163751797552
"Q9BWH6_IDR_35_232",0.526836248202448
"Q9BWK5_IDR_19_49",0.592352924390898
"Q9BWK5_IDR_72_142",0.407647075609102
"Q9BWL3_IDR_1_42",0.487774415832388
"Q9BWL3_IDR_194_253",0.512225584167612
"Q9BWN1_IDR_1_473",0.580673375217601
"Q9BWN1_IDR_526_560",0.419326624782399
"Q9BWP8_IDR_1_122",1
"Q9BWQ6_IDR_1_72",1
"Q9BWQ8_IDR_1_85",1
"Q9BWS9_IDR_1_43",1
"Q9BWT1_IDR_1_234",1
"Q9BWT3_IDR_498_736",1
"Q9BWV7_IDR_423_546",0.498238169642551
"Q9BWW4_IDR_76_388",1
"Q9BWW8_IDR_1_36",0.530078038912923
"Q9BWW8_IDR_84_139",0.469921961087077
"Q9BWW9_IDR_353_433",1
"Q9BWX1_IDR_303_381",1
"Q9BWX5_IDR_1_207",0.417992217096543
"Q9BWX5_IDR_219_397",0.582007782903457
"Q9BX10_IDR_1_67",1
"Q9BX26_IDR_390_1339",1
"Q9BX40_IDR_351_385",0.425114517254034
"Q9BX40_IDR_83_307",0.574885482745966
"Q9BX46_IDR_203_236",1
"Q9BX59_IDR_430_468",1
"Q9BX63_IDR_197_239",0.237947267446632
"Q9BX63_IDR_71_194",0.385355603697185
"Q9BX63_IDR_893_1249",0.376697128856183
"Q9BX66_IDR_1_793",0.425424607611342
"Q9BX66_IDR_929_1236",0.574575392388658
"Q9BX67_IDR_273_310",1
"Q9BXB4_IDR_1_57",0.508890966451379
"Q9BXB4_IDR_162_366",0.491109033548621
"Q9BXB5_IDR_1_75",0.487736182581717
"Q9BXB5_IDR_178_395",0.512263817418283
"Q9BXB7_IDR_1_106",1
"Q9BXC0_IDR_294_346",1
"Q9BXF3_IDR_171_239",0.355772774684908
"Q9BXF3_IDR_288_445",0.410996976799574
"Q9BXF3_IDR_540_1484",0.233230248515518
"Q9BXF6_IDR_174_595",1
"Q9BXF9_IDR_1_48",1
"Q9BXG8_IDR_319_430",0.505561625189537
"Q9BXG8_IDR_85_206",0.494438374810463
"Q9BXI6_IDR_1_52",0.457671512543845
"Q9BXI6_IDR_375_508",0.542328487456155
"Q9BXI9_IDR_1_45",0.434788298855505
"Q9BXI9_IDR_68_138",0.565211701144495
"Q9BXJ0_IDR_1_100",1
"Q9BXJ1_IDR_1_140",1
"Q9BXJ2_IDR_15_141",1
"Q9BXN1_IDR_1_62",1
"Q9BXN2_IDR_1_114",1
"Q9BXP2_IDR_1_60",0.334355455936575
"Q9BXP2_IDR_683_720",0.333067993093174
"Q9BXP2_IDR_807_863",0.33257655097025
"Q9BXP5_IDR_1_95",0.333025865700107
"Q9BXP5_IDR_258_415",0.3413041307913
"Q9BXP5_IDR_540_598",0.325670003508594
"Q9BXP8_IDR_94_253",1
"Q9BXQ6_IDR_1_189",0.524784551470733
"Q9BXQ6_IDR_251_309",0.475215448529267
"Q9BXR5_IDR_781_811",1
"Q9BXS0_IDR_1_39",0.509396415801982
"Q9BXS0_IDR_98_654",0.490603584198018
"Q9BXS4_IDR_190_265",1
"Q9BXS6_IDR_45_441",1
"Q9BXS9_IDR_593_660",1
"Q9BXT2_IDR_1_35",1
"Q9BXV9_IDR_54_100",1
"Q9BXW6_IDR_429_539",1
"Q9BXW7_IDR_1_42",1
"Q9BXW9_IDR_1400_1451",0.301685303333622
"Q9BXW9_IDR_1_44",0.337222793683952
"Q9BXW9_IDR_849_914",0.361091902982426
"Q9BXX0_IDR_111_255",0.289282427372737
"Q9BXX0_IDR_511_542",0.240996886395636
"Q9BXX0_IDR_77_108",0.240331887721121
"Q9BXX0_IDR_776_899",0.229388798510506
"Q9BXX2_IDR_265_1024",1
"Q9BXX3_IDR_1062_1107",0.42675120543299
"Q9BXX3_IDR_265_1048",0.57324879456701
"Q9BXY0_IDR_194_279",1
"Q9BXY4_IDR_202_272",1
"Q9BXY8_IDR_1_57",1
"Q9BY07_IDR_217_293",0.319191302208009
"Q9BY07_IDR_41_91",0.345878981900824
"Q9BY07_IDR_419_482",0.334929715891167
"Q9BY08_IDR_1_33",1
"Q9BY11_IDR_307_384",1
"Q9BY12_IDR_157_545",0.498533278329407
"Q9BY12_IDR_38_95",0.282860659497251
"Q9BYC5_IDR_1_34",1
"Q9BYD3_IDR_1_42",1
"Q9BYD6_IDR_1_74",1
"Q9BYE0_IDR_127_218",1
"Q9BYE2_IDR_1_197",1
"Q9BYE3_IDR_1_92",1
"Q9BYE7_IDR_1_119",1
"Q9BYE9_IDR_1228_1276",1
"Q9BYF1_IDR_765_805",1
"Q9BYG3_IDR_139_184",0.40248076517038
"Q9BYG3_IDR_187_293",0.59751923482962
"Q9BYG4_IDR_103_142",0.568795162916668
"Q9BYG4_IDR_252_373",0.431204837083332
"Q9BYG5_IDR_251_368",1
"Q9BYH1_IDR_24_236",1
"Q9BYH8_IDR_1_400",1
"Q9BYI3_IDR_307_510",1
"Q9BYJ0_IDR_132_196",1
"Q9BYJ9_IDR_1_46",0.569537841091957
"Q9BYJ9_IDR_196_369",0.430462158908043
"Q9BYQ0_IDR_1_159",1
"Q9BYQ2_IDR_1_153",1
"Q9BYQ3_IDR_1_157",1
"Q9BYQ4_IDR_1_174",1
"Q9BYQ5_IDR_1_204",1
"Q9BYQ6_IDR_1_181",1
"Q9BYQ7_IDR_1_146",1
"Q9BYQ8_IDR_1_208",1
"Q9BYQ9_IDR_1_171",1
"Q9BYR2_IDR_1_167",1
"Q9BYR3_IDR_1_152",1
"Q9BYR4_IDR_1_193",1
"Q9BYR5_IDR_1_136",1
"Q9BYR9_IDR_1_128",1
"Q9BYS1_IDR_1_160",1
"Q9BYT3_IDR_31_98",0.51127468933445
"Q9BYT3_IDR_405_514",0.48872531066555
"Q9BYT5_IDR_1_123",1
"Q9BYT9_IDR_1_152",1
"Q9BYU1_IDR_259_374",0.503586124935996
"Q9BYU1_IDR_62_127",0.496413875064004
"Q9BYU5_IDR_1_128",1
"Q9BYV1_IDR_1_45",1
"Q9BYV6_IDR_329_441",0.551768355023206
"Q9BYV6_IDR_447_532",0.448231644976794
"Q9BYV7_IDR_1_41",1
"Q9BYV8_IDR_318_373",0.524911939721124
"Q9BYV8_IDR_82_137",0.475088060278876
"Q9BYV9_IDR_134_611",0.5095246257145
"Q9BYV9_IDR_737_822",0.4904753742855
"Q9BYZ6_IDR_302_367",1
"Q9BZ11_IDR_726_813",1
"Q9BZ19_IDR_1_88",1
"Q9BZ23_IDR_1_206",1
"Q9BZ29_IDR_1189_1288",0.377915479476315
"Q9BZ29_IDR_1_36",0.313062266060423
"Q9BZ29_IDR_287_320",0.309022254463262
"Q9BZ67_IDR_376_408",1
"Q9BZ71_IDR_281_384",0.275380251342878
"Q9BZ71_IDR_490_534",0.247141006333398
"Q9BZ71_IDR_64_123",0.253214071657933
"Q9BZ71_IDR_909_974",0.22426467066579
"Q9BZ72_IDR_1282_1349",0.172721576193243
"Q9BZ72_IDR_256_365",0.193425553916773
"Q9BZ72_IDR_368_419",0.189305721320644
"Q9BZ72_IDR_579_709",0.249315207083659
"Q9BZ72_IDR_840_898",0.19523194148568
"Q9BZ76_IDR_1199_1235",1
"Q9BZ81_IDR_1_36",0.504731460576803
"Q9BZ81_IDR_243_275",0.495268539423197
"Q9BZ95_IDR_1_262",0.387590589383032
"Q9BZ95_IDR_396_700",0.612409410616968
"Q9BZA7_IDR_837_1256",1
"Q9BZA8_IDR_869_1250",1
"Q9BZC1_IDR_1_50",0.502422218132908
"Q9BZC1_IDR_282_354",0.497577781867092
"Q9BZC7_IDR_1324_1424",0.337593731233254
"Q9BZC7_IDR_2367_2417",0.325329063708019
"Q9BZC7_IDR_350_398",0.337077205058727
"Q9BZD2_IDR_1_44",1
"Q9BZF1_IDR_1_124",0.349373437458732
"Q9BZF1_IDR_273_402",0.3168949663342
"Q9BZF1_IDR_771_877",0.333731596207068
"Q9BZF2_IDR_144_466",1
"Q9BZF3_IDR_1_66",0.244922280749237
"Q9BZF3_IDR_184_278",0.236503485269657
"Q9BZF3_IDR_281_381",0.25580946092813
"Q9BZF3_IDR_395_553",0.262764773052976
"Q9BZF9_IDR_257_631",0.536710899041999
"Q9BZF9_IDR_656_706",0.463289100958001
"Q9BZG1_IDR_227_259",1
"Q9BZG8_IDR_1_34",0.508567589740652
"Q9BZG8_IDR_398_443",0.491432410259348
"Q9BZI1_IDR_173_459",1
"Q9BZI7_IDR_1_48",0.54894702488778
"Q9BZI7_IDR_209_483",0.45105297511222
"Q9BZJ0_IDR_152_183",0.514599559304643
"Q9BZJ0_IDR_83_118",0.485400440695357
"Q9BZJ3_IDR_1_34",1
"Q9BZJ4_IDR_1_34",1
"Q9BZR6_IDR_289_455",1
"Q9BZR8_IDR_33_157",1
"Q9BZR9_IDR_393_434",1
"Q9BZS1_IDR_1_188",0.51453300511638
"Q9BZS1_IDR_244_309",0.485466994883621
"Q9BZV1_IDR_1_114",1
"Q9BZV2_IDR_202_254",0.500070758790963
"Q9BZV2_IDR_466_496",0.499929241209038
"Q9BZV3_IDR_169_236",0.33586823042194
"Q9BZV3_IDR_35_74",0.32274779788252
"Q9BZV3_IDR_393_835",0.34138397169554
"Q9BZW2_IDR_163_233",1
"Q9BZW7_IDR_1_36",0.317312122854458
"Q9BZW7_IDR_60_90",0.280571514809648
"Q9BZW7_IDR_625_698",0.402116362335894
"Q9BZZ5_IDR_446_524",1
"Q9C000_IDR_77_205",1
"Q9C004_IDR_1_155",1
"Q9C005_IDR_1_47",1
"Q9C009_IDR_1_119",0.474559345001702
"Q9C0A1_IDR_1_106",0.121372669842421
"Q9C0A1_IDR_1645_2065",0.114405136065217
"Q9C0A1_IDR_2122_2338",0.127014780367728
"Q9C0A1_IDR_2395_2439",0.134485887731158
"Q9C0A1_IDR_2517_2572",0.130254125017394
"Q9C0A1_IDR_295_822",0.113875781161039
"Q9C0A1_IDR_824_869",0.132066425587276
"Q9C0A1_IDR_878_1639",0.126525194227765
"Q9C0A6_IDR_119_205",0.2987946748579
"Q9C0A6_IDR_15_45",0.28048009623616
"Q9C0A6_IDR_406_1442",0.42072522890594
"Q9C0B0_IDR_150_208",0.322541561791359
"Q9C0B0_IDR_222_293",0.357101019865074
"Q9C0B0_IDR_295_654",0.320357418343567
"Q9C0B1_IDR_162_194",1
"Q9C0B2_IDR_1128_1172",0.224774504563547
"Q9C0B2_IDR_1_79",0.247024231994373
"Q9C0B2_IDR_359_488",0.294792486002319
"Q9C0B2_IDR_662_730",0.233408777439761
"Q9C0B5_IDR_286_699",1
"Q9C0D4_IDR_217_320",0.278286692080049
"Q9C0D4_IDR_368_670",0.207813279635198
"Q9C0D4_IDR_676_912",0.29277055410732
"Q9C0D5_IDR_1_358",0.370951701350923
"Q9C0D5_IDR_1422_1861",0.293416010664478
"Q9C0D5_IDR_434_488",0.335632287984598
"Q9C0D6_IDR_1_94",0.490149396871335
"Q9C0D6_IDR_470_1143",0.509850603128665
"Q9C0D7_IDR_204_236",0.341104025443563
"Q9C0D7_IDR_404_774",0.339117913038559
"Q9C0D7_IDR_51_160",0.319778061517877
"Q9C0E4_IDR_1_38",0.349839784764685
"Q9C0E4_IDR_339_444",0.317279816998923
"Q9C0E4_IDR_740_932",0.332880398236392
"Q9C0E8_IDR_142_248",0.43740559340894
"Q9C0E8_IDR_308_428",0.56259440659106
"Q9C0F0_IDR_1_35",0.30008950165
"Q9C0F0_IDR_320_2208",0.389304090237374
"Q9C0F0_IDR_74_318",0.310606408112626
"Q9C0F1_IDR_124_237",0.497030759423009
"Q9C0K1_IDR_224_298",1
"Q9C0K7_IDR_13_46",0.504999992337739
"Q9C0K7_IDR_298_335",0.495000007662261
"Q9GZM5_IDR_305_350",0.52633135240403
"Q9GZM5_IDR_40_106",0.47366864759597
"Q9GZM8_IDR_74_345",1
"Q9GZN0_IDR_225_285",1
"Q9GZN2_IDR_84_237",1
"Q9GZN4_IDR_1_46",1
"Q9GZN6_IDR_1_99",0.495303071935605
"Q9GZN6_IDR_689_736",0.504696928064395
"Q9GZP1_IDR_144_188",1
"Q9GZP8_IDR_1_106",1
"Q9GZQ4_IDR_350_415",1
"Q9GZQ6_IDR_351_430",1
"Q9GZR1_IDR_1_35",0.1979197934896
"Q9GZR1_IDR_37_438",0.345522408484195
"Q9GZR1_IDR_599_644",0.250652706867727
"Q9GZR1_IDR_779_966",0.205905091158478
"Q9GZR2_IDR_1_69",0.485310205728916
"Q9GZV5_IDR_153_357",0.488728164422927
"Q9GZV5_IDR_57_121",0.511271835577073
"Q9GZV8_IDR_109_191",1
"Q9GZV9_IDR_140_251",1
"Q9GZW8_IDR_1_66",1
"Q9GZX3_IDR_1_37",1
"Q9GZX5_IDR_58_205",1
"Q9GZX6_IDR_1_32",1
"Q9GZY0_IDR_1_119",1
"Q9GZY4_IDR_1_36",1
"Q9GZY6_IDR_1_114",0.493600367778678
"Q9GZY6_IDR_145_243",0.506399632221322
"Q9GZY8_IDR_1_84",0.364370575395317
"Q9GZY8_IDR_87_301",0.635629424604683
"Q9GZZ0_IDR_1_275",0.485623556212625
"Q9GZZ0_IDR_279_328",0.514376443787375
"Q9GZZ7_IDR_258_299",1
"Q9H000_IDR_1_44",0.536343334309844
"Q9H000_IDR_46_169",0.463656665690156
"Q9H079_IDR_1_138",1
"Q9H089_IDR_1_31",0.238150581359743
"Q9H089_IDR_247_358",0.274293983363031
"Q9H089_IDR_565_596",0.254119474111823
"Q9H089_IDR_599_658",0.233435961165403
"Q9H091_IDR_112_198",0.507291043648891
"Q9H091_IDR_701_742",0.492708956351109
"Q9H093_IDR_1_49",0.449215390802439
"Q9H093_IDR_308_559",0.550784609197561
"Q9H094_IDR_16_570",1
"Q9H095_IDR_1_44",0.485628832038361
"Q9H095_IDR_84_144",0.514371167961639
"Q9H098_IDR_59_131",1
"Q9H0A0_IDR_991_1025",1
"Q9H0A6_IDR_32_85",1
"Q9H0A9_IDR_1_191",1
"Q9H0B3_IDR_1_1096",1
"Q9H0B6_IDR_499_535",0.462188464259024
"Q9H0B6_IDR_590_622",0.537811535740976
"Q9H0B8_IDR_238_280",1
"Q9H0C3_IDR_419_466",0.535202792929818
"Q9H0C3_IDR_471_514",0.464797207070182
"Q9H0C5_IDR_1_44",1
"Q9H0C8_IDR_1_99",1
"Q9H0D2_IDR_1213_1285",0.277082597243427
"Q9H0D2_IDR_1_216",0.240266852867889
"Q9H0D2_IDR_1300_1346",0.240457823734443
"Q9H0D2_IDR_221_975",0.24219272615424
"Q9H0D6_IDR_414_507",0.529890915727206
"Q9H0D6_IDR_859_950",0.470109084272794
"Q9H0F6_IDR_305_350",0.507254987987491
"Q9H0G5_IDR_1_558",1
"Q9H0H0_IDR_952_985",1
"Q9H0H5_IDR_129_282",0.558758931283594
"Q9H0H5_IDR_548_623",0.441241068716406
"Q9H0I2_IDR_1_275",1
"Q9H0I3_IDR_1_46",0.492127473830041
"Q9H0I3_IDR_52_100",0.507872526169959
"Q9H0J4_IDR_1_59",0.375350549657129
"Q9H0J4_IDR_1608_1663",0.334626525306327
"Q9H0J4_IDR_61_1217",0.290022925036544
"Q9H0J9_IDR_232_270",1
"Q9H0K1_IDR_341_896",1
"Q9H0K4_IDR_1_181",0.328458669819243
"Q9H0K4_IDR_365_420",0.327221155420327
"Q9H0K4_IDR_561_594",0.34432017476043
"Q9H0K6_IDR_49_125",1
"Q9H0L4_IDR_193_572",1
"Q9H0M0_IDR_148_368",0.504081435243341
"Q9H0M0_IDR_415_454",0.495918564756659
"Q9H0M4_IDR_1_248",0.526952243560256
"Q9H0M4_IDR_431_637",0.473047756439744
"Q9H0M5_IDR_69_163",1
"Q9H0N5_IDR_1_32",1
"Q9H0Q3_IDR_59_95",1
"Q9H0R3_IDR_1_42",1
"Q9H0S4_IDR_415_455",1
"Q9H0U3_IDR_1_34",1
"Q9H0U9_IDR_1_223",1
"Q9H0X9_IDR_728_866",0.285147085613029
"Q9H116_IDR_131_316",0.523353776500224
"Q9H116_IDR_611_681",0.476646223499776
"Q9H147_IDR_134_183",0.55556562628766
"Q9H147_IDR_1_60",0.44443437371234
"Q9H156_IDR_266_320",0.49024633438787
"Q9H156_IDR_647_743",0.50975366561213
"Q9H159_IDR_1_39",1
"Q9H160_IDR_125_206",1
"Q9H161_IDR_1_232",0.58382455413564
"Q9H1B7_IDR_511_708",0.526676263094659
"Q9H1C0_IDR_312_372",1
"Q9H1C3_IDR_1_46",1
"Q9H1C4_IDR_1_54",0.517200375249244
"Q9H1C4_IDR_521_597",0.482799624750756
"Q9H1C7_IDR_1_40",1
"Q9H1D0_IDR_1_42",0.509341260073614
"Q9H1D0_IDR_692_760",0.490658739926386
"Q9H1E3_IDR_1_243",1
"Q9H1E5_IDR_219_349",1
"Q9H1F0_IDR_1_35",1
"Q9H1H1_IDR_65_148",1
"Q9H1H9_IDR_1374_1789",0.718733191327719
"Q9H1H9_IDR_547_577",0.281266808672281
"Q9H1I8_IDR_408_465",0.425071341814348
"Q9H1I8_IDR_509_757",0.574928658185652
